date,home_team,away_team,FTHG_RA,FTAG_RA,HTHG_RA,HTAG_RA,HS_RA,AS_RA,HST_RA,AST_RA,HC_RA,AC_RA,HR_RA,AR_RA,B365H_RA,B365A_RA,BWH_RA,BWA_RA,PSH_RA,PSA_RA,WHH_RA,WHA_RA,MaxH_RA,MaxA_RA,AvgH_RA,AvgA_RA,B365AHH_RA,B365AHA_RA,PAHH_RA,PAHA_RA,MaxAHH_RA,MaxAHA_RA,AvgAHH_RA,AvgAHA_RA,B365CH_RA,B365CA_RA,BWCH_RA,BWCA_RA,PSCH_RA,PSCA_RA,WHCH_RA,WHCA_RA,MaxCH_RA,MaxCA_RA,AvgCH_RA,AvgCA_RA,B365CAHH_RA,B365CAHA_RA,PCAHH_RA,PCAHA_RA,MaxCAHH_RA,MaxCAHA_RA,AvgCAHH_RA,AvgCAHA_RA,B365D_RA_HomeTeam,B365D_RA_AwayTeam,BWD_RA_HomeTeam,BWD_RA_AwayTeam,PSD_RA_HomeTeam,PSD_RA_AwayTeam,WHD_RA_HomeTeam,WHD_RA_AwayTeam,MaxD_RA_HomeTeam,MaxD_RA_AwayTeam,AvgD_RA_HomeTeam,AvgD_RA_AwayTeam,B365CD_RA_HomeTeam,B365CD_RA_AwayTeam,BWCD_RA_HomeTeam,BWCD_RA_AwayTeam,PSCD_RA_HomeTeam,PSCD_RA_AwayTeam,WHCD_RA_HomeTeam,WHCD_RA_AwayTeam,MaxCD_RA_HomeTeam,MaxCD_RA_AwayTeam,AvgCD_RA_HomeTeam,AvgCD_RA_AwayTeam,FTR
27/10/2024 14:00,Chelsea,Newcastle,2,0.8,1.2,0,14.2,15,5,4.6,6.6,6.2,0,0,2.432,2.78,2.406,2.73,2.476,2.806,2.43,2.76,2.506,2.868,2.434,2.778,1.984,1.954,2,1.978,2.016,1.99,1.964,1.942,2.316,2.576,2.4,2.622,2.424,2.626,2.41,2.59,2.536,2.804,2.418,2.63,2.032,2.038,2.026,2.036,2.06,2.082,2,2.016,4.1,3.706,4.12,3.806,4.296,3.858,4.136,3.786,4.422,3.992,4.24,3.834,4.106,3.74,4.116,3.85,4.206,3.876,4.126,3.79,4.34,3.982,4.188,3.844,H
27/10/2024 14:00,Crystal Palace,Tottenham,0.6,2.4,0.2,1.2,15,19.4,5,7,5.2,7.8,0,0,3.226,2.2,3.204,2.206,3.36,2.216,3.366,2.21,3.442,2.266,3.316,2.208,1.948,1.92,1.966,1.912,1.98,1.95,1.94,1.89,3.02,2.196,3.032,2.226,3.12,2.254,3.2,2.222,3.246,2.356,3.086,2.24,1.89,1.998,1.894,2.004,1.944,2.042,1.884,1.978,3.81,4.15,3.81,4.23,3.846,4.258,3.73,4.17,4.034,4.432,3.842,4.224,3.59,4.29,3.62,4.18,3.664,4.376,3.6,4.21,3.808,4.536,3.652,4.304,H
27/10/2024 14:00,West Ham,Man United,1.4,1,0.6,0.4,15.8,15.8,6,6.6,5,7,0.2,0.2,3.37,2.21,3.37,2.226,3.494,2.264,3.336,2.246,3.572,2.316,3.42,2.246,1.918,1.972,1.918,1.998,1.932,2.012,1.89,1.96,3.49,2.204,3.55,2.214,3.648,2.262,3.642,2.212,3.82,2.308,3.592,2.22,1.936,1.962,1.936,1.992,1.952,2.026,1.904,1.946,3.89,3.89,3.94,3.9,4.024,4.006,3.88,3.86,4.124,4.14,3.972,3.95,3.95,3.92,3.93,3.86,4.04,3.962,3.93,3.81,4.122,4.092,3.978,3.924,H
27/10/2024 16:30,Arsenal,Liverpool,2,1.6,0.8,1.2,16.6,13.6,6,6.6,8.4,5.8,0.4,0,2.152,1.394,2.168,1.41,2.17,1.394,2.162,1.404,2.246,1.426,2.17,1.396,1.916,1.964,1.92,1.956,1.936,2.004,1.892,1.95,2.346,1.434,2.288,1.44,2.332,1.442,2.322,1.426,2.456,1.47,2.332,1.43,1.908,1.884,1.898,1.888,1.932,1.898,1.878,1.844,5.6,5.42,5.73,5.51,5.828,5.68,5.32,5.446,6.106,5.978,5.664,5.586,5.12,5.366,5.14,5.486,5.168,5.682,5.01,5.426,5.59,5.91,5.188,5.582,D
2/11/2024 12:30,Newcastle,Arsenal,0.6,2.2,0.2,1.2,14.4,17,4,5.8,5.6,7.4,0,0.4,3.2,2.192,3.11,2.208,3.242,2.214,3.14,2.192,3.292,2.274,3.186,2.202,1.976,1.876,2.002,1.882,2.012,1.894,1.96,1.854,2.966,2.266,3.042,2.238,3.07,2.26,2.98,2.282,3.264,2.398,3.054,2.278,2,1.914,1.994,1.912,2.052,1.944,1.984,1.888,3.872,5.55,3.856,5.67,3.986,5.784,3.886,5.28,4.118,6.074,3.948,5.62,3.88,5.1,3.93,5.1,3.936,5.162,3.88,4.92,4.086,5.55,3.928,5.162,H
2/11/2024 15:00,Liverpool,Brighton,2,2,1.4,1.2,12.6,13.8,6.4,4.6,5,5.6,0,0,1.73,2.814,1.746,2.85,1.732,2.854,1.74,2.836,1.768,3.054,1.73,2.852,1.966,1.968,1.964,1.978,2.018,2.006,1.96,1.946,1.844,2.95,1.848,2.99,1.868,3.036,1.832,3.076,1.906,3.19,1.848,3.032,1.902,1.966,1.91,1.96,1.922,2.012,1.862,1.954,4.77,4.03,4.79,3.996,4.914,4.09,4.826,4,5.156,4.22,4.854,4.054,4.776,4.026,4.846,4.006,4.952,4.092,4.786,3.98,5.16,4.21,4.908,4.062,H
2/11/2024 15:00,Bournemouth,Man City,1.2,1.8,0.6,1,14.8,22.6,4.2,7.8,7.8,10.4,0,0,4.32,1.418,4.3,1.418,4.462,1.42,4.264,1.434,4.62,1.448,4.416,1.42,1.944,1.956,1.938,1.958,1.964,1.994,1.914,1.938,4.512,1.426,4.432,1.446,4.826,1.452,4.51,1.438,4.93,1.47,4.622,1.436,1.94,1.996,1.934,2.002,1.994,2.018,1.93,1.946,4.38,6.186,4.48,6.286,4.498,6.634,4.46,5.766,4.674,7.01,4.464,6.346,4.466,5.82,4.46,5.99,4.606,6.074,4.42,5.6,4.748,6.38,4.534,5.938,H
2/11/2024 15:00,Nott'm Forest,West Ham,1.4,1.6,0.4,0.6,14.2,16,4.8,6,4.6,5.8,0.4,0.2,3.666,3.346,3.558,3.384,3.608,3.488,3.628,3.336,3.824,3.562,3.54,3.414,1.98,1.926,1.994,1.926,2.018,1.94,1.954,1.898,3.626,3.51,3.55,3.59,3.656,3.684,3.746,3.652,3.848,3.852,3.604,3.622,1.916,1.97,1.93,1.968,1.96,1.99,1.9,1.934,3.67,3.99,3.64,3.97,3.734,4.064,3.63,3.95,3.882,4.2,3.706,4.018,3.6,4.04,3.58,3.97,3.676,4.102,3.56,3.99,3.74,4.196,3.626,4.038,H
2/11/2024 15:00,Southampton,Everton,1,1.2,0.6,0.6,9.4,10.6,3.4,4.4,3.6,3.6,0.2,0,8.71,2.906,9.12,2.83,9.896,2.938,9.876,2.87,11.386,2.982,9.832,2.894,2,1.958,2.008,1.97,2.042,1.986,1.976,1.952,7.82,3.08,8.66,3.11,10.63,3.192,9.68,3.15,11.048,3.324,9.322,3.16,2.004,1.956,2.03,1.96,2.064,1.996,1.992,1.946,6.02,3.37,6.36,3.42,6.552,3.436,5.86,3.46,6.972,3.582,6.298,3.448,5.666,3.45,5.98,3.45,6.07,3.486,5.42,3.44,6.35,3.62,5.904,3.478,H
2/11/2024 15:00,Ipswich,Leicester,1.4,1.6,0.8,0.4,12.2,10.4,4,2.4,7,3.6,0.2,0,3.732,5.31,3.63,5.11,3.842,5.242,3.706,5.36,3.928,6.064,3.766,5.4,1.992,1.872,2.004,1.89,2.024,1.916,1.966,1.874,3.462,4.946,3.55,5.24,3.676,5.956,3.596,5.78,3.816,5.976,3.606,5.508,1.93,1.912,1.974,1.922,1.986,1.954,1.93,1.896,3.736,4.39,3.76,4.32,3.814,4.442,3.76,4.2,3.94,4.658,3.788,4.356,3.66,4.38,3.65,4.2,3.7,4.206,3.63,4.2,3.804,4.498,3.68,4.262,D
2/11/2024 17:30,Wolves,Crystal Palace,1.6,0.4,0.8,0.4,10.4,13.8,4.4,5.4,3.4,5.8,0,0,5.83,3.682,6.12,3.68,6.176,3.846,6.2,3.836,6.54,3.93,6.138,3.784,1.93,1.94,1.95,1.956,1.986,1.962,1.93,1.928,6.03,3.41,6.03,3.44,6.27,3.542,6.58,3.62,6.774,3.706,6.306,3.498,1.93,1.904,1.942,1.912,2.006,1.954,1.944,1.902,4.81,3.81,4.666,3.77,4.796,3.816,4.6,3.73,4.95,4,4.75,3.808,4.616,3.61,4.726,3.6,4.728,3.654,4.686,3.58,5.01,3.808,4.726,3.65,D
3/11/2024 14:00,Tottenham,Aston Villa,2.4,1.8,1.2,0.6,18.6,11.8,6.6,4.2,8,6.4,0,0.2,1.966,2.054,1.982,2.08,1.982,2.092,1.976,2.088,2.016,2.132,1.98,2.084,1.916,1.88,1.914,1.892,1.942,1.916,1.892,1.874,2.038,2.08,2.072,2.09,2.09,2.154,2.08,2.094,2.15,2.182,2.072,2.116,1.986,1.912,1.994,1.952,2.02,1.982,1.962,1.906,4.25,3.82,4.27,3.84,4.33,3.922,4.25,3.82,4.508,4.08,4.3,3.89,4.41,3.74,4.26,3.8,4.472,3.814,4.24,3.796,4.606,3.948,4.396,3.816,H
3/11/2024 16:30,Man United,Chelsea,0.6,2.2,0,1.4,15.4,15.6,5.6,5.8,6.6,7.4,0.2,0,2.33,2.378,2.34,2.36,2.386,2.414,2.356,2.38,2.434,2.452,2.364,2.376,1.99,1.964,2.022,1.976,2.032,2,1.978,1.942,2.264,2.226,2.28,2.306,2.328,2.342,2.276,2.33,2.374,2.444,2.29,2.338,1.918,2.038,1.956,2.048,1.99,2.074,1.916,2.012,3.84,4.206,3.85,4.14,3.926,4.372,3.85,4.196,4.096,4.484,3.884,4.3,3.85,4.226,3.78,4.186,3.882,4.254,3.75,4.186,4.022,4.404,3.852,4.25,D
4/11/2024 20:00,Fulham,Brentford,1.6,2.4,0.8,1.8,14.2,12.2,4.8,6.4,4.4,5.6,0.2,0,4.116,3.18,4.364,3.176,4.334,3.186,4.6,3.21,4.678,3.294,4.416,3.176,1.914,1.912,1.924,1.934,1.948,1.956,1.898,1.898,4.176,3.394,4.27,3.28,4.52,3.44,4.404,3.3,4.718,3.548,4.392,3.37,1.98,1.972,1.992,1.988,2.028,2.016,1.964,1.948,4.09,4.026,4.09,4.07,4.178,4.148,3.92,4.02,4.378,4.294,4.114,4.106,3.96,4.08,3.95,4.06,4.014,4.168,3.9,4.1,4.128,4.312,3.98,4.118,H
9/11/2024 15:00,West Ham,Everton,1.6,1,0.6,0.4,13.8,10.6,5,4.4,5.8,4.6,0.4,0,3.306,2.856,3.364,2.82,3.476,2.9,3.336,2.844,3.536,2.948,3.402,2.862,1.952,1.93,1.956,1.944,1.97,1.958,1.926,1.926,3.56,2.906,3.61,2.95,3.756,3.014,3.692,2.954,3.89,3.142,3.672,2.988,1.962,1.94,1.962,1.936,1.984,1.97,1.928,1.922,3.91,3.37,3.91,3.44,3.98,3.44,3.9,3.46,4.138,3.588,3.944,3.456,3.96,3.4,3.87,3.39,4.006,3.444,3.93,3.42,4.1,3.606,3.952,3.442,D
9/11/2024 15:00,Brentford,Bournemouth,2.4,1.6,1.8,0.8,12,13.4,5.6,4.2,5.4,6.6,0,0,2.78,3.62,2.776,3.55,2.812,3.63,2.81,3.664,2.896,3.72,2.798,3.61,1.882,1.946,1.898,1.932,1.92,1.962,1.866,1.914,2.914,3.662,2.78,3.632,2.94,3.866,2.82,3.67,3,3.99,2.856,3.712,1.966,1.926,1.99,1.924,2.01,1.978,1.942,1.918,3.866,3.97,3.84,4.08,3.94,4.122,3.86,4.026,4.074,4.254,3.908,4.09,3.84,4.006,3.84,4.04,3.9,4.12,3.88,4.02,4.022,4.258,3.868,4.084,H
9/11/2024 15:00,Wolves,Southampton,1.8,1,0.6,0.4,10.6,9,4.8,3.2,3,3.8,0,0.2,5.28,8.786,5.58,9.18,5.598,9.982,5.6,9.96,5.942,11.466,5.574,9.912,1.914,1.996,1.93,2.004,1.97,2.042,1.918,1.98,5.55,7.856,5.51,8.71,5.726,10.69,5.96,9.74,6.182,11.114,5.736,9.374,1.936,1.978,1.948,1.998,2,2.032,1.936,1.964,4.65,6,4.466,6.34,4.57,6.542,4.46,5.84,4.748,6.958,4.552,6.29,4.496,5.636,4.546,5.94,4.554,6.036,4.47,5.42,4.806,6.35,4.54,5.88,H
9/11/2024 15:00,Crystal Palace,Fulham,0.8,1.4,0.4,0.4,15.8,15,6,5,6.2,5.4,0,0.2,3.682,3.916,3.68,4.2,3.846,4.164,3.82,4.434,3.922,4.494,3.784,4.25,1.986,1.958,2.006,1.978,2.016,1.998,1.976,1.95,3.46,3.986,3.48,4.12,3.608,4.32,3.64,4.224,3.738,4.506,3.534,4.218,1.924,2.014,1.93,2.028,1.954,2.064,1.906,2.006,3.74,4.15,3.71,4.09,3.732,4.216,3.71,3.98,3.942,4.436,3.744,4.158,3.59,4.04,3.56,3.99,3.612,4.052,3.55,3.94,3.744,4.182,3.602,4.026,A
9/11/2024 17:30,Brighton,Man City,1.8,1.6,1,0.8,13.6,19.6,5,6.4,5.2,10.8,0,0,3.964,1.372,3.844,1.372,3.918,1.37,3.976,1.384,4.066,1.398,3.904,1.372,1.932,1.94,1.942,1.938,1.972,1.974,1.918,1.92,4.09,1.386,4.02,1.396,4.254,1.402,4.21,1.394,4.492,1.428,4.162,1.39,1.944,1.974,1.928,1.976,1.986,1.996,1.918,1.922,4.28,6.306,4.286,6.466,4.416,6.798,4.24,5.932,4.582,7.18,4.368,6.51,4.336,5.96,4.366,6.17,4.486,6.226,4.34,5.8,4.7,6.56,4.426,6.112,H
9/11/2024 20:00,Liverpool,Aston Villa,1.8,1.4,0.8,0.8,12,12.4,5.4,3.6,6.4,6,0,0.2,1.75,2.46,1.77,2.504,1.754,2.484,1.76,2.508,1.792,2.55,1.75,2.476,1.974,1.87,1.982,1.882,2.032,1.908,1.974,1.862,1.866,2.45,1.87,2.464,1.89,2.538,1.846,2.5,1.93,2.598,1.872,2.514,1.928,1.926,1.936,1.968,1.956,1.996,1.89,1.936,4.52,3.78,4.54,3.76,4.75,3.842,4.526,3.78,4.976,4.016,4.672,3.826,4.526,3.74,4.646,3.76,4.74,3.78,4.586,3.71,5,3.878,4.682,3.766,H
10/11/2024 14:00,Man United,Leicester,0.8,1.6,0,0.4,14.6,12,5.2,3.2,5.2,3.6,0.2,0,2.39,5.44,2.37,5.22,2.438,5.36,2.4,5.48,2.476,6.184,2.408,5.514,1.97,1.89,2.004,1.908,2.01,1.93,1.962,1.888,2.3,5.106,2.32,5.394,2.358,6.154,2.34,5.96,2.414,6.192,2.332,5.68,1.9,1.92,1.916,1.936,1.958,1.966,1.894,1.9,3.79,4.41,3.87,4.34,3.936,4.482,3.89,4.22,4.132,4.692,3.896,4.39,3.85,4.42,3.78,4.22,3.902,4.21,3.79,4.22,4.012,4.532,3.856,4.28,H
10/11/2024 14:00,Nott'm Forest,Newcastle,1.6,0.6,0.4,0.4,17.2,13.2,5.4,4,6.6,6.4,0.2,0,3.146,3.47,3.108,3.4,3.136,3.518,3.158,3.38,3.314,3.564,3.128,3.45,1.982,1.944,1.99,1.958,2.018,1.976,1.952,1.92,3.16,3.286,3.12,3.332,3.176,3.394,3.276,3.34,3.342,3.604,3.148,3.362,1.974,1.97,1.976,1.966,2.006,1.998,1.948,1.946,3.62,3.942,3.58,3.876,3.654,4.016,3.57,3.926,3.822,4.156,3.644,3.984,3.56,3.92,3.52,3.95,3.604,3.96,3.52,3.9,3.684,4.114,3.572,3.948,A
10/11/2024 14:00,Tottenham,Ipswich,2.6,1.4,0.8,0.8,17.2,12.4,5.8,3.2,7.4,5.8,0,0.4,2.038,3.542,2.052,3.48,2.066,3.65,2.044,3.516,2.096,3.734,2.056,3.586,1.928,2.006,1.934,2.016,1.956,2.044,1.908,1.972,2.124,3.346,2.164,3.444,2.192,3.536,2.17,3.456,2.248,3.688,2.166,3.488,1.986,1.994,1.992,2.014,2.014,2.03,1.956,1.978,4.15,3.736,4.12,3.74,4.19,3.84,4.15,3.76,4.364,3.954,4.17,3.806,4.21,3.72,4.1,3.69,4.26,3.712,4.06,3.67,4.37,3.852,4.202,3.71,A
10/11/2024 16:30,Chelsea,Arsenal,1.8,1.8,1,0.8,15.6,18,5.4,5.4,8,8.2,0,0.2,2.508,1.682,2.46,1.678,2.532,1.704,2.47,1.692,2.564,1.73,2.486,1.694,1.954,1.906,1.962,1.924,1.99,1.928,1.926,1.89,2.356,1.656,2.43,1.668,2.458,1.67,2.43,1.664,2.562,1.726,2.454,1.672,2.02,1.936,2.028,1.932,2.058,1.966,1.992,1.908,4.126,5.58,4.14,5.69,4.348,5.79,4.206,5.3,4.496,6.084,4.278,5.634,4.146,5.12,4.106,5.12,4.196,5.168,4.146,4.94,4.344,5.55,4.188,5.168,D
23/11/2024 12:30,Leicester,Chelsea,1.2,1.2,0.4,0.2,12.2,16,3.6,4.6,4.6,7.2,0,0,3.74,2.702,3.92,2.678,4.066,2.732,3.98,2.67,4.184,2.77,3.982,2.688,1.878,1.968,1.902,1.974,1.914,2.004,1.874,1.944,4.106,2.566,4.194,2.676,4.44,2.696,4.36,2.64,4.664,2.828,4.324,2.702,1.904,1.96,1.914,1.974,1.948,2.02,1.88,1.964,3.91,3.966,3.84,4.02,3.896,4.194,3.82,4.066,4.052,4.37,3.896,4.13,4.07,3.986,3.97,3.946,3.974,4.026,3.92,4.006,4.142,4.194,3.986,4.034,A
23/11/2024 15:00,Bournemouth,Brighton,1.4,1.8,0.4,0.6,13.6,12.6,3.6,4.8,6,4.8,0,0,3.83,3.944,3.78,3.81,3.846,3.952,3.88,3.99,3.944,4.086,3.824,3.902,1.982,1.932,1.974,1.942,2.008,1.966,1.958,1.914,3.892,4.09,3.856,3.98,4.116,4.244,3.876,4.184,4.224,4.488,3.94,4.132,1.97,1.936,1.97,1.92,1.996,1.984,1.944,1.91,3.85,4.28,3.96,4.266,3.96,4.392,3.886,4.2,4.088,4.578,3.95,4.356,3.84,4.296,3.84,4.346,3.888,4.476,3.9,4.3,4.048,4.7,3.896,4.416,A
23/11/2024 15:00,Everton,Brentford,0.6,2.8,0.4,1.8,12.6,12.8,4.8,6.2,4.8,5.2,0,0,2.996,2.84,2.96,2.816,3.022,2.884,2.974,2.86,3.088,2.964,2.992,2.858,1.938,1.874,1.954,1.89,1.968,1.91,1.928,1.856,3.066,2.994,3.09,2.86,3.16,3.016,3.094,2.904,3.322,3.064,3.136,2.93,1.948,1.956,1.948,1.984,1.976,1.998,1.928,1.94,3.39,3.866,3.44,3.84,3.48,3.926,3.48,3.84,3.612,4.05,3.472,3.902,3.41,3.84,3.41,3.82,3.48,3.894,3.44,3.86,3.622,4.022,3.462,3.87,D
23/11/2024 15:00,Aston Villa,Crystal Palace,1,0.6,0.4,0.2,13.4,15,3.4,6,7.8,4.8,0.2,0.2,3.39,3.696,3.374,3.69,3.454,3.866,3.526,3.84,3.648,3.944,3.442,3.798,1.898,2,1.922,2.026,1.938,2.034,1.882,1.988,3.28,3.6,3.254,3.61,3.518,3.742,3.39,3.8,3.576,3.9,3.384,3.674,1.892,1.928,1.922,1.93,1.948,1.962,1.892,1.912,4.08,3.78,4.02,3.71,4.178,3.75,4,3.71,4.316,3.97,4.124,3.762,3.99,3.59,3.96,3.56,4.042,3.602,3.91,3.55,4.128,3.76,3.998,3.602,D
23/11/2024 15:00,Fulham,Wolves,1.6,2,0.6,0.8,15.6,10.6,6,5,6,2.8,0.2,0,3.826,4.062,4.14,4.42,4.078,4.378,4.338,4.39,4.388,4.644,4.158,4.356,1.972,1.924,1.986,1.936,2.016,1.978,1.97,1.928,3.856,4.332,3.97,4.2,4.188,4.372,4.064,4.442,4.334,4.694,4.064,4.378,1.994,1.918,2.01,1.938,2.034,1.996,1.97,1.918,4.19,4.25,4.11,4.156,4.24,4.212,4,4.11,4.478,4.394,4.186,4.21,4.07,4.096,4.01,4.096,4.08,4.114,3.98,4.07,4.252,4.346,4.06,4.116,A
23/11/2024 15:00,Arsenal,Nott'm Forest,1.2,1.8,0.4,0.6,13.4,16.8,2.8,5.8,5.4,6.2,0.2,0.2,1.958,3.21,1.93,3.174,1.986,3.18,1.952,3.206,2.006,3.362,1.964,3.186,1.886,1.96,1.904,1.96,1.906,1.982,1.872,1.93,1.916,3.19,1.9,3.16,1.934,3.208,1.928,3.336,1.986,3.39,1.914,3.192,1.984,2.01,1.992,2.006,2.026,2.046,1.956,1.984,4.66,3.62,4.84,3.58,4.842,3.648,4.6,3.59,5.068,3.832,4.768,3.638,4.3,3.6,4.38,3.54,4.478,3.632,4.24,3.53,4.7,3.728,4.424,3.598,H
23/11/2024 17:30,Man City,Tottenham,1.6,2.2,0.8,0.6,19.4,15.8,6.4,4.8,10.4,9.2,0,0,1.398,1.738,1.404,1.744,1.398,1.766,1.41,1.744,1.432,1.79,1.4,1.754,1.928,1.934,1.936,1.942,1.964,1.966,1.91,1.914,1.412,1.734,1.43,1.766,1.43,1.79,1.414,1.77,1.458,1.812,1.416,1.768,2.012,1.946,2.016,1.96,2.034,1.966,1.956,1.92,6.28,4.7,6.4,4.69,6.726,4.8,5.866,4.65,7.106,4.998,6.45,4.744,5.94,4.73,6.13,4.69,6.21,4.826,5.8,4.62,6.55,5.03,6.098,4.772,A
24/11/2024 14:00,Southampton,Liverpool,0.8,1.8,0.4,0.8,9,12.8,2.6,5.2,4.8,4.8,0.2,0,8.536,1.768,8.92,1.782,9.72,1.766,9.74,1.778,11.176,1.806,9.664,1.764,1.966,1.954,1.966,1.966,2.012,2.02,1.948,1.958,7.316,1.89,8.3,1.906,10.134,1.918,9.38,1.886,10.622,1.962,8.94,1.904,1.97,1.958,1.956,1.964,2.01,1.996,1.946,1.924,5.93,4.42,6.24,4.49,6.436,4.714,5.75,4.386,6.878,4.896,6.2,4.614,5.52,4.326,5.79,4.366,5.848,4.53,5.34,4.326,6.2,4.72,5.734,4.448,A
24/11/2024 16:30,Ipswich,Man United,1.4,1.4,1,0.4,11,15,2.8,5.4,4.2,4.4,0.4,0,4.542,2.196,4.7,2.186,4.756,2.232,4.916,2.22,5.054,2.278,4.752,2.214,2.014,1.962,2.02,1.994,2.048,2,1.976,1.958,4.546,2.156,4.724,2.164,4.94,2.204,4.916,2.176,5.308,2.254,4.87,2.176,2.058,1.91,2.054,1.93,2.074,1.968,2.02,1.904,4.286,4.14,4.35,4.14,4.476,4.224,4.32,4.09,4.614,4.426,4.404,4.188,4.32,4.22,4.32,4.17,4.338,4.248,4.27,4.15,4.582,4.382,4.336,4.216,D
25/11/2024 20:00,Newcastle,West Ham,1,1.4,0.4,0.6,14.4,12.2,4.4,5.6,6.4,5.8,0,0.4,2.96,3.096,2.93,3.174,3.038,3.272,2.92,3.146,3.068,3.33,2.976,3.206,1.956,1.934,1.966,1.94,1.984,1.952,1.93,1.91,2.856,3.37,2.862,3.42,2.958,3.536,2.904,3.502,3.054,3.65,2.906,3.464,1.944,1.946,1.944,1.946,1.964,1.964,1.918,1.91,3.736,3.89,3.67,3.87,3.766,3.964,3.74,3.88,3.93,4.116,3.752,3.914,3.76,3.92,3.77,3.83,3.774,4,3.75,3.89,3.934,4.076,3.768,3.926,A
29/11/2024 20:00,Brighton,Southampton,1.6,1,0.8,0.6,11.6,8.8,4.8,3.2,4,5.2,0.2,0.2,3.924,7.336,3.814,7.52,3.944,8.06,3.97,7.94,4.086,9.176,3.894,8.018,1.892,1.944,1.92,1.946,1.944,1.986,1.894,1.926,4.086,6.416,3.98,7,4.232,8.392,4.164,7.68,4.456,8.88,4.122,7.702,1.964,1.964,1.964,1.952,2.018,2.002,1.952,1.94,4.2,5.28,4.186,5.59,4.318,5.702,4.12,5.21,4.492,6.158,4.278,5.552,4.236,5.07,4.286,5.34,4.406,5.402,4.24,5.04,4.614,5.64,4.342,5.276,D
30/11/2024 15:00,Wolves,Bournemouth,2.2,1.6,0.6,0.4,9.2,14,4.8,4.2,2.6,5.6,0,0,4.432,3.88,4.7,3.82,4.776,3.896,4.69,3.94,5.132,3.99,4.708,3.872,1.92,2.016,1.944,2.018,1.97,2.048,1.922,1.996,4.802,3.962,4.67,3.926,4.834,4.21,4.882,3.956,5.146,4.314,4.834,4.024,1.966,1.904,1.972,1.93,2.026,1.944,1.952,1.892,4.33,3.82,4.236,3.94,4.31,3.958,4.19,3.866,4.5,4.076,4.3,3.942,4.262,3.78,4.256,3.8,4.278,3.846,4.216,3.86,4.526,3.994,4.284,3.85,A
30/11/2024 15:00,Nott'm Forest,Ipswich,1.6,1.4,0.6,1,15,11.4,4,3.6,5.8,4,0,0.4,3.71,4.726,3.674,4.84,3.686,4.946,3.806,5.05,3.9,5.224,3.702,4.914,1.996,2.008,1.992,2.014,2.02,2.042,1.964,1.974,3.39,4.786,3.51,4.904,3.712,5.16,3.636,5.236,3.8,5.572,3.61,5.086,2.032,2.072,2.036,2.066,2.068,2.094,2.01,2.034,3.67,4.326,3.66,4.41,3.692,4.522,3.61,4.38,3.882,4.69,3.686,4.456,3.65,4.38,3.59,4.37,3.652,4.402,3.55,4.3,3.758,4.65,3.628,4.396,H
30/11/2024 15:00,Brentford,Leicester,1.8,1.2,1,0.2,10.8,11.8,4.2,3.4,4,5,0.2,0,3.006,4.42,3.006,4.6,3.05,4.806,3.04,4.74,3.158,4.992,3.028,4.684,1.85,1.87,1.872,1.886,1.898,1.904,1.85,1.858,3.194,4.806,3.07,4.814,3.23,5.1,3.114,5.06,3.298,5.436,3.146,5.006,1.92,1.912,1.938,1.922,1.958,1.964,1.898,1.892,3.826,4.11,3.8,4.06,3.878,4.126,3.8,4,4.024,4.296,3.856,4.126,3.82,4.24,3.76,4.18,3.856,4.222,3.8,4.1,3.976,4.364,3.826,4.196,H
30/11/2024 15:00,Crystal Palace,Newcastle,1,1,0.6,0.4,15.8,15.2,6.2,4.2,4.4,6,0.2,0,3.596,2.82,3.54,2.792,3.708,2.884,3.64,2.786,3.75,2.918,3.616,2.83,1.956,1.916,1.968,1.928,1.98,1.958,1.934,1.904,3.6,2.756,3.61,2.766,3.716,2.858,3.8,2.804,3.9,2.946,3.658,2.804,1.906,1.948,1.906,1.952,1.94,1.972,1.894,1.918,3.68,3.916,3.63,3.85,3.62,3.964,3.67,3.88,3.846,4.134,3.654,3.942,3.53,3.97,3.5,3.97,3.55,3.962,3.51,3.93,3.7,4.154,3.548,3.98,D
30/11/2024 17:30,West Ham,Arsenal,1,1.2,0.4,0.6,10.6,11.4,4.2,3,5.4,4.4,0.4,0.2,3.936,2.006,4.014,1.976,4.208,2.036,3.986,2.004,4.278,2.06,4.088,2.01,1.936,1.882,1.956,1.902,1.964,1.904,1.922,1.866,4.24,1.96,4.29,1.946,4.48,1.984,4.42,1.972,4.67,2.03,4.382,1.96,1.932,2,1.936,2.008,1.958,2.044,1.904,1.968,4.03,3.81,3.99,3.94,4.076,3.956,3.98,3.82,4.254,4.108,4.036,3.922,4.11,3.75,4.03,3.73,4.174,3.802,4.06,3.74,4.294,3.92,4.128,3.776,A
1/12/2024 13:30,Tottenham,Fulham,2.6,1.4,0.6,0.6,15,15.4,5.6,5.8,8.4,6.8,0,0.2,2.498,2.25,2.394,2.272,2.542,2.274,2.464,2.272,2.606,2.33,2.492,2.266,1.924,1.928,1.932,1.952,1.956,1.976,1.906,1.94,2.704,2.162,2.666,2.18,2.672,2.228,2.81,2.174,2.846,2.25,2.702,2.188,1.922,2,1.924,2.018,1.95,2.028,1.89,1.972,4.85,3.59,4.85,3.56,4.998,3.632,4.85,3.6,5.22,3.814,4.944,3.634,4.95,3.636,4.98,3.64,5.092,3.662,4.86,3.646,5.35,3.812,5.056,3.668,D
