Average_goals_scored_last10,Average_HT_goals_scored_last10,Average_shots_last10,Average_shots_on_target_last10,Average_fouls_last10,Average_corners_last10,Average_yellow_cards_last10,Average_red_cards_last10,Average_goals_conceded_last10,Average_HT_goals_conceded_last10,Average_shots_conceded_last10,Average_shots_on_target_conceded_last10,Average_fouls_conceded_last10,Average_corners_conceded_last10,Average_yellow_cards_conceded_last10,Average_red_cards_conceded_last10,Average_B365Odds_last10,Average_B365Odds_Against_last10,Average_B365DrawOdds_last10,Average_BWOdds_last10,Average_BWOdds_against_last10,Average_BWDrawOdds_last10,Average_WHOdds_last10,Average_WHOdds_Against_last10
1.9,0.9,12.0,5.0,9.6,4.4,2.0,0.1,4.063000000000001,4.075,4.263,4.028,4.083,4.09,1.9,0.8,14.1,5.2,10.0,4.1,1.3,0.0,2.482,2.4579999999999997
1.4,0.5,11.4,3.2,12.0,4.0,1.7,0.1,3.793,3.6580000000000004,3.815,3.643,3.7669999999999995,3.713,2.3,0.9,13.3,5.4,9.8,5.7,2.1,0.2,2.029,2.0220000000000002
1.5,0.8,14.2,6.1,10.9,4.3,2.5,0.2,3.096,4.245,3.118,4.345000000000001,3.0480000000000005,4.39,1.5,0.7,12.5,4.1,10.2,4.3,2.2,0.2,3.8369999999999997,3.7029999999999994
2.2,0.7,15.4,5.8,11.7,6.9,2.1,0.0,4.904999999999999,4.503,5.05,4.54,5.5280000000000005,4.4399999999999995,1.5,0.6,12.3,4.1,8.8,6.1,2.0,0.1,2.278,2.253
0.8,0.1,8.7,2.4,12.2,3.5,3.2,0.1,9.7,5.495,9.078,5.675,9.48,5.575,2.0,0.8,14.5,5.7,9.9,7.1,1.8,0.1,1.682,1.6760000000000002
1.2,0.5,12.0,3.8,10.5,4.7,1.9,0.1,3.38,3.9,3.4090000000000003,3.8899999999999997,3.382,3.9150000000000005,1.9,1.0,13.4,4.6,11.5,6.3,2.2,0.1,2.941,2.911
1.4,0.7,18.1,5.3,9.5,6.6,1.5,0.1,1.718,4.865,1.7119999999999997,4.84,1.6740000000000002,4.8100000000000005,1.2,0.5,8.8,3.1,11.3,2.3,2.4,0.0,7.772999999999999,7.2299999999999995
1.1,0.2,13.2,4.2,10.8,5.7,2.3,0.1,2.966,4.043,2.94,4.1,2.9330000000000003,4.14,1.1,0.4,16.1,4.3,10.3,5.9,2.1,0.0,3.521,3.3660000000000005
1.4,0.4,12.8,4.4,13.6,4.7,2.5,0.0,3.25,3.5,3.17,3.55,3.1329999999999996,3.62,1.3,0.5,13.8,4.2,8.8,5.2,1.3,0.0,2.395,2.3579999999999997
1.3,0.2,14.1,4.4,9.4,4.9,2.3,0.0,2.629,3.8329999999999997,2.515,3.8779999999999992,2.509,3.903,1.8,0.5,16.3,6.4,12.9,4.6,2.3,0.2,3.5130000000000003,3.536
2.1,1.0,13.0,5.6,14.4,4.7,3.0,0.2,2.386,4.05,2.334,4.050000000000001,2.2849999999999997,4.03,2.0,0.7,14.0,6.1,13.1,5.8,2.9,0.2,4.471,4.276
1.2,0.4,11.2,3.7,11.2,5.8,1.5,0.1,5.529999999999999,4.209999999999999,5.255,4.26,5.365,4.180000000000001,1.7,0.9,12.3,5.3,9.1,5.0,2.5,0.2,2.086,2.071
1.7,0.7,11.1,3.8,10.9,4.6,2.4,0.0,3.09,3.8,3.1900000000000004,3.81,3.0330000000000004,3.87,1.4,0.6,14.8,4.9,10.7,4.9,1.6,0.0,2.791,2.773
1.9,0.8,19.1,7.0,11.6,6.7,1.7,0.0,1.714,5.4799999999999995,1.7130000000000003,5.495,1.672,5.543,0.7,0.4,10.0,2.7,10.6,4.5,2.5,0.2,7.553,7.651999999999999
1.9,1.0,14.0,5.4,10.7,4.7,2.0,0.3,2.723,4.1049999999999995,2.7169999999999996,4.040000000000001,2.698,4.095000000000001,2.0,0.6,14.8,5.0,16.2,7.2,3.4,0.0,3.319,3.245
1.8,0.8,11.9,5.0,9.3,4.7,2.3,0.1,3.883,3.9850000000000003,4.058000000000001,4.005000000000001,3.928,4.04,1.9,0.7,14.1,5.8,10.4,4.2,0.9,0.0,2.5420000000000003,2.509
1.2,0.5,10.8,3.1,11.6,3.5,1.6,0.1,4.593,3.8880000000000003,4.485,3.9229999999999996,4.4719999999999995,4.013,2.2,1.0,14.6,5.5,9.5,6.4,1.9,0.2,1.937,1.9280000000000002
2.6,1.2,16.3,6.9,9.5,6.1,1.7,0.1,1.451,5.8149999999999995,1.459,5.92,1.413,5.743,1.5,0.5,8.8,3.6,11.7,4.8,2.8,0.0,8.92,9.07
1.7,0.8,13.7,4.6,10.5,6.4,2.9,0.1,2.339,4.38,2.309,4.34,2.2359999999999998,4.3149999999999995,1.2,0.4,9.0,4.3,12.9,3.6,2.7,0.1,4.65,4.583
1.2,0.4,10.8,3.7,12.3,4.5,2.3,0.1,4.500000000000001,4.029999999999999,4.6850000000000005,3.9850000000000008,4.613,3.975,1.7,0.5,12.3,4.1,14.0,4.7,2.4,0.0,2.27,2.269
1.6,0.7,11.0,4.4,12.5,5.3,1.9,0.0,3.925,3.8,3.720999999999999,3.8199999999999994,3.8419999999999996,3.84,1.6,1.0,12.4,3.9,11.8,5.5,2.6,0.0,2.592,2.572
1.5,0.4,9.1,3.3,11.6,4.1,1.9,0.0,8.845,5.2299999999999995,8.35,5.2,8.719999999999999,5.135,1.9,0.3,19.5,6.1,9.8,6.7,1.7,0.0,1.529,1.5459999999999998
2.0,0.7,16.4,5.3,10.0,6.5,1.5,0.1,1.768,5.055,1.754,5.145,1.7259999999999998,5.090000000000001,1.0,0.4,8.0,2.9,11.4,1.8,2.6,0.0,8.718,8.04
1.4,0.7,13.0,5.0,11.8,4.7,2.7,0.2,3.1260000000000003,4.264999999999999,3.158,4.385,3.081,4.4399999999999995,2.1,1.2,13.3,4.9,13.1,3.7,2.5,0.2,3.807,3.6630000000000003
1.6,0.5,14.2,5.1,13.2,4.9,2.0,0.1,3.346,3.7050000000000005,3.3200000000000003,3.685,3.314,3.7800000000000002,0.9,0.4,14.0,3.7,9.8,6.2,1.2,0.0,2.488,2.4509999999999996
1.8,0.8,13.7,5.1,12.9,5.3,2.9,0.2,2.5539999999999994,3.9699999999999998,2.487,3.97,2.432,3.95,2.1,0.6,13.2,5.8,12.2,5.6,3.2,0.2,4.071,3.9460000000000006
1.4,0.5,13.1,4.3,12.1,4.5,2.7,0.1,3.503,4.015000000000001,3.5439999999999996,3.995,3.5119999999999996,4.015,1.4,0.5,13.7,4.4,10.9,6.6,2.3,0.2,2.8880000000000003,2.924
0.9,0.3,13.0,3.8,10.6,6.0,2.3,0.1,3.1309999999999993,4.2379999999999995,3.098,4.255,3.093,4.319999999999999,1.1,0.4,17.6,5.3,10.0,6.6,2.0,0.0,3.758,3.649
1.1,0.4,11.0,3.6,11.4,6.4,1.6,0.1,5.0,3.915,4.705,3.9850000000000003,4.73,3.939999999999999,1.9,0.8,11.7,5.1,9.4,4.8,2.9,0.2,2.166,2.1439999999999997
1.9,0.7,13.2,5.8,11.9,6.0,2.2,0.1,4.9079999999999995,4.423,5.037,4.470000000000001,5.521000000000001,4.390000000000001,1.7,0.7,14.8,4.7,9.3,7.2,2.2,0.1,2.274,2.25
0.7,0.2,7.6,2.2,12.8,3.0,3.2,0.1,9.120000000000001,5.44,8.893,5.55,9.4,5.45,2.2,0.8,14.2,6.2,10.0,6.5,1.8,0.1,1.517,1.5230000000000001
1.6,0.6,14.0,4.6,9.1,4.9,2.1,0.0,2.0989999999999998,3.8,2.0889999999999995,3.7879999999999994,2.034,3.8299999999999996,1.3,0.5,14.2,5.2,12.7,5.3,2.1,0.2,3.9130000000000003,3.8979999999999997
1.3,0.4,11.3,4.3,12.9,5.5,2.3,0.1,3.78,3.755,3.6079999999999997,3.81,3.7019999999999995,3.8300000000000005,1.6,1.0,11.9,3.8,12.8,5.4,2.4,0.1,2.654,2.6210000000000004
2.0,0.8,19.9,6.7,12.2,7.2,1.7,0.0,1.689,5.55,1.69,5.534999999999999,1.6500000000000004,5.6530000000000005,0.8,0.4,9.8,2.9,10.6,4.8,2.0,0.3,7.673,7.742
2.1,0.8,12.2,5.1,10.0,4.8,2.0,0.1,4.1579999999999995,4.08,4.319999999999999,4.115,4.191,4.16,1.7,0.7,13.8,5.9,9.7,3.7,1.2,0.0,2.552,2.5140000000000002
1.8,0.9,13.8,5.4,11.2,4.7,2.0,0.4,2.5829999999999997,4.25,2.574,4.195,2.569,4.225,1.5,0.4,13.7,3.8,15.6,6.7,2.9,0.0,3.8689999999999998,3.8150000000000004
0.9,0.4,11.7,3.3,11.9,3.8,1.7,0.0,4.2700000000000005,3.8,4.084999999999999,3.845,4.064,3.9349999999999996,2.0,0.9,13.0,4.7,9.3,5.3,1.3,0.2,2.302,2.303
1.2,0.2,9.3,2.9,12.2,4.3,2.3,0.0,8.95,5.255,8.459999999999999,5.25,8.878,5.180000000000001,2.0,0.4,18.8,6.1,9.3,6.3,1.4,0.1,1.5419999999999998,1.5510000000000002
1.6,0.7,11.2,3.7,11.4,5.0,2.6,0.0,2.8,3.625,2.72,3.6300000000000003,2.6879999999999997,3.72,2.0,0.7,13.2,4.8,11.1,4.5,1.4,0.0,2.793,2.79
1.9,0.7,14.8,4.9,10.2,6.7,2.5,0.1,2.3520000000000003,4.08,2.314,4.0600000000000005,2.2590000000000003,4.1049999999999995,1.0,0.4,9.4,4.1,13.7,4.1,2.6,0.2,3.94,4.002999999999999
1.0,0.2,10.9,3.4,11.4,5.0,1.9,0.1,4.590000000000001,4.0600000000000005,4.779999999999999,3.998,4.798,4.0,1.8,0.7,12.2,4.3,13.5,5.5,2.2,0.0,2.393,2.376
2.1,0.9,17.7,6.3,12.6,6.5,1.9,0.2,1.7739999999999998,5.35,1.7739999999999998,5.335,1.7399999999999998,5.453,1.0,0.5,11.6,3.6,10.9,6.0,2.1,0.2,7.163000000000001,7.207000000000001
1.5,0.7,11.9,4.2,10.8,5.1,2.4,0.0,2.7299999999999995,3.725,2.646,3.7399999999999998,2.618,3.845,2.0,0.7,13.4,4.7,10.5,4.3,1.4,0.0,3.163,3.145
1.4,0.4,14.5,4.5,11.2,4.9,2.3,0.0,3.4530000000000003,3.9500000000000006,3.4940000000000007,3.96,3.442,3.9850000000000003,1.3,0.5,12.8,4.0,10.9,5.5,2.0,0.2,2.9530000000000003,2.984
2.2,0.8,15.2,5.2,9.3,6.1,1.2,0.1,1.7870000000000001,4.975,1.7630000000000003,5.135,1.732,5.08,0.9,0.3,7.3,2.7,11.0,2.3,2.4,0.0,8.67,7.995000000000002
1.1,0.5,11.1,3.8,10.9,5.9,2.0,0.1,5.2780000000000005,4.075,5.045,4.105,5.085,4.069999999999999,2.0,0.7,12.7,5.1,10.2,4.6,3.1,0.2,2.209,2.184
1.7,0.7,12.8,4.5,10.4,4.4,2.4,0.0,2.0940000000000003,3.95,2.0879999999999996,3.908,2.027,3.96,1.4,0.5,13.3,4.8,13.0,5.3,2.3,0.1,4.258,4.243
2.2,1.1,14.8,6.0,9.7,6.1,2.1,0.1,1.549,5.52,1.5550000000000002,5.635,1.515,5.4830000000000005,1.5,0.5,9.1,3.5,12.1,4.4,3.0,0.0,8.135000000000002,8.179999999999998
2.1,1.1,12.6,4.9,13.1,4.4,3.1,0.2,2.6189999999999998,3.675,2.541,3.7,2.489,3.7199999999999998,2.0,0.7,13.2,5.7,12.3,5.5,2.9,0.2,3.2060000000000004,3.211
1.0,0.4,10.8,3.3,10.9,3.3,1.6,0.1,4.125,3.6900000000000004,3.9199999999999995,3.7700000000000005,3.899,3.875,1.9,0.8,13.6,4.6,9.2,6.0,1.1,0.1,2.399,2.391
1.6,0.8,14.0,4.9,12.1,5.6,2.4,0.3,2.918,4.2829999999999995,2.8969999999999994,4.235,2.8649999999999993,4.225,1.7,0.6,13.8,4.4,15.7,7.1,3.1,0.2,3.521,3.4619999999999997
1.5,0.5,15.5,4.4,12.6,3.9,1.6,0.1,3.603,3.8049999999999997,3.6100000000000003,3.7950000000000004,3.594,3.8200000000000003,1.1,0.5,13.1,3.3,10.0,6.1,1.3,0.0,2.708,2.61
1.3,0.3,9.8,2.9,11.6,4.3,2.2,0.0,7.9,4.834999999999999,7.435,4.79,7.558,4.7700000000000005,1.9,0.5,19.3,6.0,9.5,6.3,1.3,0.1,1.5850000000000002,1.5950000000000002
1.6,0.5,12.2,4.7,11.3,5.4,1.9,0.0,4.300000000000001,4.04,4.453,4.084999999999999,4.321,4.084999999999999,1.6,0.9,12.0,5.1,10.2,3.0,1.8,0.0,2.478,2.437
2.3,0.9,15.7,5.7,11.0,6.4,2.4,0.0,2.447,4.095000000000001,2.384,4.1,2.354,4.1,1.0,0.3,9.9,4.0,13.7,3.9,2.4,0.1,3.855999999999999,3.9309999999999996
1.5,0.4,9.5,4.0,14.0,4.6,2.9,0.2,4.285,3.96,4.198,3.9899999999999998,4.362,3.97,1.4,0.7,14.1,4.4,12.9,6.1,2.4,0.1,2.464,2.438
0.6,0.1,8.6,2.0,11.5,3.0,2.7,0.1,8.2,5.065,8.128,5.2,8.540000000000001,5.165000000000001,3.2,1.3,16.7,7.8,8.9,6.7,1.5,0.1,1.549,1.5499999999999998
1.2,0.4,14.4,4.7,10.8,6.8,1.8,0.0,2.411,4.105000000000001,2.354,4.085,2.323,4.110000000000001,0.8,0.5,15.1,4.5,9.5,6.4,2.3,0.0,4.263,4.226
0.8,0.3,11.1,3.3,10.6,5.0,1.8,0.0,3.4559999999999995,3.5700000000000003,3.443,3.553,3.4579999999999997,3.5450000000000004,1.4,0.6,11.8,4.1,13.1,5.6,2.4,0.0,2.7,2.6719999999999997
1.7,0.7,14.5,5.2,12.3,6.3,2.7,0.3,2.872,4.412999999999999,2.8470000000000004,4.425,2.812,4.305,1.6,0.6,13.4,4.4,15.9,6.9,3.3,0.3,4.201,4.047
1.4,0.6,15.0,4.4,12.1,4.0,1.5,0.1,3.528,3.8049999999999997,3.5550000000000006,3.7649999999999997,3.5140000000000002,3.7800000000000002,1.3,0.7,13.1,3.8,10.3,6.3,1.4,0.0,2.7729999999999997,2.68
1.1,0.3,13.0,4.2,10.4,6.4,1.6,0.0,2.338,4.165000000000001,2.2889999999999997,4.115,2.248,4.11,1.0,0.5,14.8,5.0,9.2,6.1,2.5,0.0,4.306000000000001,4.286
2.5,0.9,15.1,5.5,11.0,6.2,2.7,0.0,2.163,4.035,2.154,4.04,2.114,3.9899999999999998,1.1,0.3,10.3,4.1,13.3,4.1,2.5,0.1,4.086,4.148000000000001
0.9,0.3,10.1,3.3,10.5,4.9,2.0,0.0,3.6309999999999993,3.5800000000000005,3.6129999999999995,3.5730000000000004,3.6479999999999997,3.5149999999999997,1.5,0.5,12.3,4.2,12.7,5.1,2.6,0.0,2.5810000000000004,2.5420000000000003
2.0,0.9,12.6,5.4,12.3,4.8,2.8,0.2,2.7939999999999996,4.359999999999999,2.819,4.51,2.735,4.430000000000001,2.0,1.1,12.3,4.5,14.2,3.6,2.7,0.2,4.177999999999999,4.005999999999999
1.2,0.3,12.1,4.3,11.2,5.4,2.1,0.0,4.267,4.075,4.418999999999999,4.135,4.287,4.075,1.6,0.9,12.3,5.2,10.6,3.1,1.9,0.0,2.653,2.5669999999999997
0.7,0.1,8.7,2.4,11.7,3.0,3.0,0.2,8.1,4.865,7.853,5.050000000000001,8.14,4.915000000000001,3.2,1.2,18.0,8.0,9.4,7.0,1.8,0.1,1.5579999999999998,1.5579999999999998
1.1,0.2,11.2,2.9,11.4,5.0,2.0,0.0,6.525,4.475,6.36,4.4799999999999995,6.378,4.43,1.6,0.3,17.3,5.4,10.5,5.6,1.4,0.2,1.687,1.693
1.5,0.4,9.9,3.8,13.9,4.4,2.8,0.2,4.7,4.1,4.638,4.109999999999999,4.779,4.05,1.7,0.7,14.5,4.7,11.8,5.7,2.3,0.1,2.1889999999999996,2.1640000000000006
2.7,1.3,15.3,7.2,9.2,6.9,2.1,0.2,1.512,5.8,1.516,5.9,1.47,5.533,1.2,0.5,7.9,3.2,11.4,3.9,3.6,0.0,8.76,9.36
1.6,0.9,11.6,3.9,10.2,5.3,2.4,0.0,3.393,3.9349999999999996,3.248,3.9949999999999997,3.173,3.9450000000000003,2.0,0.4,15.5,5.3,11.3,5.6,1.2,0.0,3.13,3.098
2.2,0.9,17.7,5.8,12.3,6.3,1.7,0.2,1.829,4.95,1.829,4.965,1.778,4.923,0.8,0.5,12.4,3.5,10.3,5.9,1.8,0.1,6.212999999999999,5.997
1.7,0.8,13.4,4.9,13.0,4.7,3.6,0.1,2.487,3.7649999999999997,2.4110000000000005,3.85,2.3419999999999996,3.7230000000000003,1.6,0.5,11.2,4.8,12.2,4.3,2.6,0.2,3.851,3.778
1.2,0.6,12.3,5.0,12.2,4.7,1.6,0.1,5.636,4.63,5.812,4.7700000000000005,6.2330000000000005,4.535,2.2,1.0,15.3,5.8,10.2,6.8,2.5,0.0,2.0660000000000003,2.023
2.5,1.0,12.4,5.4,11.1,4.6,2.7,0.0,1.92,4.1450000000000005,1.9120000000000001,4.0680000000000005,1.874,4.0,1.0,0.4,11.6,3.8,12.7,5.2,2.9,0.1,4.888,4.868
1.1,0.3,11.4,3.8,11.5,3.6,2.6,0.1,5.612,4.3149999999999995,5.65,4.415,5.112,4.258,1.5,0.8,13.8,4.2,8.7,6.5,2.0,0.3,2.3329999999999997,2.313
0.7,0.4,10.2,3.5,10.1,5.8,1.8,0.2,5.423,4.125,5.188000000000001,4.125,5.235,4.040000000000001,2.1,0.7,13.9,5.2,10.7,4.9,2.8,0.1,1.9669999999999999,1.959
1.3,0.5,14.4,4.4,10.8,4.4,2.8,0.0,3.711,3.9200000000000004,3.717999999999999,3.95,3.6379999999999995,3.9,1.5,0.5,13.3,4.1,11.0,5.4,1.7,0.2,2.74,2.784
2.2,0.6,14.1,4.7,9.5,8.0,1.4,0.1,1.826,4.627999999999999,1.8080000000000003,4.785,1.765,4.6450000000000005,0.7,0.3,8.2,2.5,10.8,2.5,2.4,0.0,6.922999999999999,6.62
0.9,0.2,11.4,3.9,10.9,5.2,2.6,0.1,5.929,4.595000000000001,5.984,4.705,5.657,4.4350000000000005,1.7,0.8,11.3,5.0,10.5,3.8,1.9,0.0,2.4650000000000003,2.38
1.3,0.6,13.8,4.4,11.9,4.4,1.9,0.1,3.678,3.8699999999999997,3.755,3.8049999999999997,3.689,3.7300000000000004,1.5,0.8,13.3,4.1,10.2,6.1,2.0,0.0,2.7329999999999997,2.636
2.0,0.8,15.6,5.6,11.8,5.2,2.9,0.3,2.118,4.208,2.12,4.225,2.0550000000000006,4.005,1.3,0.4,12.8,4.2,16.5,6.9,3.0,0.3,4.532,4.372
1.4,0.6,14.7,4.2,10.8,5.1,2.7,0.0,3.476,3.8850000000000002,3.478,3.915,3.4,3.845,1.5,0.5,13.3,4.2,11.8,5.2,1.6,0.2,2.915,2.9690000000000003
0.9,0.3,9.0,2.9,12.1,3.0,2.5,0.1,8.92,5.279999999999999,9.01,5.34,9.0,5.155,2.8,0.9,18.4,7.7,9.2,7.5,1.7,0.1,1.525,1.5219999999999998
1.1,0.4,10.5,3.7,11.4,3.3,2.8,0.2,6.092,4.555,6.225,4.63,5.612,4.398000000000001,1.5,0.7,14.5,4.6,9.3,7.2,2.0,0.2,2.248,2.224
2.2,1.0,13.3,5.7,11.4,4.7,2.4,0.0,1.8849999999999998,4.17,1.8820000000000001,4.108,1.834,4.01,1.1,0.3,11.8,3.8,11.8,5.9,2.7,0.1,4.925,4.898000000000001
0.9,0.2,12.0,2.8,11.3,5.2,1.5,0.0,6.540000000000001,4.45,6.3100000000000005,4.459999999999999,6.263,4.35,1.5,0.4,15.2,4.5,10.2,5.6,1.5,0.2,1.672,1.673
0.8,0.5,10.7,3.4,10.5,6.1,2.1,0.2,5.443,4.175,5.228,4.154999999999999,5.25,4.01,2.4,0.9,14.8,5.9,10.9,4.8,2.8,0.1,1.9470000000000003,1.939
2.8,1.2,16.7,7.6,8.5,7.2,2.0,0.2,1.456,6.18,1.4629999999999999,6.18,1.4169999999999998,5.75,1.2,0.5,7.7,3.1,11.4,3.4,3.6,0.0,9.64,10.540000000000001
1.6,0.7,14.6,4.8,12.3,5.7,3.2,0.0,2.053,3.9450000000000003,1.9919999999999998,4.04,1.907,3.883,1.1,0.3,10.6,4.0,11.8,4.3,2.4,0.3,4.898000000000001,4.68
1.7,1.0,11.3,3.9,10.7,4.6,2.4,0.1,3.903,4.05,3.781,4.095000000000001,3.7299999999999995,3.9549999999999996,1.9,0.4,17.6,5.7,10.9,7.4,1.3,0.0,2.7430000000000003,2.695
2.3,1.0,18.7,5.9,11.7,7.0,1.6,0.4,1.689,5.1049999999999995,1.687,5.085,1.614,4.950000000000001,0.9,0.6,12.8,4.0,11.1,4.9,1.9,0.1,6.909999999999999,6.6450000000000005
2.3,0.7,15.4,6.4,12.3,5.6,2.5,0.0,2.5050000000000003,4.409999999999999,2.517,4.475,2.428,4.220000000000001,1.9,0.9,12.5,4.5,13.3,3.8,2.8,0.2,4.21,4.161
2.5,0.9,15.1,5.7,10.7,6.6,2.2,0.0,2.366,4.025,2.343,4.04,2.3200000000000003,3.875,1.1,0.3,9.6,2.9,12.5,4.0,2.1,0.1,3.9210000000000003,4.034
0.8,0.5,10.5,3.7,13.5,4.2,1.7,0.1,6.6209999999999996,4.955,6.7620000000000005,5.069999999999999,6.912999999999999,4.725,2.6,1.3,17.8,6.7,11.4,7.1,2.4,0.1,1.884,1.861
0.9,0.2,10.8,3.7,11.8,4.3,2.1,0.0,3.8869999999999996,3.65,3.9130000000000003,3.6630000000000003,3.9200000000000004,3.535,1.3,0.4,13.6,4.0,10.8,6.1,1.8,0.1,2.529,2.4810000000000003
2.1,0.5,14.3,5.1,9.6,8.5,1.4,0.1,1.8130000000000002,4.6530000000000005,1.7920000000000003,4.7700000000000005,1.736,4.5600000000000005,0.8,0.4,8.7,2.2,10.9,2.5,2.7,0.1,6.622999999999999,6.595000000000001
1.1,0.4,14.8,5.0,10.2,6.5,2.4,0.0,2.388,4.265,2.32,4.2,2.2399999999999998,4.04,1.6,0.8,13.5,5.1,9.3,6.5,2.6,0.1,4.15,4.301
1.4,0.3,10.5,3.6,13.7,3.8,3.0,0.3,4.043000000000001,3.8850000000000002,4.083,3.8649999999999998,3.9989999999999997,3.7199999999999998,1.8,0.4,15.5,5.9,11.3,5.8,2.7,0.1,2.212,2.1919999999999997
2.2,0.8,17.7,6.1,11.3,5.9,3.0,0.1,2.223,4.1579999999999995,2.2150000000000003,4.225,2.1270000000000002,3.9549999999999996,0.9,0.5,12.7,4.2,14.5,6.1,2.5,0.3,4.385,4.242
0.9,0.2,12.2,2.3,11.9,5.6,1.7,0.0,6.39,4.375,6.26,4.385,6.013,4.16,2.0,0.6,15.9,5.5,10.6,5.0,1.8,0.2,1.6789999999999998,1.6760000000000002
1.0,0.3,11.2,3.5,11.3,3.8,2.9,0.2,6.9670000000000005,4.86,7.168000000000001,4.985,6.2219999999999995,4.618,1.5,0.8,13.8,4.7,9.6,6.8,2.2,0.2,2.396,2.3770000000000002
2.6,1.2,14.0,6.4,11.9,4.8,2.7,0.0,2.107,4.225,2.082,4.168,2.026,3.9900000000000007,1.1,0.5,11.5,3.7,12.8,5.0,2.9,0.1,4.817,4.781000000000001
0.7,0.3,8.5,3.0,11.9,3.5,2.7,0.1,7.94,5.0249999999999995,8.16,4.994999999999999,8.105,4.775,2.9,0.9,20.3,8.0,8.5,7.6,1.3,0.0,1.6329999999999998,1.6339999999999997
2.2,1.0,16.2,7.0,8.2,6.5,1.8,0.2,1.473,5.66,1.4819999999999998,5.585,1.4260000000000002,5.25,0.7,0.3,6.8,2.3,11.5,3.6,3.5,0.1,8.540000000000001,9.309999999999999
0.8,0.5,9.7,2.7,11.0,5.6,2.2,0.3,4.607999999999999,4.04,4.758,3.9849999999999994,4.590000000000001,3.835,2.5,1.1,16.1,6.4,10.8,5.5,2.3,0.0,1.9170000000000003,1.9029999999999998
1.6,0.8,14.3,4.9,10.8,4.7,2.7,0.0,3.159,3.6949999999999994,3.1029999999999998,3.755,2.995,3.6350000000000002,1.2,0.4,13.2,3.8,11.4,5.4,1.7,0.3,2.94,2.9989999999999997
0.9,0.2,10.6,3.5,10.2,5.0,2.0,0.2,5.659,4.484999999999999,5.704,4.614999999999999,5.337000000000001,4.305000000000001,1.6,0.7,12.5,5.6,11.0,4.7,1.7,0.0,2.571,2.488
1.3,0.5,16.5,5.3,10.6,6.7,2.1,0.0,1.9509999999999998,4.508,1.911,4.475,1.816,4.19,1.4,0.8,12.9,4.7,10.0,5.5,2.5,0.1,5.162999999999999,5.338
2.4,1.1,18.5,5.4,11.7,6.8,1.8,0.4,1.8199999999999998,4.694999999999999,1.8119999999999998,4.67,1.722,4.45,1.3,0.9,13.6,4.8,10.0,4.8,1.8,0.1,5.549999999999999,5.575
2.3,0.7,14.4,6.1,12.7,5.2,2.9,0.0,2.7,4.3500000000000005,2.695,4.395,2.575,4.140000000000001,2.0,1.1,12.7,4.5,14.0,3.9,2.9,0.2,3.8600000000000003,3.811
2.5,1.1,14.9,5.9,11.9,5.9,2.6,0.0,2.716,3.7350000000000003,2.6710000000000003,3.8099999999999996,2.63,3.6050000000000004,1.4,0.5,10.9,4.2,13.7,4.5,2.6,0.1,3.076,3.0469999999999997
1.7,0.8,12.1,4.1,11.0,4.8,2.1,0.1,3.9529999999999994,4.0600000000000005,3.836,4.095,3.749999999999999,3.8950000000000005,1.8,0.4,17.7,5.8,10.3,8.0,1.3,0.0,2.669,2.625
1.1,0.2,11.3,3.3,13.5,3.7,2.9,0.3,5.123,4.21,5.177,4.215,4.975,3.925,2.0,0.5,16.0,6.3,10.7,6.3,2.3,0.1,1.9259999999999997,1.922
0.6,0.4,10.8,3.7,13.8,4.4,1.8,0.1,5.426,4.295,5.366999999999999,4.35,5.015,4.105,2.1,0.9,18.0,6.5,11.9,6.7,2.6,0.1,1.8490000000000002,1.828
2.3,0.9,14.5,5.7,9.8,8.4,1.5,0.1,1.6940000000000002,4.708,1.6880000000000002,4.78,1.623,4.445,0.8,0.4,8.8,2.2,10.5,3.1,2.1,0.1,6.743,6.69
1.4,0.8,14.4,4.7,10.4,5.5,2.9,0.0,2.118,3.8600000000000003,2.071,3.9800000000000004,1.9949999999999999,3.778,1.0,0.4,11.7,3.5,12.2,4.8,2.2,0.1,4.649,4.42
0.8,0.1,13.1,4.3,10.7,4.1,1.4,0.0,3.582,3.6799999999999997,3.6079999999999997,3.6980000000000004,3.5919999999999996,3.5400000000000005,1.2,0.5,12.4,3.9,11.9,5.6,2.2,0.1,2.879,2.789
2.3,0.9,18.5,7.0,10.8,6.5,2.8,0.1,2.311,4.103,2.3100000000000005,4.140000000000001,2.207,3.8300000000000005,1.2,0.5,13.4,4.2,12.8,5.9,2.7,0.3,4.01,3.8870000000000005
2.2,1.1,14.0,5.5,12.3,5.5,3.1,0.0,3.1559999999999997,3.875,3.0810000000000004,3.915,3.0949999999999998,3.665,1.4,0.5,10.5,4.3,13.8,4.7,2.8,0.1,2.821,2.819
0.8,0.4,9.5,3.0,11.6,4.5,2.7,0.1,5.949999999999999,4.37,6.069999999999999,4.315,5.614999999999999,4.075,2.2,0.7,19.6,7.3,6.8,8.4,1.4,0.0,1.8599999999999999,1.8579999999999999
1.3,0.7,14.7,4.7,10.3,5.7,2.7,0.0,2.298,3.9530000000000003,2.241,4.05,2.195,3.8480000000000003,1.2,0.6,12.2,4.1,12.0,4.4,2.0,0.1,4.5840000000000005,4.366
0.5,0.3,11.1,3.7,12.9,4.4,1.7,0.0,5.788,4.43,5.7299999999999995,4.47,5.4270000000000005,4.205,2.0,1.0,18.0,6.3,11.6,6.1,2.0,0.1,1.6989999999999998,1.69
