Average_goals_scored_last10,Average_HT_goals_scored_last10,Average_shots_last10,Average_shots_on_target_last10,Average_fouls_last10,Average_corners_last10,Average_yellow_cards_last10,Average_red_cards_last10,Average_goals_conceded_last10,Average_HT_goals_conceded_last10,Average_shots_conceded_last10,Average_shots_on_target_conceded_last10,Average_fouls_conceded_last10,Average_corners_conceded_last10,Average_yellow_cards_conceded_last10,Average_red_cards_conceded_last10,Average_B365Odds_last10,Average_B365Odds_Against_last10,Average_B365DrawOdds_last10,Average_BWOdds_last10,Average_BWOdds_against_last10,Average_BWDrawOdds_last10,Average_WHOdds_last10,Average_WHOdds_Against_last10
1.0,0.4,11.1,6.7,11.9,6.9,1.9,0.2,1.925,3.811,1.83,3.7,1.893,3.729,0.6,0.2,6.9,3.9,11.8,3.8,1.8,0.0,5.85,5.135
0.9,0.4,11.5,6.3,14.4,6.0,2.3,0.1,6.076,3.925,4.795,3.7299999999999995,5.654999999999999,3.8049999999999997,2.2,1.1,14.8,8.2,12.0,7.2,1.5,0.1,2.1660000000000004,2.1100000000000003
1.6,0.8,9.9,5.8,9.7,4.4,1.9,0.2,3.2669999999999995,3.3950000000000005,3.02,3.2349999999999994,3.243,3.37,2.0,0.8,13.3,7.1,12.9,5.2,1.9,0.0,2.605,2.5229999999999997
2.1,0.7,13.8,7.9,13.1,6.7,1.6,0.0,1.83,3.8,1.7399999999999998,3.685,1.8020000000000003,3.725,0.9,0.4,6.4,3.3,11.4,3.1,2.2,0.2,6.4,5.745
1.0,0.5,9.8,5.7,10.1,4.3,1.1,0.0,4.508000000000001,3.585,3.9800000000000004,3.4199999999999995,4.6530000000000005,3.47,1.1,0.4,13.2,7.1,8.2,5.6,1.0,0.0,2.373,2.242
1.8,0.7,11.6,6.5,11.2,7.4,1.4,0.1,2.126,3.5130000000000003,2.0149999999999997,3.3899999999999997,2.1140000000000003,3.425,0.8,0.4,11.5,6.6,12.3,7.3,2.0,0.1,4.269,4.05
1.1,0.5,10.6,6.2,12.6,6.9,1.8,0.2,1.918,3.853,1.815,3.79,1.8829999999999998,3.809,0.6,0.2,7.6,4.1,11.9,3.8,1.8,0.0,6.05,5.4350000000000005
0.6,0.2,7.3,2.7,13.5,4.7,2.1,0.4,6.85,4.045,6.14,3.7849999999999993,6.5200000000000005,3.9,1.5,0.8,15.5,9.0,9.3,6.3,1.3,0.0,1.778,1.73
0.3,0.2,8.2,4.1,12.2,3.8,1.3,0.2,6.135,3.9450000000000003,4.805,3.7449999999999997,5.705,3.88,1.5,0.3,17.2,9.7,11.1,8.2,1.3,0.0,2.196,2.088
1.7,0.7,16.1,10.0,8.7,8.1,1.3,0.0,1.477,4.675,1.453,4.395,1.4620000000000002,4.35,0.0,0.0,8.5,3.5,12.3,3.8,2.1,0.2,10.15,7.860000000000001
0.9,0.6,10.5,5.6,13.6,4.1,1.7,0.0,6.075,3.6479999999999997,5.404999999999999,3.665,5.851999999999999,3.653,2.0,0.8,14.1,8.9,11.0,7.3,1.4,0.0,2.053,1.9349999999999998
1.5,0.5,17.1,10.6,8.8,8.0,1.3,0.0,1.4660000000000002,4.875,1.443,4.495,1.4620000000000002,4.5,0.0,0.0,8.2,3.7,11.8,3.7,2.0,0.2,11.15,8.360000000000001
1.0,0.2,11.5,6.2,10.8,6.6,1.5,0.1,3.975,3.4349999999999996,3.5700000000000003,3.335,3.8200000000000003,3.4130000000000003,2.1,0.6,13.5,7.3,9.4,6.2,0.9,0.0,2.445,2.4799999999999995
1.4,0.5,12.0,7.1,12.0,5.6,1.6,0.0,5.220000000000001,3.84,4.62,3.7299999999999995,4.963,3.7310000000000003,0.9,0.4,15.6,9.2,12.5,7.9,1.6,0.1,2.729,2.527
0.9,0.4,13.8,8.2,11.3,5.5,1.2,0.1,2.479,3.46,2.392,3.275,2.467,3.37,1.1,0.2,11.1,6.3,12.6,5.4,2.1,0.0,3.62,3.325
1.0,0.4,11.1,4.9,11.9,5.8,2.0,0.0,5.273,3.8050000000000006,4.779999999999999,3.6699999999999995,4.747999999999999,3.655,0.6,0.3,10.9,5.6,12.3,5.4,1.4,0.2,2.5,2.34
1.2,0.2,12.4,6.8,11.5,6.3,2.0,0.1,6.404999999999999,4.0280000000000005,5.555000000000001,3.7849999999999993,6.085,3.81,1.9,1.0,14.0,8.5,9.4,5.5,1.4,0.2,2.003,1.9100000000000001
1.3,0.7,11.9,7.1,9.8,4.1,2.2,0.0,4.995,3.725,4.1049999999999995,3.465,4.585,3.595,1.3,0.7,12.6,6.8,11.6,5.6,1.4,0.2,2.604,2.425
1.0,0.3,12.0,6.2,11.1,7.1,1.6,0.1,3.655,3.465,3.25,3.325,3.5,3.378,2.0,0.6,13.4,7.0,9.8,6.5,1.0,0.0,2.715,2.7399999999999998
1.5,0.7,13.2,6.3,11.0,5.1,0.8,0.1,2.53,3.425,2.418,3.2399999999999998,2.521,3.3,1.0,0.4,10.8,6.0,11.1,6.4,2.4,0.2,3.2800000000000002,3.1250000000000004
1.2,0.5,9.1,5.5,12.9,5.8,1.4,0.0,4.071,3.595,3.56,3.3950000000000005,3.918999999999999,3.4900000000000007,0.6,0.2,8.5,4.6,15.2,4.7,2.1,0.1,2.737,2.6049999999999995
1.2,0.5,16.4,9.6,11.5,5.5,2.0,0.2,1.8110000000000004,4.635,1.6919999999999997,4.39,1.783,4.47,1.1,0.3,10.1,6.3,15.2,5.3,1.7,0.0,9.42,7.885000000000001
1.3,0.4,10.4,5.9,13.1,5.6,2.1,0.1,3.207,3.3850000000000002,3.1399999999999997,3.245,3.1239999999999997,3.31,1.4,0.5,11.1,5.1,9.6,5.3,1.5,0.1,2.8080000000000003,2.5949999999999998
1.2,0.5,8.6,4.6,9.3,3.9,1.8,0.2,4.922,3.675,4.015000000000001,3.47,4.175,3.565,1.7,0.6,14.3,7.6,12.4,6.1,1.4,0.0,2.44,2.353
1.6,0.7,14.2,7.0,11.4,7.7,1.3,0.0,1.655,4.21,1.592,4.0600000000000005,1.643,4.013,0.7,0.4,6.4,3.4,10.2,3.6,1.9,0.1,8.290000000000001,7.055
1.3,0.5,10.7,6.4,12.5,5.7,1.5,0.1,2.2479999999999998,3.783,2.1550000000000002,3.6950000000000003,2.155,3.7060000000000004,1.0,0.4,8.2,4.6,12.7,3.5,1.7,0.0,5.555,4.89
1.6,0.6,10.7,5.7,11.1,6.9,1.4,0.1,2.372,3.553,2.24,3.3949999999999996,2.279,3.425,0.8,0.4,10.6,6.3,13.3,7.7,1.9,0.1,4.205,3.8949999999999996
0.9,0.5,10.6,7.1,9.1,4.5,1.1,0.0,5.108,3.625,4.3950000000000005,3.4849999999999994,4.468,3.5149999999999997,0.8,0.2,13.0,6.7,8.4,5.6,0.7,0.0,2.1550000000000002,2.0439999999999996
1.3,1.0,10.7,5.6,12.9,4.1,2.1,0.0,6.013,3.6479999999999997,5.34,3.6450000000000005,5.715,3.623,1.7,0.8,14.0,8.2,10.8,7.0,1.8,0.0,2.035,1.9099999999999997
0.4,0.2,10.0,4.5,12.2,4.7,1.5,0.2,5.696,3.9099999999999993,4.409999999999999,3.7300000000000004,5.3149999999999995,3.8049999999999997,1.7,0.5,15.8,8.5,11.1,6.2,1.5,0.0,2.521,2.393
1.0,0.4,10.6,5.8,14.8,5.9,2.3,0.1,4.694,3.7049999999999996,4.275,3.4549999999999996,4.635000000000001,3.525,2.3,1.2,14.6,8.1,12.7,6.5,1.4,0.1,2.116,2.08
0.7,0.1,8.0,3.4,14.3,4.6,2.2,0.2,6.534999999999999,4.034999999999999,5.8,3.7699999999999996,6.1850000000000005,3.8600000000000008,1.4,0.9,14.0,8.4,10.4,5.8,1.3,0.0,1.9979999999999998,1.935
1.4,0.5,16.7,10.5,9.9,7.7,1.7,0.1,1.5290000000000001,4.7700000000000005,1.5130000000000001,4.334999999999999,1.517,4.35,0.0,0.0,8.6,3.6,11.9,3.6,2.2,0.2,10.433,7.885000000000001
1.2,0.5,12.3,5.7,11.7,6.7,2.1,0.1,4.7829999999999995,3.7449999999999997,4.36,3.6199999999999997,4.293,3.59,0.7,0.2,10.7,5.1,10.9,5.3,1.4,0.2,2.654,2.465
1.3,0.5,11.4,6.6,11.9,5.2,1.5,0.0,4.937,3.725,4.249999999999999,3.5900000000000007,4.5600000000000005,3.5780000000000007,0.9,0.4,15.4,8.5,12.2,7.2,1.6,0.1,2.602,2.457
1.6,0.9,12.2,6.4,12.1,4.8,1.0,0.3,2.6049999999999995,3.375,2.48,3.2350000000000003,2.578,3.28,1.2,0.5,12.4,7.0,11.9,6.5,2.5,0.2,3.073,2.945
1.2,0.5,9.9,5.7,12.4,6.3,1.2,0.0,3.242,3.495,2.995,3.2749999999999995,3.1620000000000004,3.375,0.6,0.2,8.4,4.1,15.1,3.9,2.1,0.1,3.051,2.925
1.3,0.8,17.7,10.6,11.6,6.4,2.0,0.1,1.6260000000000001,4.825,1.527,4.525,1.6030000000000002,4.609999999999999,0.9,0.3,8.8,4.6,13.2,4.2,1.3,0.0,10.77,8.855
1.2,0.5,9.8,4.8,12.6,5.7,1.9,0.1,3.72,3.5029999999999992,3.5700000000000003,3.3049999999999997,3.5980000000000003,3.4,1.6,0.4,12.3,6.1,9.3,6.4,1.6,0.1,2.632,2.44
0.6,0.2,12.6,6.8,10.5,4.9,1.1,0.1,2.454,3.4549999999999996,2.357,3.25,2.445,3.3549999999999995,0.9,0.2,11.7,7.3,11.1,6.4,2.2,0.1,3.5,3.31
1.1,0.3,11.2,6.0,11.5,5.6,1.5,0.0,3.518,3.45,3.1600000000000006,3.325,3.3879999999999995,3.368,1.7,0.5,13.9,7.3,9.3,7.1,1.0,0.0,2.773,2.7850000000000006
1.3,0.6,11.4,6.3,9.9,4.8,2.4,0.0,5.08,3.7550000000000003,4.174999999999999,3.4599999999999995,4.630000000000001,3.59,1.4,0.9,12.2,6.3,11.8,6.4,1.6,0.2,2.5439999999999996,2.405
1.0,0.2,12.2,6.2,10.6,5.6,1.1,0.0,6.594999999999999,4.037999999999999,5.69,3.81,6.065,3.8549999999999995,1.6,1.0,13.1,7.9,9.3,5.7,1.4,0.2,1.9969999999999999,1.9100000000000001
1.9,0.9,14.9,7.6,9.5,7.7,1.6,0.0,1.5919999999999999,4.46,1.539,4.325,1.585,4.253,0.5,0.4,7.3,3.8,9.0,4.4,1.8,0.1,9.690000000000001,7.9
1.1,0.4,11.8,7.2,11.5,5.8,1.5,0.0,4.987,3.72,4.284999999999999,3.575,4.6,3.588,1.1,0.3,15.7,8.7,11.5,7.3,1.4,0.1,2.522,2.4120000000000004
0.7,0.3,11.4,6.2,11.2,4.6,1.3,0.2,2.611,3.425,2.5170000000000003,3.2300000000000004,2.6149999999999998,3.335,0.9,0.3,11.5,7.6,11.3,6.4,2.1,0.3,3.225,3.055
0.7,0.1,11.4,5.6,10.1,5.8,1.2,0.0,8.257,4.308,6.76,4.09,7.334999999999999,4.075,1.9,1.2,13.3,8.6,9.9,5.7,1.4,0.1,1.8169999999999997,1.7469999999999999
1.3,0.6,11.4,6.3,9.3,4.8,2.2,0.0,4.993,3.7600000000000002,4.09,3.4549999999999996,4.529999999999999,3.59,1.4,0.9,12.8,6.5,11.1,6.1,1.5,0.1,2.6189999999999998,2.475
1.5,0.9,12.3,6.7,12.9,4.7,1.0,0.2,2.643,3.3649999999999998,2.5349999999999997,3.215,2.6079999999999997,3.275,1.4,0.5,12.9,7.6,11.8,6.0,2.2,0.2,2.998,2.8400000000000003
1.1,0.5,11.4,6.0,15.2,5.9,2.4,0.1,4.182,3.595,3.7949999999999995,3.405,4.115,3.435,2.1,1.2,13.0,7.3,12.3,6.3,1.8,0.1,2.3609999999999998,2.36
1.3,0.9,15.8,9.7,12.1,6.3,2.1,0.1,1.6500000000000004,4.608,1.557,4.3,1.6270000000000002,4.430000000000001,0.8,0.3,9.2,4.8,13.0,4.3,1.2,0.0,10.07,8.055
1.2,0.8,11.6,6.4,12.4,5.0,1.9,0.0,5.702999999999999,3.643,5.195,3.62,5.385,3.593,1.6,0.9,14.0,7.4,11.3,6.5,1.6,0.0,2.072,1.9300000000000002
1.1,0.6,9.8,4.9,13.1,5.8,1.9,0.2,3.8080000000000007,3.4929999999999994,3.65,3.2950000000000004,3.6779999999999995,3.4099999999999993,1.8,0.4,12.8,6.6,9.6,6.1,1.6,0.0,2.502,2.335
1.7,0.7,18.3,11.1,10.2,7.9,1.9,0.1,1.584,5.0649999999999995,1.582,4.515,1.589,4.73,0.5,0.2,8.1,4.2,13.5,3.0,2.0,0.1,11.458,8.364999999999998
1.3,0.6,12.1,6.7,11.4,5.6,1.7,0.1,3.5580000000000007,3.4899999999999998,3.4449999999999994,3.3899999999999997,3.4810000000000003,3.45,0.8,0.2,10.7,5.0,10.5,5.8,1.3,0.1,2.975,2.725
1.6,0.8,19.0,11.2,9.8,7.6,1.7,0.1,1.4839999999999998,5.345000000000001,1.4819999999999998,4.745,1.4889999999999999,4.92,0.5,0.2,7.5,3.7,13.0,2.8,1.7,0.1,13.008,9.265
1.1,0.5,10.8,6.3,11.4,6.0,1.7,0.2,2.315,3.7950000000000004,2.19,3.63,2.222,3.7030000000000003,1.3,0.5,10.2,5.8,13.1,3.8,2.2,0.0,5.334999999999999,4.975
1.3,0.3,10.5,5.7,11.6,6.4,0.9,0.0,2.9270000000000005,3.4450000000000003,2.745,3.225,2.803,3.3549999999999995,0.6,0.2,10.0,5.4,13.0,4.6,1.7,0.1,3.099,2.9549999999999996
1.4,0.4,10.2,5.5,12.8,6.6,1.8,0.0,2.885,3.564999999999999,2.8,3.325,2.7860000000000005,3.4299999999999997,1.0,0.4,10.8,6.6,12.0,5.9,2.0,0.0,3.6049999999999995,3.325
0.7,0.2,7.7,3.7,13.4,4.0,2.3,0.2,6.984999999999999,4.095000000000001,5.745,3.785,6.335,4.0,1.5,0.8,13.0,8.0,9.1,5.0,1.3,0.1,2.0149999999999997,1.9569999999999996
0.7,0.3,11.2,5.2,11.5,4.9,1.8,0.1,4.821,3.7199999999999998,4.069999999999999,3.4799999999999995,4.444999999999999,3.6049999999999995,1.4,0.6,15.5,8.4,11.7,6.4,1.7,0.0,2.5709999999999997,2.393
1.4,0.4,9.4,5.3,9.5,3.3,1.9,0.1,4.642,3.6149999999999998,3.7550000000000003,3.45,3.9150000000000005,3.5549999999999997,1.4,0.6,13.7,6.8,13.1,7.1,1.9,0.1,2.561,2.5
1.4,0.6,12.2,6.9,13.9,5.3,2.0,0.1,5.648999999999999,3.993,4.88,3.69,5.715000000000001,3.7700000000000005,2.5,1.4,16.2,8.7,12.6,6.7,1.8,0.1,2.269,2.2819999999999996
1.6,0.9,18.0,11.3,9.9,7.7,1.8,0.1,1.5139999999999998,5.095000000000001,1.514,4.53,1.5219999999999998,4.7,0.6,0.2,8.1,4.4,13.0,2.9,2.0,0.1,11.858,8.715
0.8,0.4,10.8,6.3,11.0,5.2,1.8,0.0,6.775,3.96,5.3149999999999995,3.79,5.53,3.7479999999999998,1.1,0.3,16.0,8.9,11.2,6.9,1.4,0.0,2.072,2.032
0.7,0.1,11.7,5.1,9.5,5.3,1.5,0.0,7.706999999999999,4.215,6.21,3.935,6.6850000000000005,3.9699999999999998,2.1,1.3,12.7,8.0,10.6,5.3,1.3,0.1,1.9280000000000002,1.8820000000000001
1.5,0.5,9.4,5.1,10.1,3.6,1.7,0.1,4.325,3.6049999999999995,3.5199999999999996,3.4349999999999996,3.66,3.505,1.0,0.4,13.4,6.0,13.1,7.0,2.2,0.1,2.831,2.725
1.0,0.5,11.0,6.9,9.2,5.3,0.9,0.0,4.774,3.62,4.09,3.435,4.101000000000001,3.5,0.4,0.1,11.1,4.8,9.7,5.2,0.8,0.0,2.336,2.234
1.1,0.1,10.6,5.8,12.2,5.9,1.0,0.0,3.022,3.415,2.84,3.21,2.8850000000000002,3.315,0.6,0.2,11.0,6.1,13.7,4.9,1.4,0.1,2.8590000000000004,2.7249999999999996
1.4,0.8,13.8,7.8,12.6,5.3,1.7,0.0,4.933000000000001,3.5449999999999995,4.680000000000001,3.46,4.723000000000001,3.47,1.5,0.8,13.8,7.1,11.9,5.7,1.4,0.0,2.109,1.9799999999999998
1.1,0.6,9.8,4.8,13.4,5.9,1.8,0.2,4.096,3.5380000000000003,3.9549999999999996,3.315,3.878,3.41,1.9,0.5,12.3,6.7,9.2,6.2,1.5,0.0,2.382,2.2350000000000003
1.4,0.6,11.7,6.8,11.3,5.8,1.8,0.2,2.319,3.7950000000000004,2.1949999999999994,3.6100000000000003,2.2179999999999995,3.6700000000000004,1.7,0.6,10.7,6.1,13.9,3.7,2.5,0.0,5.085,4.9
1.4,0.7,10.7,5.2,9.5,4.0,1.7,0.0,6.523000000000001,4.0649999999999995,5.165,3.725,5.48,3.8300000000000005,1.7,1.0,13.8,7.5,10.9,6.1,1.5,0.1,2.601,2.45
1.0,0.3,10.8,5.0,9.1,4.5,1.5,0.1,3.3340000000000005,3.3950000000000005,3.2399999999999998,3.215,3.2950000000000004,3.34,1.3,0.6,14.2,7.8,12.5,6.0,2.0,0.0,2.624,2.465
1.8,0.6,9.9,5.4,12.3,6.2,1.4,0.0,2.886,3.5799999999999996,2.79,3.335,2.783,3.4300000000000006,1.0,0.4,12.0,6.7,13.0,5.8,1.7,0.0,3.6950000000000003,3.465
1.7,1.1,16.4,8.9,12.7,5.9,1.8,0.1,1.4769999999999999,4.571,1.4369999999999998,4.3100000000000005,1.4540000000000002,4.404999999999999,0.4,0.2,8.6,4.1,13.5,3.8,1.2,0.0,10.45,8.334999999999999
1.4,0.8,15.0,7.2,10.6,6.0,1.7,0.0,1.936,4.3549999999999995,1.8340000000000003,4.1450000000000005,1.9189999999999998,4.033,0.6,0.3,8.0,3.9,10.8,4.2,1.8,0.1,8.531,6.93
1.1,0.6,11.8,6.8,13.2,4.5,1.3,0.2,2.57,3.438,2.475,3.2649999999999997,2.537,3.3629999999999995,1.3,0.4,11.7,6.8,11.6,5.7,1.7,0.2,3.3239999999999994,3.1700000000000004
1.5,0.5,12.6,6.8,12.4,4.3,1.3,0.1,3.2359999999999998,3.5099999999999993,3.16,3.2949999999999995,3.17,3.3849999999999993,1.1,0.5,11.9,7.4,11.3,6.3,2.0,0.4,2.8790000000000004,2.7600000000000002
1.1,0.2,11.7,6.0,11.0,5.9,1.4,0.0,3.1719999999999997,3.505,2.825,3.335,2.971,3.3,1.5,0.5,12.8,6.5,10.0,6.6,1.0,0.0,3.1229999999999998,3.1500000000000004
0.7,0.1,8.1,4.1,13.4,4.2,1.8,0.0,6.245,3.9979999999999998,5.3100000000000005,3.715,5.725,3.943,1.5,0.9,12.5,7.9,9.4,4.3,1.0,0.1,2.1320000000000006,2.0769999999999995
1.2,0.6,12.4,6.4,11.4,5.3,1.4,0.2,4.1530000000000005,3.5980000000000003,4.04,3.525,4.301,3.5650000000000004,1.4,0.4,11.4,5.3,9.8,5.5,1.1,0.0,2.835,2.62
1.2,0.2,10.5,5.6,12.2,5.4,1.6,0.0,3.9850000000000003,3.575,3.575,3.345,3.71,3.4650000000000007,1.0,0.3,13.7,8.2,11.6,5.5,1.1,0.0,2.722,2.575
0.5,0.1,12.9,6.0,10.4,5.8,1.5,0.0,7.002000000000001,4.115,5.725,3.88,6.18,3.925,2.5,1.1,12.7,8.2,11.4,5.9,1.3,0.1,2.049,1.9669999999999999
1.5,0.6,9.8,5.1,10.7,3.7,1.3,0.1,4.403,3.59,3.6049999999999995,3.435,3.7199999999999998,3.4899999999999998,1.1,0.4,14.6,6.0,13.6,6.8,2.1,0.1,2.7659999999999996,2.66
1.6,0.4,14.5,8.3,10.6,6.6,1.6,0.1,2.0900000000000003,3.965,2.0000000000000004,3.745,1.985,3.8699999999999997,1.5,0.6,9.8,5.2,13.8,3.7,2.4,0.1,6.135,5.715000000000001
0.8,0.4,10.3,6.3,8.8,5.9,0.9,0.0,4.729,3.6100000000000003,4.115,3.4300000000000006,4.101000000000001,3.4899999999999998,0.5,0.1,12.0,5.5,9.8,5.7,0.7,0.0,2.327,2.222
1.2,0.6,13.5,7.3,13.2,5.9,1.7,0.1,4.153,3.425,3.9699999999999998,3.3050000000000006,4.053,3.38,1.3,0.7,13.9,6.8,11.7,4.9,1.5,0.0,2.141,2.0300000000000002
0.9,0.3,10.2,4.2,13.9,7.1,2.1,0.2,4.093,3.5130000000000003,3.935,3.3,3.868,3.4,2.0,0.5,11.1,6.1,10.3,6.3,1.5,0.0,2.322,2.1950000000000003
1.6,0.5,12.1,6.4,12.9,4.5,1.7,0.0,5.590999999999999,3.9629999999999996,4.795,3.66,5.625,3.7600000000000002,1.6,0.9,16.2,8.6,12.4,7.2,1.9,0.1,2.209,2.242
0.4,0.3,9.6,4.9,11.8,4.9,1.6,0.1,7.01,3.995,5.494999999999999,3.81,5.8,3.803,1.2,0.2,16.1,8.5,10.8,6.6,1.7,0.0,2.039,2.007
1.2,0.2,11.6,6.3,10.5,5.2,1.2,0.1,3.2940000000000005,3.525,2.9499999999999997,3.3649999999999998,3.053,3.34,1.1,0.3,11.7,5.8,11.4,7.1,1.2,0.0,3.346,3.225
2.3,1.4,18.7,10.4,12.2,5.9,1.2,0.0,1.491,4.431,1.44,4.2,1.4659999999999997,4.265000000000001,0.3,0.1,8.7,3.8,12.5,3.4,1.5,0.0,9.75,8.115
0.9,0.4,13.5,6.8,11.5,5.5,1.6,0.2,4.1530000000000005,3.598,4.055000000000001,3.5199999999999996,4.305999999999999,3.5599999999999996,1.5,0.4,10.9,5.1,9.7,4.8,1.0,0.0,2.835,2.58
1.5,0.5,14.2,7.8,13.4,4.5,1.6,0.3,2.884,3.525,2.835,3.3099999999999996,2.8369999999999997,3.405,1.2,0.6,11.4,6.7,12.2,5.1,1.9,0.4,3.2590000000000003,3.17
0.7,0.3,9.8,4.8,9.5,3.9,1.9,0.0,6.878,4.1,5.5649999999999995,3.7599999999999993,5.845,3.88,1.7,0.9,13.6,7.7,9.8,5.9,1.6,0.0,2.398,2.2699999999999996
1.0,0.2,7.6,4.3,13.4,4.1,1.9,0.0,6.470000000000001,3.993,5.49,3.7299999999999995,5.945,3.963,1.5,0.8,13.4,8.1,9.8,3.7,1.1,0.3,2.053,1.9769999999999999
1.0,0.2,10.1,4.8,10.2,4.3,1.5,0.1,3.4939999999999998,3.4099999999999993,3.4,3.2350000000000003,3.465,3.345,1.4,0.5,14.8,7.7,12.1,5.9,2.2,0.0,2.5960000000000005,2.445
1.4,0.9,12.7,7.0,13.9,4.4,1.5,0.3,2.7049999999999996,3.4229999999999996,2.585,3.2600000000000002,2.67,3.3579999999999997,1.5,0.5,11.4,6.6,12.6,5.7,1.5,0.3,3.1439999999999997,3.0250000000000004
1.7,0.6,14.9,7.0,9.9,6.3,1.3,0.0,1.8679999999999999,4.292999999999999,1.7740000000000002,4.145,1.8340000000000003,4.038,0.7,0.4,7.9,4.2,11.0,3.9,1.4,0.2,8.511,6.995
1.3,0.4,9.1,4.9,13.7,5.8,1.7,0.0,3.3649999999999998,3.6049999999999995,3.325,3.4099999999999993,3.311,3.505,1.0,0.5,12.9,6.7,13.7,5.7,1.7,0.1,3.495,3.255
0.6,0.4,11.0,5.8,11.3,4.9,1.7,0.1,5.738,3.785,4.615,3.6100000000000003,4.537999999999999,3.588,1.3,0.4,15.5,7.3,10.2,6.1,2.1,0.1,2.357,2.298
1.1,0.3,9.9,5.2,13.2,4.7,1.7,0.1,3.8909999999999996,3.595,3.5,3.3600000000000003,3.623,3.4699999999999998,1.1,0.3,14.7,8.8,12.5,5.3,1.6,0.0,2.957,2.7600000000000002
0.6,0.0,12.8,6.3,10.2,6.0,1.8,0.0,7.084999999999999,4.115,5.85,3.905,6.26,3.9449999999999994,2.0,0.8,14.1,8.7,12.1,7.0,1.3,0.1,2.0789999999999997,1.9669999999999999
1.3,0.5,9.4,5.1,11.3,3.6,1.5,0.1,4.643,3.6100000000000003,3.7199999999999998,3.425,3.9099999999999993,3.4799999999999995,1.3,0.8,13.8,6.3,14.1,6.5,2.1,0.1,2.534,2.5
2.2,1.0,18.8,12.3,10.2,7.9,1.5,0.1,1.491,5.12,1.491,4.58,1.4889999999999999,4.83,0.6,0.2,8.4,4.3,13.4,2.6,2.1,0.0,11.508,8.725
1.5,0.4,11.2,6.5,13.3,3.7,1.6,0.0,6.5280000000000005,4.1129999999999995,5.375,3.785,6.584999999999999,3.925,1.4,0.7,17.6,9.4,12.7,8.5,2.1,0.0,2.059,2.0919999999999996
0.8,0.3,11.4,6.0,10.8,5.2,1.1,0.1,4.736,3.6150000000000007,4.083,3.425,4.108,3.505,0.7,0.2,12.8,6.4,10.0,5.7,0.8,0.0,2.3419999999999996,2.267
1.3,0.7,12.7,6.8,12.0,5.7,2.0,0.1,4.878,3.625,4.340000000000001,3.4400000000000004,4.763,3.5599999999999996,1.0,0.3,15.6,8.3,11.7,6.0,1.8,0.0,2.126,2.017
1.0,0.5,9.9,4.6,14.4,6.5,2.4,0.2,4.058,3.5379999999999994,3.8950000000000005,3.3049999999999997,3.8379999999999996,3.4299999999999997,1.7,0.4,11.3,6.1,9.9,6.0,1.3,0.0,2.361,2.22
1.6,0.2,14.8,8.4,10.1,7.0,2.1,0.1,2.059,4.1049999999999995,1.97,3.8199999999999994,1.959,3.975,1.7,0.5,9.5,5.5,13.4,3.4,2.6,0.1,6.885,6.125
1.6,0.6,15.6,7.3,11.3,6.4,1.4,0.0,1.895,4.418,1.8039999999999998,4.145,1.8679999999999999,4.18,0.6,0.4,7.2,4.0,11.9,3.9,1.5,0.3,8.636,7.094999999999999
1.3,0.5,13.7,7.2,13.5,4.4,2.0,0.3,2.9040000000000004,3.535,2.8300000000000005,3.335,2.832,3.425,1.3,0.7,11.7,6.9,12.3,5.0,2.0,0.5,3.3340000000000005,3.3049999999999997
1.0,0.3,11.9,6.4,12.0,4.7,1.5,0.2,3.4590000000000005,3.525,3.1149999999999998,3.3699999999999997,3.2129999999999996,3.3549999999999995,1.4,0.4,12.2,6.6,11.7,7.2,1.3,0.0,3.224,3.0550000000000006
2.0,1.1,12.7,7.8,15.1,4.5,1.6,0.3,2.4299999999999997,3.403,2.325,3.2699999999999996,2.397,3.378,1.5,0.5,10.9,5.8,13.1,5.0,1.2,0.2,3.401,3.2600000000000002
2.3,1.2,19.8,11.4,10.9,6.6,1.1,0.0,1.5139999999999998,4.496,1.48,4.205,1.5049999999999997,4.285,0.2,0.2,7.5,3.1,12.2,3.1,2.2,0.0,9.809999999999999,8.08
1.4,0.7,9.6,5.3,13.6,5.2,2.0,0.0,3.315,3.6049999999999995,3.3049999999999997,3.415,3.289,3.5149999999999997,1.0,0.6,13.1,6.7,13.4,5.3,1.7,0.1,3.558,3.2649999999999997
0.7,0.2,6.2,3.8,11.9,4.1,1.9,0.0,8.155000000000001,4.428,6.85,4.034999999999999,7.720000000000001,4.343,1.4,0.6,16.0,9.0,8.2,5.3,1.0,0.3,1.841,1.797
0.9,0.2,11.4,5.8,11.5,4.8,1.8,0.0,3.464,3.405,3.3599999999999994,3.255,3.465,3.3649999999999998,1.5,0.5,15.2,8.5,12.6,6.5,2.6,0.0,2.756,2.6149999999999998
0.9,0.3,10.8,5.1,9.6,4.6,1.8,0.0,5.2410000000000005,3.7050000000000005,4.595000000000001,3.505,4.6,3.5900000000000007,1.4,0.8,12.4,7.5,10.8,5.5,1.9,0.0,2.431,2.305
0.9,0.6,13.1,6.5,11.6,5.5,1.9,0.2,3.6799999999999997,3.4530000000000003,3.7099999999999995,3.35,3.883,3.41,1.4,0.4,10.3,4.8,11.1,3.8,1.3,0.0,2.613,2.4000000000000004
