date,team,home_away,GoalsScored,HTGoalsScored,Shots,ShotsOnTarget,Fouls,Corners,YellowCards,RedCards,B365Odds,B365DrawOdds,BWOdds,BWDrawOdds,WHOdds,WHDrawOdds,FullTimeResult,GoalsConceded,HTGoalsConceded,shotsConceded,shotsOnTargetConceded,foulsConceded,cornersConceded,yellowCardsConceded,redCardsConceded,B365OddsAgainst,BWOddsAgainst,WHOddsAgainst
2023-04-15 12:30:00,Aston Villa,H,3.0,1.0,16.0,6.0,13.0,7.0,1.0,0.0,3.6,3.4,3.5,3.3,3.6,3.3,H,0.0,0.0,8.0,2.0,15.0,2.0,1.0,0.0,2.05,2.1,2.1
2023-04-09 16:30:00,Liverpool,H,2.0,1.0,21.0,6.0,11.0,5.0,4.0,0.0,2.88,3.6,2.7,3.7,2.7,3.6,D,2.0,2.0,9.0,5.0,11.0,4.0,4.0,0.0,2.38,2.4,2.4
2023-04-09 14:00:00,Leeds,H,1.0,1.0,11.0,7.0,11.0,2.0,3.0,0.0,2.1,3.4,2.05,3.4,2.1,3.25,A,5.0,1.0,16.0,8.0,8.0,4.0,1.0,0.0,3.6,3.6,3.6
2023-04-08 17:30:00,Southampton,H,1.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,11.0,6.0,12.0,6.0,13.0,5.8,A,4.0,1.0,13.0,8.0,10.0,10.0,2.0,0.0,1.25,1.25,1.24
2023-04-08 15:00:00,Leicester,H,0.0,0.0,14.0,4.0,10.0,6.0,0.0,0.0,1.83,3.75,1.85,3.7,1.83,3.6,A,1.0,1.0,19.0,7.0,13.0,6.0,3.0,0.0,4.2,4.0,4.2
2023-04-08 15:00:00,Aston Villa,H,2.0,0.0,8.0,3.0,7.0,1.0,3.0,0.0,1.6,4.2,1.6,4.0,1.6,3.8,H,0.0,0.0,6.0,2.0,17.0,8.0,4.0,0.0,5.25,5.5,5.8
2023-04-08 15:00:00,Brentford,H,1.0,1.0,12.0,6.0,10.0,6.0,0.0,0.0,3.6,3.4,3.4,3.4,3.7,3.3,A,2.0,0.0,10.0,4.0,15.0,5.0,0.0,0.0,2.05,2.1,2.05
2023-04-08 15:00:00,Fulham,H,0.0,0.0,16.0,3.0,10.0,11.0,1.0,0.0,2.8,3.25,2.65,3.25,2.75,3.2,A,1.0,1.0,9.0,5.0,12.0,4.0,1.0,0.0,2.63,2.7,2.62
2023-04-08 15:00:00,Tottenham,H,2.0,1.0,9.0,3.0,15.0,3.0,3.0,0.0,2.55,3.5,2.55,3.5,2.5,3.5,H,1.0,1.0,17.0,4.0,15.0,7.0,1.0,0.0,2.7,2.65,2.7
2023-04-08 15:00:00,Wolves,H,1.0,1.0,9.0,4.0,14.0,8.0,2.0,0.0,4.2,3.5,4.0,3.4,4.2,3.3,H,0.0,0.0,13.0,1.0,10.0,8.0,5.0,0.0,1.91,1.93,1.95
2023-04-08 12:30:00,Man United,H,2.0,1.0,29.0,11.0,10.0,10.0,0.0,0.0,1.5,4.33,1.49,4.33,1.47,4.2,H,0.0,0.0,15.0,1.0,9.0,4.0,0.0,0.0,6.5,6.5,7.0
2023-04-05 20:00:00,West Ham,H,1.0,1.0,7.0,2.0,11.0,7.0,2.0,0.0,3.6,3.25,3.4,3.5,3.5,3.3,A,5.0,2.0,15.0,8.0,12.0,6.0,1.0,0.0,2.15,2.1,2.15
2023-04-05 20:00:00,Man United,H,1.0,1.0,18.0,3.0,8.0,12.0,3.0,0.0,1.65,4.0,1.63,4.2,1.63,4.0,H,0.0,0.0,6.0,1.0,13.0,3.0,2.0,0.0,5.0,4.8,5.0
2023-04-04 20:00:00,Chelsea,H,0.0,0.0,12.0,3.0,6.0,3.0,1.0,0.0,2.2,3.4,2.2,3.4,2.25,3.3,D,0.0,0.0,7.0,4.0,17.0,5.0,4.0,0.0,3.25,3.2,3.2
2023-04-04 19:45:00,Leicester,H,1.0,1.0,9.0,4.0,10.0,4.0,2.0,1.0,2.55,3.3,2.5,3.3,2.45,3.4,A,2.0,1.0,15.0,5.0,14.0,8.0,0.0,0.0,2.75,2.75,2.8
2023-04-04 19:45:00,Leeds,H,2.0,2.0,21.0,6.0,11.0,11.0,1.0,0.0,1.7,3.75,1.75,3.6,1.73,3.6,H,1.0,1.0,13.0,1.0,13.0,4.0,4.0,0.0,5.0,4.75,5.0
2023-04-04 19:45:00,Bournemouth,H,0.0,0.0,14.0,3.0,11.0,5.0,1.0,0.0,6.0,4.2,5.75,4.2,6.0,4.0,A,2.0,1.0,16.0,6.0,5.0,5.0,1.0,0.0,1.53,1.55,1.55
2023-04-03 20:00:00,Everton,H,1.0,0.0,15.0,6.0,10.0,3.0,0.0,1.0,3.4,3.3,3.4,3.3,3.5,3.2,D,1.0,0.0,8.0,2.0,14.0,3.0,3.0,1.0,2.2,2.15,2.15
2023-04-02 16:30:00,Newcastle,H,2.0,0.0,22.0,6.0,8.0,7.0,0.0,0.0,2.4,3.4,2.45,3.4,2.38,3.4,H,0.0,0.0,6.0,1.0,12.0,4.0,0.0,0.0,2.9,2.85,2.88
2023-04-02 14:00:00,West Ham,H,1.0,1.0,12.0,2.0,10.0,5.0,0.0,0.0,1.73,3.6,1.73,3.5,1.73,3.6,H,0.0,0.0,9.0,3.0,11.0,3.0,2.0,0.0,5.0,5.0,5.0
2023-04-01 17:30:00,Chelsea,H,0.0,0.0,27.0,8.0,14.0,13.0,3.0,0.0,1.67,3.8,1.66,3.75,1.67,3.7,A,2.0,1.0,5.0,2.0,16.0,2.0,3.0,0.0,5.25,5.25,5.25
2023-04-01 15:00:00,Crystal Palace,H,2.0,0.0,31.0,9.0,12.0,10.0,3.0,0.0,2.5,3.25,2.5,3.25,2.5,3.2,H,1.0,0.0,3.0,2.0,16.0,1.0,4.0,0.0,2.9,2.87,2.88
2023-04-01 15:00:00,Nott'm Forest,H,1.0,1.0,17.0,7.0,14.0,4.0,3.0,0.0,3.0,3.1,2.85,3.1,2.88,3.1,D,1.0,0.0,8.0,1.0,13.0,3.0,5.0,0.0,2.55,2.6,2.55
2023-04-01 15:00:00,Arsenal,H,4.0,1.0,13.0,6.0,11.0,4.0,0.0,0.0,1.29,6.0,1.29,5.75,1.27,5.5,H,1.0,0.0,7.0,5.0,13.0,3.0,2.0,0.0,9.0,10.0,11.0
2023-04-01 15:00:00,Bournemouth,H,2.0,0.0,12.0,7.0,15.0,4.0,1.0,0.0,2.55,3.3,2.5,3.2,2.55,3.25,H,1.0,1.0,10.0,2.0,13.0,3.0,4.0,0.0,2.8,2.85,2.75
2023-04-01 15:00:00,Brighton,H,3.0,2.0,33.0,15.0,16.0,14.0,2.0,0.0,1.67,4.0,1.65,3.9,1.65,3.9,D,3.0,2.0,7.0,5.0,10.0,0.0,1.0,0.0,5.0,5.0,5.0
2023-04-01 12:30:00,Man City,H,4.0,1.0,17.0,8.0,9.0,7.0,1.0,0.0,1.62,4.2,1.61,4.1,1.62,4.0,H,1.0,1.0,4.0,1.0,12.0,1.0,1.0,0.0,5.0,5.25,5.25
2023-03-19 14:00:00,Arsenal,H,4.0,2.0,15.0,5.0,8.0,5.0,0.0,0.0,1.25,5.5,1.26,5.75,1.24,5.5,H,1.0,0.0,8.0,4.0,10.0,4.0,1.0,0.0,15.0,12.0,15.0
2023-03-18 17:30:00,Chelsea,H,2.0,0.0,20.0,7.0,8.0,8.0,2.0,0.0,1.5,4.2,1.47,4.1,1.47,4.0,D,2.0,0.0,12.0,3.0,12.0,2.0,2.0,0.0,7.5,7.5,7.5
2023-03-18 15:00:00,Wolves,H,2.0,0.0,23.0,8.0,15.0,5.0,3.0,1.0,2.25,3.2,2.2,3.2,2.25,3.2,A,4.0,1.0,11.0,4.0,9.0,4.0,5.0,0.0,3.3,3.4,3.25
2023-03-18 15:00:00,Southampton,H,3.0,0.0,19.0,7.0,13.0,10.0,1.0,0.0,4.75,3.6,4.4,3.6,4.5,3.5,D,3.0,1.0,17.0,3.0,8.0,3.0,1.0,0.0,1.75,1.8,1.8
2023-03-18 15:00:00,Brentford,H,1.0,1.0,11.0,2.0,10.0,8.0,1.0,1.0,1.91,3.6,1.93,3.6,1.95,3.6,D,1.0,0.0,14.0,1.0,11.0,4.0,2.0,0.0,3.75,3.9,3.75
2023-03-18 15:00:00,Aston Villa,H,3.0,1.0,20.0,9.0,8.0,9.0,1.0,0.0,1.7,3.8,1.68,3.9,1.7,3.75,H,0.0,0.0,10.0,3.0,13.0,6.0,4.0,0.0,5.0,5.0,4.8
2023-03-17 20:00:00,Nott'm Forest,H,1.0,1.0,5.0,3.0,17.0,3.0,5.0,0.0,5.5,3.8,5.25,3.8,5.5,3.7,A,2.0,1.0,15.0,4.0,9.0,7.0,1.0,0.0,1.62,1.65,1.65
2023-03-15 19:30:00,Southampton,H,0.0,0.0,7.0,1.0,14.0,3.0,1.0,0.0,2.88,3.25,2.9,3.3,2.9,3.25,A,2.0,1.0,11.0,5.0,10.0,3.0,2.0,0.0,2.5,2.45,2.45
2023-03-15 19:30:00,Brighton,H,1.0,1.0,11.0,5.0,13.0,1.0,1.0,0.0,1.44,4.2,1.46,4.33,1.44,4.2,H,0.0,0.0,11.0,3.0,20.0,4.0,2.0,0.0,8.0,7.0,7.5
2023-03-12 16:30:00,Newcastle,H,2.0,1.0,19.0,8.0,11.0,10.0,1.0,0.0,1.65,3.75,1.66,3.8,1.67,3.7,H,1.0,0.0,7.0,4.0,10.0,3.0,2.0,0.0,5.5,5.25,5.25
2023-03-12 14:00:00,Man United,H,0.0,0.0,10.0,4.0,12.0,7.0,2.0,0.0,1.36,5.0,1.35,5.25,1.33,5.0,D,0.0,0.0,17.0,4.0,9.0,8.0,0.0,0.0,9.0,8.5,9.0
2023-03-12 14:00:00,Fulham,H,0.0,0.0,12.0,2.0,10.0,4.0,0.0,0.0,6.0,4.0,5.5,4.1,5.8,4.0,A,3.0,3.0,15.0,7.0,9.0,8.0,1.0,0.0,1.57,1.6,1.57
2023-03-12 14:00:00,West Ham,H,1.0,1.0,17.0,6.0,8.0,13.0,1.0,0.0,2.2,3.3,2.2,3.3,2.2,3.3,D,1.0,1.0,12.0,4.0,6.0,2.0,0.0,0.0,3.4,3.3,3.3
2023-03-11 17:30:00,Crystal Palace,H,0.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,9.0,4.75,9.25,5.0,9.0,5.0,A,1.0,0.0,14.0,4.0,17.0,6.0,2.0,0.0,1.36,1.34,1.33
2023-03-11 15:00:00,Tottenham,H,3.0,2.0,15.0,7.0,13.0,2.0,3.0,0.0,1.44,4.75,1.42,4.75,1.42,4.4,H,1.0,0.0,9.0,5.0,13.0,10.0,1.0,0.0,7.0,7.5,7.5
2023-03-11 15:00:00,Leicester,H,1.0,1.0,17.0,7.0,10.0,2.0,1.0,1.0,3.75,3.5,3.7,3.5,3.7,3.5,A,3.0,2.0,12.0,6.0,11.0,5.0,2.0,0.0,1.95,1.98,2.0
2023-03-11 15:00:00,Leeds,H,2.0,1.0,12.0,4.0,12.0,4.0,1.0,0.0,3.75,3.6,3.9,3.5,3.75,3.6,D,2.0,1.0,14.0,2.0,9.0,7.0,1.0,0.0,1.95,1.93,1.95
2023-03-11 15:00:00,Everton,H,1.0,1.0,13.0,6.0,11.0,5.0,2.0,0.0,2.7,3.25,2.65,3.1,2.62,3.2,H,0.0,0.0,12.0,4.0,12.0,8.0,1.0,0.0,2.7,2.75,2.7
2023-03-11 12:30:00,Bournemouth,H,1.0,1.0,5.0,2.0,7.0,3.0,2.0,0.0,7.5,5.0,6.75,4.75,7.0,4.6,H,0.0,0.0,15.0,6.0,9.0,8.0,1.0,0.0,1.4,1.43,1.42
2023-03-06 20:00:00,Brentford,H,3.0,1.0,14.0,6.0,12.0,2.0,0.0,0.0,1.95,3.6,2.0,3.6,2.0,3.5,H,2.0,1.0,9.0,5.0,17.0,3.0,3.0,0.0,3.75,3.5,3.6
2023-03-05 16:30:00,Liverpool,H,7.0,1.0,18.0,8.0,13.0,4.0,2.0,0.0,2.38,3.6,2.37,3.6,2.38,3.6,H,0.0,0.0,8.0,4.0,14.0,3.0,3.0,0.0,2.88,2.8,2.75
2023-03-05 14:00:00,Nott'm Forest,H,2.0,1.0,10.0,4.0,11.0,3.0,3.0,0.0,2.7,3.0,2.65,3.0,2.62,3.0,D,2.0,2.0,10.0,3.0,17.0,3.0,5.0,0.0,2.88,2.85,2.88
2023-03-04 17:30:00,Southampton,H,1.0,1.0,11.0,5.0,12.0,3.0,4.0,0.0,2.75,3.3,2.7,3.3,2.7,3.25,H,0.0,0.0,11.0,0.0,11.0,4.0,2.0,0.0,2.6,2.6,2.6
2023-03-04 15:00:00,Brighton,H,4.0,1.0,20.0,9.0,6.0,7.0,0.0,0.0,1.8,3.6,1.78,3.6,1.75,3.7,H,0.0,0.0,3.0,2.0,8.0,3.0,3.0,0.0,4.5,4.5,4.5
2023-03-04 15:00:00,Arsenal,H,3.0,0.0,31.0,9.0,6.0,17.0,0.0,0.0,1.22,7.0,1.21,6.5,1.2,6.5,H,2.0,1.0,4.0,4.0,8.0,1.0,2.0,0.0,12.0,14.0,13.0
2023-03-04 15:00:00,Aston Villa,H,1.0,1.0,8.0,1.0,14.0,2.0,2.0,0.0,2.05,3.3,2.05,3.3,2.05,3.3,H,0.0,0.0,3.0,0.0,17.0,4.0,3.0,1.0,3.8,3.75,3.8
2023-03-04 15:00:00,Chelsea,H,1.0,0.0,13.0,3.0,10.0,5.0,2.0,0.0,1.62,4.0,1.62,3.9,1.63,3.9,H,0.0,0.0,11.0,2.0,7.0,7.0,0.0,0.0,5.5,5.5,5.25
2023-03-04 15:00:00,Wolves,H,1.0,0.0,8.0,5.0,11.0,4.0,1.0,0.0,3.3,3.4,3.25,3.3,3.3,3.3,H,0.0,0.0,21.0,6.0,18.0,8.0,1.0,0.0,2.2,2.2,2.2
2023-03-04 12:30:00,Man City,H,2.0,1.0,11.0,3.0,8.0,8.0,2.0,0.0,1.45,4.5,1.44,4.6,1.44,4.4,H,0.0,0.0,5.0,2.0,13.0,4.0,4.0,0.0,7.0,7.0,7.0
2023-03-01 20:00:00,Liverpool,H,2.0,0.0,15.0,6.0,13.0,5.0,2.0,0.0,1.5,4.75,1.47,4.5,1.47,4.33,H,0.0,0.0,4.0,1.0,14.0,2.0,3.0,0.0,6.0,6.5,7.0
2023-03-01 19:45:00,Arsenal,H,4.0,2.0,15.0,5.0,5.0,5.0,0.0,0.0,1.36,4.75,1.34,5.0,1.32,5.0,H,0.0,0.0,8.0,5.0,12.0,1.0,2.0,0.0,10.0,9.25,9.5
2023-02-26 13:30:00,Tottenham,H,2.0,0.0,8.0,3.0,10.0,4.0,2.0,0.0,2.55,3.25,2.45,3.3,2.5,3.2,H,0.0,0.0,10.0,2.0,10.0,4.0,3.0,0.0,2.9,2.85,2.88
2023-02-25 19:45:00,Crystal Palace,H,0.0,0.0,6.0,0.0,11.0,5.0,2.0,0.0,4.75,3.8,4.6,3.9,4.5,3.75,D,0.0,0.0,12.0,4.0,14.0,3.0,5.0,0.0,1.73,1.72,1.75
2023-02-25 17:30:00,Bournemouth,H,1.0,0.0,13.0,2.0,10.0,4.0,2.0,0.0,10.0,5.75,10.0,5.75,11.0,5.5,A,4.0,3.0,20.0,5.0,9.0,6.0,2.0,0.0,1.29,1.28,1.27
2023-02-25 15:00:00,West Ham,H,4.0,0.0,18.0,5.0,8.0,12.0,0.0,0.0,1.75,3.6,1.75,3.6,1.78,3.5,H,0.0,0.0,8.0,3.0,5.0,3.0,0.0,0.0,5.0,4.8,4.8
2023-02-25 15:00:00,Leicester,H,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,4.75,4.0,4.6,4.0,4.6,3.9,A,1.0,0.0,10.0,2.0,9.0,8.0,1.0,0.0,1.7,1.7,1.7
2023-02-25 15:00:00,Leeds,H,1.0,0.0,14.0,4.0,15.0,9.0,2.0,0.0,1.95,3.5,1.98,3.5,1.95,3.5,H,0.0,0.0,8.0,2.0,13.0,2.0,4.0,0.0,4.0,3.7,3.8
2023-02-25 15:00:00,Everton,H,0.0,0.0,15.0,5.0,12.0,5.0,2.0,0.0,2.5,3.2,2.45,3.2,2.5,3.2,A,2.0,0.0,9.0,5.0,12.0,1.0,1.0,0.0,3.0,2.95,2.9
2023-02-24 20:00:00,Fulham,H,1.0,0.0,10.0,5.0,12.0,4.0,2.0,0.0,2.5,3.2,2.5,3.1,2.5,3.2,D,1.0,1.0,8.0,2.0,17.0,3.0,0.0,0.0,3.0,2.9,2.9
2023-02-19 16:30:00,Tottenham,H,2.0,0.0,16.0,6.0,16.0,4.0,2.0,0.0,1.75,3.6,1.77,3.7,1.83,3.6,H,0.0,0.0,6.0,1.0,10.0,7.0,1.0,0.0,4.75,4.5,4.2
2023-02-19 14:00:00,Man United,H,3.0,1.0,26.0,8.0,9.0,6.0,0.0,0.0,1.62,4.33,1.6,4.2,1.6,4.2,H,0.0,0.0,19.0,3.0,9.0,6.0,2.0,0.0,5.25,5.25,5.0
2023-02-18 17:30:00,Newcastle,H,0.0,0.0,14.0,4.0,3.0,6.0,1.0,1.0,2.5,3.5,2.45,3.5,2.5,3.4,A,2.0,2.0,13.0,7.0,8.0,7.0,1.0,0.0,2.7,2.75,2.7
2023-02-18 15:00:00,Wolves,H,0.0,0.0,15.0,4.0,12.0,12.0,3.0,0.0,1.67,3.6,1.65,3.8,1.67,3.7,A,1.0,0.0,5.0,1.0,10.0,2.0,3.0,0.0,6.0,5.25,5.25
2023-02-18 15:00:00,Nott'm Forest,H,1.0,0.0,4.0,1.0,8.0,0.0,1.0,0.0,8.5,5.5,10.0,5.5,10.0,5.5,D,1.0,1.0,26.0,6.0,6.0,10.0,0.0,0.0,1.3,1.3,1.29
2023-02-18 15:00:00,Everton,H,1.0,0.0,15.0,6.0,8.0,6.0,2.0,0.0,2.4,3.3,2.4,3.3,2.45,3.25,H,0.0,0.0,8.0,0.0,6.0,4.0,3.0,0.0,3.0,2.95,2.9
2023-02-18 15:00:00,Chelsea,H,0.0,0.0,17.0,5.0,16.0,8.0,3.0,0.0,1.4,4.75,1.38,4.6,1.38,4.5,A,1.0,1.0,8.0,5.0,24.0,2.0,6.0,0.0,8.5,9.0,9.0
2023-02-18 15:00:00,Brighton,H,0.0,0.0,21.0,7.0,12.0,10.0,0.0,0.0,1.65,3.8,1.65,4.0,1.67,3.8,A,1.0,0.0,5.0,2.0,14.0,2.0,5.0,0.0,5.5,5.0,5.0
2023-02-18 15:00:00,Brentford,H,1.0,0.0,12.0,5.0,10.0,2.0,2.0,0.0,1.83,3.5,1.87,3.5,1.85,3.4,D,1.0,0.0,10.0,4.0,8.0,6.0,2.0,0.0,4.5,4.33,4.4
2023-02-18 12:30:00,Aston Villa,H,2.0,2.0,7.0,5.0,13.0,2.0,2.0,0.0,4.5,3.6,4.5,3.6,4.33,3.6,A,4.0,1.0,20.0,5.0,4.0,9.0,1.0,0.0,1.5,1.78,1.8
2023-02-15 19:30:00,Arsenal,H,1.0,1.0,10.0,1.0,11.0,1.0,2.0,0.0,2.9,3.5,2.85,3.4,2.88,3.4,A,3.0,1.0,9.0,6.0,15.0,3.0,3.0,0.0,2.35,2.4,2.4
2023-02-13 20:00:00,Liverpool,H,2.0,1.0,15.0,6.0,8.0,3.0,1.0,0.0,1.5,4.33,1.53,4.2,1.52,4.2,H,0.0,0.0,6.0,1.0,16.0,3.0,3.0,0.0,6.5,6.0,6.0
2023-02-12 16:30:00,Man City,H,3.0,3.0,17.0,9.0,13.0,8.0,1.0,0.0,1.25,6.5,1.24,6.5,1.24,6.0,H,1.0,0.0,6.0,2.0,14.0,4.0,2.0,0.0,11.0,12.0,12.0
2023-02-12 14:00:00,Leeds,H,0.0,0.0,16.0,6.0,10.0,7.0,2.0,0.0,3.75,3.8,3.8,3.8,3.7,3.7,A,2.0,0.0,11.0,5.0,13.0,3.0,1.0,0.0,1.91,1.88,1.91
2023-02-11 17:30:00,Bournemouth,H,1.0,1.0,11.0,5.0,8.0,4.0,2.0,0.0,6.5,4.0,6.25,4.0,6.5,3.9,D,1.0,1.0,15.0,7.0,10.0,6.0,3.0,0.0,1.53,1.55,1.55
2023-02-11 15:00:00,Arsenal,H,1.0,0.0,23.0,7.0,9.0,7.0,0.0,0.0,1.44,4.75,1.43,4.5,1.42,4.5,D,1.0,0.0,9.0,2.0,9.0,4.0,2.0,0.0,7.0,7.5,7.5
2023-02-11 15:00:00,Crystal Palace,H,1.0,0.0,6.0,1.0,10.0,1.0,4.0,0.0,3.8,3.5,3.6,3.4,3.7,3.4,D,1.0,0.0,17.0,7.0,11.0,6.0,1.0,0.0,2.0,2.05,2.0
2023-02-11 15:00:00,Fulham,H,2.0,1.0,16.0,3.0,9.0,5.0,0.0,0.0,1.91,3.5,1.88,3.5,1.91,3.5,H,0.0,0.0,10.0,1.0,11.0,4.0,1.0,0.0,4.33,4.1,4.0
2023-02-11 15:00:00,Leicester,H,4.0,3.0,15.0,7.0,14.0,1.0,5.0,0.0,3.4,3.6,3.3,3.6,3.3,3.6,H,1.0,1.0,11.0,4.0,9.0,5.0,2.0,0.0,2.1,2.1,2.1
2023-02-11 15:00:00,Southampton,H,1.0,1.0,17.0,2.0,12.0,5.0,2.0,0.0,2.9,3.2,2.87,3.1,3.0,3.1,A,2.0,0.0,11.0,2.0,14.0,2.0,2.0,1.0,2.55,2.55,2.5
2023-02-11 12:30:00,West Ham,H,1.0,1.0,10.0,2.0,9.0,5.0,1.0,0.0,3.3,3.3,3.3,3.2,3.3,3.2,D,1.0,1.0,12.0,4.0,11.0,6.0,1.0,0.0,2.25,2.25,2.25
2023-02-08 20:00:00,Man United,H,2.0,0.0,24.0,7.0,7.0,6.0,1.0,0.0,1.45,5.0,1.47,4.6,1.47,4.5,D,2.0,1.0,8.0,2.0,11.0,5.0,3.0,0.0,6.0,6.25,6.5
2023-02-05 16:30:00,Tottenham,H,1.0,1.0,12.0,3.0,19.0,4.0,2.0,1.0,4.33,4.2,4.33,4.0,4.4,4.0,H,0.0,0.0,15.0,5.0,14.0,6.0,3.0,0.0,1.73,1.72,1.73
2023-02-05 14:00:00,Nott'm Forest,H,1.0,1.0,6.0,2.0,15.0,0.0,4.0,0.0,2.63,3.3,2.6,3.3,2.6,3.4,H,0.0,0.0,10.0,4.0,14.0,2.0,2.0,0.0,2.7,2.7,2.62
2023-02-04 17:30:00,Newcastle,H,1.0,1.0,8.0,2.0,11.0,4.0,2.0,0.0,1.6,3.8,1.62,3.8,1.6,3.75,D,1.0,1.0,10.0,1.0,13.0,2.0,1.0,0.0,6.0,5.5,6.0
2023-02-04 15:00:00,Aston Villa,H,2.0,2.0,19.0,4.0,10.0,11.0,0.0,0.0,1.95,3.6,2.0,3.5,1.95,3.6,A,4.0,3.0,9.0,5.0,10.0,3.0,2.0,0.0,3.8,3.7,3.75
2023-02-04 15:00:00,Wolves,H,3.0,2.0,12.0,6.0,9.0,2.0,1.0,0.0,4.0,3.8,3.9,3.7,4.0,3.7,H,0.0,0.0,22.0,4.0,7.0,7.0,1.0,0.0,1.85,1.88,1.85
2023-02-04 15:00:00,Man United,H,2.0,1.0,14.0,5.0,9.0,5.0,1.0,1.0,1.4,4.75,1.4,4.75,1.4,4.5,H,1.0,0.0,10.0,3.0,9.0,5.0,2.0,0.0,8.0,7.75,8.0
2023-02-04 15:00:00,Brighton,H,1.0,0.0,20.0,6.0,14.0,7.0,3.0,0.0,1.33,5.25,1.35,5.0,1.33,4.8,H,0.0,0.0,12.0,2.0,7.0,3.0,1.0,0.0,8.5,9.0,9.5
2023-02-04 15:00:00,Brentford,H,3.0,2.0,14.0,4.0,10.0,4.0,1.0,0.0,1.85,3.6,1.88,3.6,1.85,3.5,H,0.0,0.0,14.0,6.0,9.0,4.0,2.0,0.0,4.2,4.0,4.2
2023-02-04 12:30:00,Everton,H,1.0,0.0,12.0,4.0,13.0,7.0,4.0,0.0,8.5,4.5,7.5,4.75,8.0,4.5,H,0.0,0.0,15.0,3.0,8.0,5.0,1.0,0.0,1.4,1.41,1.4
2023-02-03 20:00:00,Chelsea,H,0.0,0.0,12.0,3.0,16.0,6.0,1.0,0.0,1.62,4.0,1.66,3.9,1.62,3.8,D,0.0,0.0,10.0,4.0,12.0,2.0,4.0,0.0,5.25,5.0,5.5
2023-01-23 20:00:00,Fulham,H,0.0,0.0,10.0,5.0,10.0,3.0,1.0,0.0,3.3,3.6,3.1,3.6,3.25,3.6,A,1.0,1.0,10.0,3.0,10.0,8.0,3.0,0.0,2.1,2.15,2.1
2023-01-22 16:30:00,Arsenal,H,3.0,1.0,25.0,5.0,8.0,12.0,1.0,0.0,1.8,3.8,1.87,3.7,1.88,3.6,H,2.0,1.0,6.0,4.0,9.0,4.0,2.0,0.0,4.2,4.0,4.0
2023-01-22 14:00:00,Man City,H,3.0,1.0,13.0,7.0,10.0,5.0,1.0,0.0,1.2,8.0,1.19,7.25,1.18,7.0,H,0.0,0.0,10.0,1.0,10.0,7.0,2.0,0.0,11.0,14.5,15.0
2023-01-22 14:00:00,Leeds,H,0.0,0.0,9.0,5.0,10.0,2.0,2.0,0.0,2.38,3.6,2.35,3.6,2.35,3.5,D,0.0,0.0,6.0,0.0,18.0,3.0,2.0,0.0,2.88,2.85,2.88
2023-01-21 17:30:00,Crystal Palace,H,0.0,0.0,6.0,1.0,13.0,3.0,4.0,0.0,4.4,3.5,4.1,3.5,4.33,3.5,D,0.0,0.0,16.0,7.0,7.0,15.0,2.0,0.0,1.85,1.88,1.83
2023-01-21 15:00:00,West Ham,H,2.0,2.0,11.0,4.0,9.0,4.0,1.0,0.0,1.8,3.75,1.77,3.7,1.78,3.5,H,0.0,0.0,5.0,2.0,6.0,9.0,1.0,0.0,4.75,4.5,4.75
2023-01-21 15:00:00,Southampton,H,0.0,0.0,8.0,5.0,19.0,2.0,1.0,0.0,2.88,3.25,2.8,3.4,2.8,3.3,A,1.0,0.0,16.0,5.0,9.0,2.0,2.0,0.0,2.55,2.45,2.5
2023-01-21 15:00:00,Leicester,H,2.0,1.0,9.0,2.0,9.0,5.0,0.0,0.0,3.6,3.5,3.5,3.6,3.5,3.5,D,2.0,1.0,13.0,4.0,9.0,6.0,1.0,0.0,2.05,2.05,2.05
2023-01-21 15:00:00,Bournemouth,H,1.0,1.0,16.0,4.0,10.0,4.0,1.0,0.0,2.75,3.1,2.7,3.2,2.7,3.1,D,1.0,0.0,20.0,5.0,7.0,6.0,2.0,0.0,2.75,2.65,2.7
2023-01-21 12:30:00,Liverpool,H,0.0,0.0,15.0,3.0,16.0,5.0,3.0,0.0,1.85,3.75,1.87,3.75,1.85,3.7,D,0.0,0.0,11.0,2.0,9.0,5.0,1.0,0.0,4.0,3.9,4.0
2023-01-19 20:00:00,Man City,H,4.0,0.0,16.0,6.0,10.0,8.0,1.0,0.0,1.36,5.0,1.37,5.25,1.35,5.0,H,2.0,2.0,9.0,3.0,14.0,3.0,2.0,0.0,8.5,7.75,8.5
2023-01-18 20:00:00,Crystal Palace,H,1.0,0.0,10.0,5.0,9.0,3.0,1.0,0.0,4.5,3.6,4.33,3.7,4.5,3.6,D,1.0,1.0,15.0,4.0,10.0,3.0,2.0,0.0,1.8,1.8,1.78
2023-01-15 16:30:00,Tottenham,H,0.0,0.0,17.0,7.0,16.0,4.0,4.0,0.0,3.1,3.6,3.3,3.6,3.25,3.5,A,2.0,2.0,14.0,5.0,15.0,3.0,2.0,0.0,2.2,2.1,2.15
2023-01-15 14:00:00,Chelsea,H,1.0,0.0,15.0,5.0,10.0,11.0,2.0,0.0,1.62,4.0,1.63,3.8,1.63,3.75,H,0.0,0.0,10.0,5.0,17.0,7.0,5.0,0.0,5.25,5.5,5.5
