date,team,home_away,GoalsScored,HTGoalsScored,Shots,ShotsOnTarget,Fouls,Corners,YellowCards,RedCards,B365Odds,B365DrawOdds,BWOdds,BWDrawOdds,WHOdds,WHDrawOdds,FullTimeResult,GoalsConceded,HTGoalsConceded,shotsConceded,shotsOnTargetConceded,foulsConceded,cornersConceded,yellowCardsConceded,redCardsConceded,B365OddsAgainst,BWOddsAgainst,WHOddsAgainst
2020-10-03 17:30:00,Man City,A,1.0,1.0,23.0,2.0,12.0,10.0,1.0,0.0,1.36,5.25,1.4,5.25,1.38,5.0,D,1.0,0.0,12.0,7.0,11.0,7.0,2.0,0.0,7.5,7.0,8.0
2020-10-03 17:30:00,Man City,A,1.0,1.0,23.0,2.0,12.0,10.0,1.0,0.0,1.36,5.25,1.4,5.25,1.38,5.0,D,1.0,0.0,12.0,7.0,11.0,7.0,2.0,0.0,7.5,7.0,8.0
2020-10-03 15:00:00,Brighton,A,2.0,1.0,11.0,3.0,14.0,10.0,1.0,0.0,4.8,3.75,5.0,3.6,5.0,3.6,H,4.0,2.0,11.0,6.0,13.0,3.0,0.0,0.0,1.72,1.75,1.75
2020-10-03 15:00:00,Brighton,A,2.0,1.0,11.0,3.0,14.0,10.0,1.0,0.0,4.8,3.75,5.0,3.6,5.0,3.6,H,4.0,2.0,11.0,6.0,13.0,3.0,0.0,0.0,1.72,1.75,1.75
2020-10-03 12:30:00,Crystal Palace,A,0.0,0.0,4.0,0.0,13.0,5.0,0.0,0.0,8.0,4.75,7.5,4.75,8.0,4.6,H,4.0,0.0,17.0,6.0,17.0,8.0,2.0,0.0,1.4,1.42,1.42
2020-10-03 12:30:00,Crystal Palace,A,0.0,0.0,4.0,0.0,13.0,5.0,0.0,0.0,8.0,4.75,7.5,4.75,8.0,4.6,H,4.0,0.0,17.0,6.0,17.0,8.0,2.0,0.0,1.4,1.42,1.42
2020-09-28 20:00:00,Arsenal,A,1.0,1.0,4.0,3.0,7.0,3.0,2.0,0.0,6.5,4.75,5.75,4.75,6.5,4.6,H,3.0,2.0,21.0,8.0,11.0,7.0,2.0,0.0,1.45,1.5,1.47
2020-09-28 20:00:00,Arsenal,A,1.0,1.0,4.0,3.0,7.0,3.0,2.0,0.0,6.5,4.75,5.75,4.75,6.5,4.6,H,3.0,2.0,21.0,8.0,11.0,7.0,2.0,0.0,1.45,1.5,1.47
2020-09-28 17:45:00,Aston Villa,A,3.0,2.0,12.0,5.0,14.0,3.0,3.0,0.0,2.5,3.25,2.55,3.25,2.5,3.25,A,0.0,0.0,16.0,3.0,18.0,5.0,6.0,0.0,2.9,2.85,2.9
2020-09-28 17:45:00,Aston Villa,A,3.0,2.0,12.0,5.0,14.0,3.0,3.0,0.0,2.5,3.25,2.55,3.25,2.5,3.25,A,0.0,0.0,16.0,3.0,18.0,5.0,6.0,0.0,2.9,2.85,2.9
2020-09-27 19:00:00,Wolves,A,0.0,0.0,11.0,2.0,11.0,3.0,1.0,0.0,2.05,3.5,2.05,3.4,2.05,3.4,H,4.0,1.0,15.0,7.0,7.0,1.0,0.0,0.0,3.6,3.8,3.7
2020-09-27 19:00:00,Wolves,A,0.0,0.0,11.0,2.0,11.0,3.0,1.0,0.0,2.05,3.5,2.05,3.4,2.05,3.4,H,4.0,1.0,15.0,7.0,7.0,1.0,0.0,0.0,3.6,3.8,3.7
2020-09-27 16:30:00,Leicester,A,5.0,1.0,7.0,7.0,8.0,4.0,3.0,0.0,9.5,6.0,9.0,6.0,11.0,5.8,A,2.0,1.0,16.0,5.0,13.0,3.0,1.0,0.0,1.28,1.3,1.27
2020-09-27 16:30:00,Leicester,A,5.0,1.0,7.0,7.0,8.0,4.0,3.0,0.0,9.5,6.0,9.0,6.0,11.0,5.8,A,2.0,1.0,16.0,5.0,13.0,3.0,1.0,0.0,1.28,1.3,1.27
2020-09-27 14:00:00,Newcastle,A,1.0,0.0,6.0,1.0,9.0,4.0,4.0,0.0,7.0,4.5,6.75,4.4,7.5,4.33,D,1.0,1.0,23.0,12.0,15.0,10.0,1.0,0.0,1.45,1.48,1.47
2020-09-27 14:00:00,Newcastle,A,1.0,0.0,6.0,1.0,9.0,4.0,4.0,0.0,7.0,4.5,6.75,4.4,7.5,4.33,D,1.0,1.0,23.0,12.0,15.0,10.0,1.0,0.0,1.45,1.48,1.47
2020-09-27 12:00:00,Leeds,A,1.0,0.0,17.0,9.0,4.0,7.0,1.0,0.0,2.62,3.3,2.6,3.4,2.62,3.3,A,0.0,0.0,14.0,4.0,18.0,5.0,2.0,0.0,2.7,2.7,2.7
2020-09-27 12:00:00,Leeds,A,1.0,0.0,17.0,9.0,4.0,7.0,1.0,0.0,2.62,3.3,2.6,3.4,2.62,3.3,A,0.0,0.0,14.0,4.0,18.0,5.0,2.0,0.0,2.7,2.7,2.7
2020-09-26 20:00:00,Southampton,A,1.0,1.0,5.0,1.0,10.0,2.0,0.0,0.0,2.3,3.3,2.3,3.3,2.3,3.2,A,0.0,0.0,10.0,2.0,8.0,8.0,1.0,0.0,3.2,3.2,3.3
2020-09-26 20:00:00,Southampton,A,1.0,1.0,5.0,1.0,10.0,2.0,0.0,0.0,2.3,3.3,2.3,3.3,2.3,3.2,A,0.0,0.0,10.0,2.0,8.0,8.0,1.0,0.0,3.2,3.2,3.3
2020-09-26 17:30:00,Chelsea,A,3.0,0.0,22.0,10.0,16.0,9.0,3.0,0.0,1.36,4.75,1.4,4.5,1.38,4.8,D,3.0,3.0,9.0,3.0,8.0,3.0,1.0,0.0,9.0,8.5,8.5
2020-09-26 17:30:00,Chelsea,A,3.0,0.0,22.0,10.0,16.0,9.0,3.0,0.0,1.36,4.75,1.4,4.5,1.38,4.8,D,3.0,3.0,9.0,3.0,8.0,3.0,1.0,0.0,9.0,8.5,8.5
2020-09-26 15:00:00,Everton,A,2.0,2.0,10.0,5.0,15.0,6.0,1.0,0.0,2.1,3.25,2.05,3.3,2.1,3.25,A,1.0,1.0,8.0,1.0,16.0,7.0,3.0,0.0,3.75,3.8,3.7
2020-09-26 15:00:00,Everton,A,2.0,2.0,10.0,5.0,15.0,6.0,1.0,0.0,2.1,3.25,2.05,3.3,2.1,3.25,A,1.0,1.0,8.0,1.0,16.0,7.0,3.0,0.0,3.75,3.8,3.7
2020-09-26 12:30:00,Man United,A,3.0,1.0,7.0,3.0,16.0,1.0,2.0,0.0,1.72,3.75,1.72,3.7,1.73,3.7,A,2.0,1.0,18.0,5.0,18.0,7.0,4.0,0.0,4.75,5.0,5.0
2020-09-26 12:30:00,Man United,A,3.0,1.0,7.0,3.0,16.0,1.0,2.0,0.0,1.72,3.75,1.72,3.7,1.73,3.7,A,2.0,1.0,18.0,5.0,18.0,7.0,4.0,0.0,4.75,5.0,5.0
2020-09-21 20:15:00,Man City,A,3.0,2.0,14.0,9.0,8.0,6.0,3.0,0.0,1.5,4.33,1.48,4.5,1.53,4.2,A,1.0,0.0,10.0,1.0,6.0,4.0,0.0,0.0,6.5,6.5,6.5
2020-09-21 20:15:00,Man City,A,3.0,2.0,14.0,9.0,8.0,6.0,3.0,0.0,1.5,4.33,1.48,4.5,1.53,4.2,A,1.0,0.0,10.0,1.0,6.0,4.0,0.0,0.0,6.5,6.5,6.5
2020-09-21 18:00:00,Sheffield United,A,0.0,0.0,4.0,1.0,13.0,4.0,1.0,1.0,2.75,3.1,2.7,3.2,2.7,3.2,H,1.0,0.0,18.0,2.0,12.0,10.0,3.0,0.0,2.7,2.7,2.7
2020-09-21 18:00:00,Sheffield United,A,0.0,0.0,4.0,1.0,13.0,4.0,1.0,1.0,2.75,3.1,2.7,3.2,2.7,3.2,H,1.0,0.0,18.0,2.0,12.0,10.0,3.0,0.0,2.7,2.7,2.7
2020-09-20 19:00:00,Burnley,A,2.0,1.0,16.0,5.0,13.0,4.0,2.0,0.0,5.5,4.0,5.75,4.0,5.8,3.9,H,4.0,1.0,14.0,6.0,11.0,15.0,1.0,0.0,1.61,1.6,1.62
2020-09-20 19:00:00,Burnley,A,2.0,1.0,16.0,5.0,13.0,4.0,2.0,0.0,5.5,4.0,5.75,4.0,5.8,3.9,H,4.0,1.0,14.0,6.0,11.0,15.0,1.0,0.0,1.61,1.6,1.62
2020-09-20 16:30:00,Liverpool,A,2.0,0.0,18.0,6.0,6.0,11.0,0.0,0.0,2.2,3.6,2.2,3.7,2.2,3.6,A,0.0,0.0,5.0,3.0,10.0,1.0,0.0,1.0,3.1,3.1,3.2
2020-09-20 16:30:00,Liverpool,A,2.0,0.0,18.0,6.0,6.0,11.0,0.0,0.0,2.2,3.6,2.2,3.7,2.2,3.6,A,0.0,0.0,5.0,3.0,10.0,1.0,0.0,1.0,3.1,3.1,3.2
2020-09-20 14:00:00,Brighton,A,3.0,2.0,13.0,6.0,15.0,1.0,0.0,1.0,2.87,3.1,2.75,3.1,2.75,3.2,A,0.0,0.0,6.0,0.0,16.0,7.0,3.0,0.0,2.6,2.75,2.7
2020-09-20 14:00:00,Brighton,A,3.0,2.0,13.0,6.0,15.0,1.0,0.0,1.0,2.87,3.1,2.75,3.1,2.75,3.2,A,0.0,0.0,6.0,0.0,16.0,7.0,3.0,0.0,2.6,2.75,2.7
2020-09-20 12:00:00,Tottenham,A,5.0,1.0,9.0,6.0,18.0,2.0,3.0,0.0,2.37,3.3,2.4,3.25,2.35,3.3,A,2.0,1.0,14.0,7.0,16.0,3.0,4.0,0.0,3.0,3.1,3.1
2020-09-20 12:00:00,Tottenham,A,5.0,1.0,9.0,6.0,18.0,2.0,3.0,0.0,2.37,3.3,2.4,3.25,2.35,3.3,A,2.0,1.0,14.0,7.0,16.0,3.0,4.0,0.0,3.0,3.1,3.1
2020-09-19 20:00:00,West Ham,A,1.0,1.0,14.0,3.0,13.0,5.0,1.0,0.0,5.5,4.5,6.0,4.33,6.0,4.4,H,2.0,1.0,7.0,3.0,11.0,7.0,0.0,0.0,1.53,1.53,1.52
2020-09-19 20:00:00,West Ham,A,1.0,1.0,14.0,3.0,13.0,5.0,1.0,0.0,5.5,4.5,6.0,4.33,6.0,4.4,H,2.0,1.0,7.0,3.0,11.0,7.0,0.0,0.0,1.53,1.53,1.52
2020-09-19 17:30:00,Crystal Palace,A,3.0,1.0,14.0,5.0,10.0,3.0,1.0,0.0,9.5,5.5,9.25,5.25,10.0,5.5,A,1.0,0.0,13.0,4.0,13.0,9.0,2.0,0.0,1.3,1.33,1.3
2020-09-19 17:30:00,Crystal Palace,A,3.0,1.0,14.0,5.0,10.0,3.0,1.0,0.0,9.5,5.5,9.25,5.25,10.0,5.5,A,1.0,0.0,13.0,4.0,13.0,9.0,2.0,0.0,1.3,1.33,1.3
2020-09-19 15:00:00,Fulham,A,3.0,1.0,14.0,6.0,18.0,3.0,2.0,0.0,5.75,3.9,5.5,4.0,5.5,3.9,H,4.0,2.0,10.0,7.0,13.0,5.0,1.0,0.0,1.61,1.62,1.63
2020-09-19 15:00:00,Fulham,A,3.0,1.0,14.0,6.0,18.0,3.0,2.0,0.0,5.75,3.9,5.5,4.0,5.5,3.9,H,4.0,2.0,10.0,7.0,13.0,5.0,1.0,0.0,1.61,1.62,1.63
2020-09-19 12:30:00,West Brom,A,2.0,1.0,6.0,4.0,11.0,1.0,0.0,1.0,6.5,4.2,6.0,4.2,6.5,4.2,H,5.0,2.0,17.0,7.0,9.0,11.0,1.0,0.0,1.5,1.55,1.52
2020-09-19 12:30:00,West Brom,A,2.0,1.0,6.0,4.0,11.0,1.0,0.0,1.0,6.5,4.2,6.0,4.2,6.5,4.2,H,5.0,2.0,17.0,7.0,9.0,11.0,1.0,0.0,1.5,1.55,1.52
2020-09-14 20:15:00,Chelsea,A,3.0,1.0,10.0,5.0,13.0,3.0,0.0,0.0,1.61,4.33,1.65,4.1,1.65,4.0,A,1.0,0.0,13.0,3.0,8.0,4.0,1.0,0.0,5.0,5.0,5.25
2020-09-14 20:15:00,Chelsea,A,3.0,1.0,10.0,5.0,13.0,3.0,0.0,0.0,1.61,4.33,1.65,4.1,1.65,4.0,A,1.0,0.0,13.0,3.0,8.0,4.0,1.0,0.0,5.0,5.0,5.25
2020-09-14 18:00:00,Wolves,A,2.0,2.0,11.0,4.0,7.0,5.0,1.0,0.0,2.37,3.1,2.3,3.1,2.38,3.1,A,0.0,0.0,9.0,2.0,13.0,12.0,2.0,0.0,3.25,3.4,3.3
2020-09-14 18:00:00,Wolves,A,2.0,2.0,11.0,4.0,7.0,5.0,1.0,0.0,2.37,3.1,2.3,3.1,2.38,3.1,A,0.0,0.0,9.0,2.0,13.0,12.0,2.0,0.0,3.25,3.4,3.3
2020-09-13 16:30:00,Everton,A,1.0,0.0,15.0,4.0,7.0,3.0,0.0,0.0,4.33,3.6,4.33,3.6,4.33,3.5,A,0.0,0.0,9.0,5.0,15.0,5.0,1.0,0.0,1.83,1.85,1.88
2020-09-13 16:30:00,Everton,A,1.0,0.0,15.0,4.0,7.0,3.0,0.0,0.0,4.33,3.6,4.33,3.6,4.33,3.5,A,0.0,0.0,9.0,5.0,15.0,5.0,1.0,0.0,1.83,1.85,1.88
2020-09-13 14:00:00,Leicester,A,3.0,0.0,13.0,7.0,9.0,5.0,1.0,0.0,1.95,3.6,2.0,3.6,1.95,3.6,A,0.0,0.0,7.0,1.0,12.0,2.0,1.0,0.0,3.8,3.7,3.8
2020-09-13 14:00:00,Leicester,A,3.0,0.0,13.0,7.0,9.0,5.0,1.0,0.0,1.95,3.6,2.0,3.6,1.95,3.6,A,0.0,0.0,7.0,1.0,12.0,2.0,1.0,0.0,3.8,3.7,3.8
2020-09-12 20:00:00,Newcastle,A,2.0,0.0,15.0,2.0,7.0,7.0,2.0,0.0,3.4,3.4,3.4,3.4,3.4,3.5,A,0.0,0.0,15.0,3.0,13.0,8.0,2.0,0.0,2.15,2.15,2.15
2020-09-12 20:00:00,Newcastle,A,2.0,0.0,15.0,2.0,7.0,7.0,2.0,0.0,3.4,3.4,3.4,3.4,3.4,3.5,A,0.0,0.0,15.0,3.0,13.0,8.0,2.0,0.0,2.15,2.15,2.15
2020-09-12 17:30:00,Leeds,A,3.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,9.5,6.0,10.5,6.25,10.0,6.0,H,4.0,3.0,22.0,6.0,9.0,9.0,1.0,0.0,1.28,1.26,1.27
2020-09-12 17:30:00,Leeds,A,3.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,9.5,6.0,10.5,6.25,10.0,6.0,H,4.0,3.0,22.0,6.0,9.0,9.0,1.0,0.0,1.28,1.26,1.27
2020-09-12 15:00:00,Southampton,A,0.0,0.0,9.0,5.0,11.0,3.0,1.0,0.0,2.37,3.25,2.45,3.2,2.35,3.2,H,1.0,1.0,5.0,3.0,14.0,7.0,2.0,0.0,3.1,3.0,3.2
2020-09-12 15:00:00,Southampton,A,0.0,0.0,9.0,5.0,11.0,3.0,1.0,0.0,2.37,3.25,2.45,3.2,2.35,3.2,H,1.0,1.0,5.0,3.0,14.0,7.0,2.0,0.0,3.1,3.0,3.2
2020-09-12 12:30:00,Arsenal,A,3.0,1.0,13.0,6.0,12.0,3.0,2.0,0.0,1.53,4.33,1.57,4.25,1.53,4.2,A,0.0,0.0,5.0,2.0,12.0,2.0,2.0,0.0,6.0,5.5,6.5
2020-09-12 12:30:00,Arsenal,A,3.0,1.0,13.0,6.0,12.0,3.0,2.0,0.0,1.53,4.33,1.57,4.25,1.53,4.2,A,0.0,0.0,5.0,2.0,12.0,2.0,2.0,0.0,6.0,5.5,6.5
2020-07-26 16:00:00,Man United,A,2.0,0.0,7.0,3.0,11.0,3.0,4.0,0.0,2.2,3.5,2.2,3.5,2.25,3.4,A,0.0,0.0,14.0,3.0,12.0,3.0,1.0,1.0,3.25,3.2,3.2
2020-07-26 16:00:00,Watford,A,2.0,1.0,19.0,6.0,12.0,8.0,3.0,0.0,3.8,3.8,3.8,3.75,3.75,3.9,H,3.0,3.0,13.0,5.0,9.0,4.0,3.0,0.0,1.9,1.91,1.91
2020-07-26 16:00:00,Brighton,A,2.0,1.0,14.0,4.0,11.0,7.0,0.0,0.0,3.0,3.4,3.1,3.4,3.1,3.4,A,1.0,1.0,13.0,2.0,11.0,6.0,3.0,0.0,2.37,2.3,2.3
2020-07-26 16:00:00,Wolves,A,0.0,0.0,5.0,1.0,16.0,3.0,3.0,0.0,4.0,3.8,4.25,3.8,4.33,3.7,H,2.0,2.0,11.0,3.0,10.0,3.0,2.0,0.0,1.85,1.8,1.83
2020-07-26 16:00:00,Bournemouth,A,3.0,2.0,13.0,7.0,9.0,5.0,0.0,0.0,3.0,3.7,2.9,3.8,2.9,3.8,A,1.0,1.0,13.0,5.0,11.0,2.0,1.0,0.0,2.25,2.25,2.25
2020-07-26 16:00:00,Tottenham,A,1.0,1.0,7.0,2.0,13.0,2.0,2.0,0.0,1.55,4.2,1.55,4.2,1.52,4.2,D,1.0,0.0,13.0,2.0,11.0,7.0,3.0,0.0,6.0,6.0,6.5
2020-07-26 16:00:00,Norwich,A,0.0,0.0,5.0,4.0,4.0,0.0,1.0,0.0,26.0,11.0,41.0,13.5,21.0,15.0,H,5.0,2.0,31.0,10.0,7.0,9.0,1.0,0.0,1.08,1.05,1.07
2020-07-26 16:00:00,Aston Villa,A,1.0,0.0,13.0,4.0,13.0,7.0,1.0,0.0,2.3,3.6,2.3,3.5,2.3,3.6,D,1.0,0.0,10.0,1.0,16.0,0.0,2.0,0.0,3.0,3.0,3.0
2020-07-26 16:00:00,Liverpool,A,3.0,1.0,14.0,6.0,5.0,4.0,0.0,0.0,1.36,5.25,1.42,4.75,1.38,5.0,A,1.0,1.0,3.0,2.0,11.0,2.0,1.0,0.0,7.5,7.5,8.0
2020-07-26 16:00:00,Sheffield United,A,1.0,1.0,5.0,3.0,16.0,1.0,1.0,0.0,3.3,3.5,3.2,3.5,3.4,3.4,H,3.0,0.0,13.0,4.0,9.0,9.0,0.0,0.0,2.15,2.2,2.15
2020-07-22 20:15:00,Chelsea,A,3.0,1.0,10.0,5.0,11.0,0.0,0.0,0.0,3.5,3.75,3.6,3.8,3.4,3.7,H,5.0,3.0,10.0,7.0,8.0,6.0,1.0,0.0,2.0,1.95,2.05
2020-07-22 18:00:00,West Ham,A,1.0,1.0,12.0,3.0,9.0,3.0,1.0,0.0,11.0,6.5,11.5,6.25,12.0,6.5,D,1.0,0.0,11.0,4.0,10.0,2.0,3.0,0.0,1.22,1.25,1.24
2020-07-21 20:15:00,Arsenal,A,0.0,0.0,7.0,0.0,19.0,9.0,4.0,0.0,2.1,3.6,2.05,3.9,2.1,3.8,H,1.0,1.0,8.0,3.0,13.0,8.0,2.0,0.0,3.3,3.25,3.2
2020-07-21 18:00:00,Man City,A,4.0,2.0,26.0,10.0,11.0,8.0,0.0,0.0,1.33,5.5,1.3,5.75,1.3,5.8,A,0.0,0.0,2.0,0.0,14.0,0.0,2.0,0.0,8.5,9.0,9.5
2020-07-20 20:15:00,Crystal Palace,A,0.0,0.0,7.0,3.0,15.0,2.0,1.0,0.0,7.5,4.0,7.75,3.9,8.0,4.0,H,2.0,1.0,11.0,5.0,11.0,5.0,2.0,0.0,1.5,1.5,1.47
2020-07-20 18:00:00,Everton,A,1.0,0.0,5.0,2.0,19.0,1.0,3.0,0.0,3.5,3.25,3.5,3.3,3.5,3.3,A,0.0,0.0,8.0,0.0,11.0,7.0,1.0,0.0,2.2,2.15,2.15
2020-07-20 18:00:00,Newcastle,A,0.0,0.0,12.0,1.0,12.0,7.0,2.0,0.0,4.33,3.4,4.2,3.4,4.2,3.5,D,0.0,0.0,11.0,3.0,13.0,9.0,4.0,0.0,1.9,1.95,1.91
2020-07-19 16:00:00,Leicester,A,0.0,0.0,24.0,6.0,10.0,13.0,1.0,0.0,3.25,3.3,3.1,3.3,3.1,3.4,H,3.0,3.0,7.0,3.0,15.0,4.0,2.0,0.0,2.25,2.35,2.3
2020-07-19 14:00:00,Southampton,A,2.0,1.0,16.0,8.0,11.0,6.0,2.0,0.0,2.8,3.6,2.9,3.7,2.8,3.6,A,0.0,0.0,11.0,3.0,12.0,12.0,2.0,0.0,2.4,2.3,2.4
2020-07-18 17:30:00,Burnley,A,2.0,1.0,23.0,8.0,16.0,8.0,0.0,0.0,2.25,3.4,2.2,3.3,2.25,3.3,A,0.0,0.0,6.0,2.0,9.0,6.0,0.0,2.0,3.2,3.4,3.3
2020-07-17 20:00:00,Watford,A,1.0,0.0,14.0,3.0,11.0,3.0,2.0,0.0,3.3,3.0,3.3,3.1,3.25,3.1,H,3.0,3.0,10.0,4.0,11.0,9.0,0.0,0.0,2.4,2.35,2.38
2020-07-16 20:15:00,Man United,A,2.0,1.0,17.0,5.0,15.0,7.0,2.0,0.0,1.36,4.75,1.36,4.75,1.33,5.0,A,0.0,0.0,13.0,5.0,10.0,2.0,1.0,0.0,9.5,9.25,10.0
2020-07-16 20:15:00,Brighton,A,1.0,1.0,10.0,2.0,10.0,2.0,0.0,0.0,3.5,3.3,3.5,3.25,3.5,3.3,D,1.0,0.0,21.0,6.0,6.0,8.0,1.0,0.0,2.15,2.2,2.15
2020-07-16 18:00:00,Aston Villa,A,1.0,0.0,15.0,1.0,13.0,5.0,1.0,0.0,3.75,3.5,3.8,3.6,3.7,3.6,D,1.0,0.0,9.0,1.0,15.0,5.0,2.0,0.0,2.0,1.95,2.0
2020-07-16 18:00:00,Sheffield United,A,0.0,0.0,5.0,1.0,10.0,5.0,2.0,0.0,3.9,3.25,4.1,3.4,4.0,3.4,H,2.0,1.0,15.0,7.0,12.0,9.0,1.0,0.0,2.05,1.95,2.0
2020-07-15 20:15:00,Liverpool,A,1.0,1.0,24.0,8.0,10.0,13.0,1.0,0.0,1.9,3.8,1.85,4.0,1.88,3.8,H,2.0,2.0,3.0,2.0,14.0,2.0,3.0,0.0,3.8,3.8,3.9
2020-07-15 18:00:00,Tottenham,A,3.0,1.0,8.0,5.0,13.0,4.0,3.0,0.0,1.75,3.8,1.8,3.7,1.78,3.75,A,1.0,0.0,22.0,6.0,6.0,5.0,2.0,0.0,4.6,4.4,4.5
2020-07-15 18:00:00,Bournemouth,A,1.0,0.0,15.0,3.0,10.0,5.0,1.0,0.0,17.0,8.5,15.5,8.0,19.0,9.0,H,2.0,2.0,8.0,4.0,10.0,3.0,1.0,0.0,1.14,1.16,1.12
2020-07-15 18:00:00,Wolves,A,1.0,0.0,14.0,5.0,8.0,8.0,0.0,0.0,1.9,3.3,1.9,3.3,1.88,3.25,D,1.0,0.0,9.0,1.0,10.0,3.0,0.0,0.0,4.5,4.5,4.75
2020-07-14 20:15:00,Norwich,A,0.0,0.0,2.0,0.0,9.0,1.0,2.0,0.0,17.0,9.5,18.5,8.75,23.0,9.0,H,1.0,1.0,22.0,6.0,10.0,8.0,2.0,0.0,1.12,1.13,1.11
2020-07-13 20:00:00,Southampton,A,2.0,1.0,9.0,5.0,15.0,6.0,3.0,0.0,10.0,5.5,10.0,6.0,11.0,5.8,D,2.0,2.0,8.0,4.0,14.0,4.0,1.0,0.0,1.3,1.28,1.27
2020-07-12 19:00:00,Leicester,A,1.0,1.0,13.0,5.0,12.0,6.0,1.0,1.0,1.66,3.8,1.67,4.0,1.7,3.7,H,4.0,0.0,10.0,4.0,11.0,2.0,2.0,0.0,5.25,5.0,5.25
2020-07-12 16:30:00,Arsenal,A,1.0,1.0,13.0,4.0,11.0,5.0,3.0,0.0,2.7,3.4,2.65,3.4,2.7,3.4,H,2.0,1.0,15.0,9.0,16.0,6.0,5.0,0.0,2.62,2.65,2.6
2020-07-12 14:15:00,Crystal Palace,A,0.0,0.0,9.0,5.0,21.0,1.0,4.0,1.0,3.3,3.3,3.3,3.3,3.3,3.3,H,2.0,1.0,12.0,9.0,21.0,5.0,2.0,0.0,2.25,2.25,2.25
2020-07-12 12:00:00,Everton,A,0.0,0.0,6.0,2.0,9.0,2.0,2.0,0.0,3.8,3.3,3.8,3.4,4.0,3.2,H,3.0,1.0,14.0,7.0,9.0,5.0,0.0,0.0,2.05,2.05,2.05
2020-07-11 20:00:00,Man City,A,5.0,2.0,26.0,8.0,3.0,7.0,0.0,0.0,1.28,5.5,1.3,5.5,1.29,5.5,A,0.0,0.0,3.0,0.0,7.0,2.0,1.0,0.0,10.0,10.0,11.0
2020-07-11 17:30:00,Chelsea,A,0.0,0.0,15.0,4.0,6.0,6.0,0.0,0.0,1.6,3.8,1.62,3.75,1.57,3.9,H,3.0,2.0,9.0,4.0,8.0,4.0,1.0,0.0,6.0,6.0,6.5
2020-07-11 15:00:00,Burnley,A,1.0,0.0,6.0,2.0,4.0,6.0,2.0,0.0,12.0,6.5,11.5,6.0,12.0,6.5,D,1.0,1.0,23.0,9.0,7.0,12.0,1.0,0.0,1.22,1.25,1.24
2020-07-11 12:30:00,Newcastle,A,1.0,1.0,8.0,4.0,15.0,4.0,4.0,0.0,4.5,3.6,4.5,3.6,4.75,3.5,H,2.0,0.0,17.0,5.0,23.0,2.0,1.0,0.0,1.8,1.83,1.8
2020-07-11 12:30:00,West Ham,A,4.0,2.0,19.0,7.0,8.0,6.0,0.0,0.0,1.95,3.75,1.95,3.6,2.0,3.6,A,0.0,0.0,11.0,2.0,9.0,1.0,1.0,0.0,3.75,3.8,3.7
2020-07-09 20:15:00,Man United,A,3.0,2.0,14.0,6.0,13.0,5.0,3.0,0.0,1.33,5.25,1.33,5.25,1.33,5.0,A,0.0,0.0,9.0,1.0,7.0,3.0,2.0,0.0,9.0,9.25,10.0
2020-07-09 18:00:00,Tottenham,A,0.0,0.0,9.0,0.0,14.0,12.0,2.0,0.0,1.66,3.8,1.65,4.1,1.67,4.0,D,0.0,0.0,9.0,2.0,11.0,8.0,3.0,0.0,5.25,5.0,5.0
2020-07-09 18:00:00,Southampton,A,1.0,1.0,17.0,4.0,14.0,5.0,3.0,0.0,3.6,3.5,3.75,3.5,3.6,3.5,D,1.0,1.0,11.0,4.0,13.0,3.0,3.0,0.0,2.05,2.0,2.05
2020-07-08 20:15:00,Liverpool,A,3.0,2.0,19.0,8.0,15.0,10.0,4.0,0.0,1.53,4.33,1.55,4.33,1.55,4.2,A,1.0,1.0,12.0,2.0,7.0,6.0,1.0,0.0,6.0,5.75,6.0
2020-07-08 18:00:00,Burnley,A,1.0,1.0,8.0,4.0,7.0,3.0,1.0,0.0,3.9,3.4,3.9,3.4,3.9,3.4,A,0.0,0.0,21.0,5.0,7.0,10.0,1.0,0.0,2.0,2.0,2.0
2020-07-08 18:00:00,Wolves,A,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,2.1,3.2,2.15,3.0,2.1,3.1,H,1.0,0.0,7.0,3.0,5.0,6.0,2.0,0.0,3.8,3.9,4.0
2020-07-08 18:00:00,Newcastle,A,0.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0,21.0,9.0,21.0,9.25,26.0,9.0,H,5.0,2.0,23.0,9.0,12.0,8.0,0.0,0.0,1.12,1.12,1.11
2020-07-07 20:15:00,Leicester,A,1.0,0.0,13.0,5.0,14.0,1.0,0.0,0.0,3.0,3.5,3.1,3.4,3.0,3.4,D,1.0,1.0,11.0,7.0,10.0,10.0,1.0,1.0,2.3,2.3,2.38
2020-07-07 18:00:00,Norwich,A,1.0,1.0,12.0,3.0,15.0,3.0,4.0,0.0,5.0,3.75,5.0,3.7,5.25,3.6,H,2.0,1.0,9.0,4.0,11.0,4.0,2.0,0.0,1.7,1.72,1.73
2020-07-07 18:00:00,Chelsea,A,3.0,2.0,14.0,6.0,10.0,9.0,0.0,0.0,1.4,4.5,1.42,4.5,1.4,4.5,A,2.0,1.0,13.0,4.0,11.0,7.0,1.0,0.0,8.5,8.0,8.5
