match_id,date,home_team,away_team,FTHG,FTAG,FTR,HTHG,HTAG,HTR,referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,WHH,WHD,WHA
7348,2023-12-23 17:30:00,Liverpool,Arsenal,1.0,1.0,2,1.0,1.0,D,C Kavanagh,13.0,13.0,3.0,2.0,13.0,14.0,4.0,5.0,2.0,5.0,0.0,0.0,2.38,3.6,2.8,2.35,3.6,2.8,2.3,3.6,2.75
7349,2023-12-23 15:00:00,Luton,Newcastle,1.0,0.0,1,1.0,0.0,H,D England,16.0,15.0,5.0,2.0,11.0,5.0,6.0,7.0,2.0,1.0,0.0,0.0,4.75,4.2,1.65,5.0,4.1,1.62,4.8,4.0,1.62
7350,2023-12-23 15:00:00,Nott'm Forest,Bournemouth,2.0,3.0,3,0.0,0.0,D,R Jones,11.0,18.0,5.0,7.0,10.0,10.0,6.0,6.0,0.0,3.0,1.0,0.0,2.75,3.4,2.55,2.8,3.4,2.45,2.7,3.5,2.38
7351,2023-12-23 15:00:00,Tottenham,Everton,2.0,1.0,1,2.0,0.0,H,S Attwell,13.0,18.0,6.0,8.0,6.0,18.0,3.0,8.0,1.0,4.0,0.0,0.0,1.75,4.2,4.0,1.8,4.0,3.9,1.73,4.0,4.0
7352,2023-12-23 12:30:00,West Ham,Man United,2.0,0.0,1,0.0,0.0,D,S Hooper,12.0,11.0,5.0,3.0,13.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,2.6,3.6,2.6,2.55,3.6,2.55,2.5,3.6,2.5
7353,2023-12-24 13:00:00,Wolves,Chelsea,2.0,1.0,1,0.0,0.0,D,D Coote,14.0,16.0,6.0,5.0,11.0,9.0,10.0,6.0,3.0,5.0,0.0,0.0,3.75,3.75,1.91,3.6,3.6,1.98,3.6,3.6,1.91
7354,2023-12-26 15:00:00,Bournemouth,Fulham,3.0,0.0,1,1.0,0.0,H,T Robinson,16.0,8.0,4.0,3.0,10.0,10.0,6.0,5.0,0.0,2.0,0.0,0.0,2.15,3.6,3.2,2.2,3.5,3.1,2.15,3.5,3.1
7355,2023-12-26 17:30:00,Burnley,Liverpool,0.0,2.0,3,0.0,1.0,A,P Tierney,9.0,19.0,0.0,10.0,7.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0,6.5,5.25,1.4,7.0,5.25,1.39,7.5,5.0,1.35
7356,2023-12-26 20:00:00,Man United,Aston Villa,3.0,2.0,1,0.0,2.0,A,C Pawson,13.0,10.0,7.0,4.0,10.0,10.0,3.0,6.0,1.0,3.0,0.0,0.0,2.6,3.5,2.6,2.45,3.6,2.65,2.5,3.6,2.5
7357,2023-12-26 12:30:00,Newcastle,Nott'm Forest,1.0,3.0,3,1.0,1.0,D,C Kavanagh,19.0,15.0,7.0,6.0,10.0,11.0,10.0,2.0,3.0,3.0,0.0,0.0,1.5,4.33,5.75,1.5,4.33,6.25,1.44,4.33,6.5
7358,2023-12-26 15:00:00,Sheffield United,Luton,2.0,3.0,3,0.0,1.0,A,S Allison,21.0,12.0,6.0,4.0,13.0,13.0,9.0,4.0,5.0,0.0,0.0,0.0,2.3,3.3,3.1,2.35,3.25,3.0,2.3,3.25,3.0
7359,2023-12-27 19:30:00,Brentford,Wolves,1.0,4.0,3,1.0,3.0,A,A Madley,14.0,11.0,4.0,5.0,5.0,14.0,8.0,2.0,1.0,1.0,0.0,0.0,1.95,3.5,4.2,1.95,3.5,3.8,1.85,3.6,3.9
7360,2023-12-27 19:30:00,Chelsea,Crystal Palace,2.0,1.0,1,1.0,1.0,D,M Salisbury,9.0,13.0,4.0,5.0,13.0,16.0,4.0,3.0,3.0,2.0,0.0,0.0,1.67,4.0,5.0,1.65,3.9,5.0,1.65,3.9,4.6
7361,2023-12-27 20:15:00,Everton,Man City,1.0,3.0,3,1.0,0.0,H,J Brooks,7.0,23.0,2.0,9.0,13.0,5.0,8.0,4.0,4.0,2.0,0.0,0.0,5.75,4.0,1.57,5.5,4.1,1.58,5.5,4.2,1.53
7362,2023-12-28 20:15:00,Arsenal,West Ham,0.0,2.0,3,0.0,1.0,A,M Oliver,30.0,6.0,8.0,3.0,8.0,8.0,10.0,3.0,2.0,0.0,0.0,0.0,1.33,5.5,7.5,1.33,5.5,9.0,1.3,5.5,8.0
7363,2023-12-28 19:30:00,Brighton,Tottenham,4.0,2.0,1,2.0,0.0,H,J Gillett,15.0,19.0,9.0,3.0,18.0,6.0,7.0,6.0,3.0,2.0,0.0,0.0,2.5,3.6,2.6,2.4,3.8,2.6,2.4,3.9,2.5
7364,2023-12-30 15:00:00,Aston Villa,Burnley,3.0,2.0,1,2.0,1.0,H,S Attwell,19.0,9.0,7.0,5.0,9.0,14.0,6.0,2.0,4.0,1.0,0.0,1.0,1.36,5.25,7.5,1.38,5.0,7.75,1.33,5.0,8.0
7365,2023-12-30 15:00:00,Crystal Palace,Brentford,3.0,1.0,1,2.0,1.0,H,R Jones,13.0,9.0,6.0,4.0,14.0,10.0,7.0,4.0,0.0,1.0,0.0,0.0,2.2,3.3,3.4,2.2,3.25,3.3,2.15,3.4,3.2
7366,2023-12-30 12:30:00,Luton,Chelsea,2.0,3.0,3,0.0,2.0,A,P Tierney,15.0,12.0,6.0,8.0,14.0,21.0,7.0,2.0,2.0,2.0,0.0,0.0,6.5,4.2,1.5,5.75,4.4,1.53,5.8,4.4,1.5
7367,2023-12-30 15:00:00,Man City,Sheffield United,2.0,0.0,1,1.0,0.0,H,D Coote,18.0,4.0,4.0,2.0,5.0,6.0,12.0,2.0,1.0,1.0,0.0,0.0,1.08,11.0,29.0,1.09,12.0,26.0,1.04,12.0,29.0
7368,2023-12-30 17:30:00,Nott'm Forest,Man United,2.0,1.0,1,0.0,0.0,D,T Robinson,8.0,10.0,2.0,5.0,9.0,11.0,4.0,5.0,2.0,4.0,0.0,0.0,3.2,3.6,2.15,3.2,3.6,2.15,3.1,3.6,2.1
7369,2023-12-30 15:00:00,Wolves,Everton,3.0,0.0,1,1.0,0.0,H,T Bramall,12.0,10.0,6.0,0.0,9.0,14.0,5.0,2.0,2.0,3.0,0.0,0.0,2.63,3.3,2.7,2.55,3.4,2.7,2.5,3.4,2.6
7370,2023-12-31 14:00:00,Fulham,Arsenal,2.0,1.0,1,1.0,1.0,D,J Smith,15.0,13.0,4.0,3.0,11.0,10.0,5.0,4.0,4.0,1.0,0.0,0.0,5.25,4.5,1.55,5.5,4.1,1.58,5.5,4.2,1.53
7371,2023-12-31 14:00:00,Tottenham,Bournemouth,3.0,1.0,1,1.0,0.0,H,S Hooper,12.0,24.0,6.0,4.0,9.0,18.0,4.0,13.0,3.0,3.0,0.0,0.0,1.75,4.2,4.0,1.75,4.2,4.0,1.7,4.2,4.0
7372,2024-01-01 20:00:00,Liverpool,Newcastle,4.0,2.0,1,0.0,0.0,D,A Taylor,34.0,5.0,15.0,3.0,16.0,15.0,7.0,3.0,3.0,5.0,0.0,0.0,1.45,4.5,7.0,1.46,4.8,6.0,1.4,4.8,6.5
7373,2024-01-02 19:30:00,West Ham,Brighton,0.0,0.0,2,0.0,0.0,D,S Barrott,6.0,22.0,2.0,8.0,4.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.45,3.75,2.75,2.4,3.7,2.7,2.38,3.7,2.6
7374,2024-01-12 19:45:00,Burnley,Luton,1.0,1.0,2,1.0,0.0,H,T Harrington,13.0,14.0,7.0,5.0,7.0,12.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,3.6,3.6,2.0,3.5,3.6,1.91,3.6,3.6
7375,2024-01-13 12:30:00,Chelsea,Fulham,1.0,0.0,1,1.0,0.0,H,A Taylor,17.0,14.0,3.0,4.0,13.0,9.0,6.0,4.0,5.0,1.0,0.0,0.0,1.6,4.2,5.25,1.58,4.33,5.25,1.6,4.2,4.75
7376,2024-01-13 17:30:00,Newcastle,Man City,2.0,3.0,3,2.0,1.0,H,C Kavanagh,12.0,27.0,5.0,11.0,7.0,7.0,3.0,13.0,1.0,2.0,0.0,0.0,5.5,4.33,1.55,5.25,4.33,1.57,5.5,4.33,1.53
7377,2024-01-14 14:00:00,Everton,Aston Villa,0.0,0.0,2,0.0,0.0,D,D Coote,10.0,16.0,2.0,5.0,13.0,14.0,4.0,5.0,1.0,4.0,0.0,0.0,2.8,3.5,2.45,2.8,3.6,2.35,2.7,3.6,2.38
7378,2024-01-14 16:30:00,Man United,Tottenham,2.0,2.0,2,2.0,1.0,H,J Brooks,9.0,16.0,2.0,6.0,8.0,5.0,8.0,13.0,2.0,1.0,0.0,0.0,2.2,3.75,3.0,2.15,3.9,2.95,2.15,3.9,2.88
7379,2024-01-20 12:30:00,Arsenal,Crystal Palace,5.0,0.0,1,2.0,0.0,H,P Tierney,21.0,12.0,6.0,5.0,8.0,12.0,6.0,7.0,0.0,0.0,0.0,0.0,1.3,5.75,9.0,1.3,5.5,10.5,1.25,5.5,11.0
7380,2024-01-20 17:30:00,Brentford,Nott'm Forest,3.0,2.0,1,1.0,1.0,D,D England,11.0,12.0,5.0,3.0,10.0,14.0,6.0,4.0,1.0,3.0,0.0,0.0,1.91,3.6,4.0,1.93,3.6,3.75,1.85,3.7,3.75
7381,2024-01-21 16:30:00,Bournemouth,Liverpool,0.0,4.0,3,0.0,0.0,D,A Madley,11.0,14.0,1.0,7.0,9.0,12.0,8.0,5.0,1.0,2.0,0.0,0.0,4.2,4.5,1.7,4.4,4.2,1.68,4.2,4.2,1.67
7382,2024-01-21 14:00:00,Sheffield United,West Ham,2.0,2.0,2,1.0,1.0,D,M Salisbury,21.0,16.0,6.0,5.0,11.0,10.0,4.0,1.0,3.0,1.0,1.0,1.0,3.4,3.3,2.2,3.4,3.4,2.15,3.3,3.5,2.05
7383,2024-01-22 19:45:00,Brighton,Wolves,0.0,0.0,2,0.0,0.0,D,C Pawson,11.0,8.0,4.0,3.0,10.0,13.0,8.0,2.0,1.0,4.0,0.0,0.0,1.65,4.33,5.0,1.66,4.2,4.6,1.57,4.2,5.0
7384,2024-01-30 20:15:00,Aston Villa,Newcastle,1.0,3.0,3,0.0,2.0,A,J Brooks,12.0,14.0,6.0,5.0,14.0,12.0,8.0,7.0,4.0,1.0,0.0,0.0,1.85,4.0,3.8,1.85,4.0,4.0,1.83,3.9,3.6
7385,2024-01-30 20:00:00,Crystal Palace,Sheffield United,3.0,2.0,1,2.0,2.0,D,T Harrington,12.0,9.0,4.0,5.0,8.0,18.0,11.0,1.0,1.0,4.0,0.0,0.0,1.62,3.6,6.5,1.63,3.75,5.5,1.6,3.75,5.5
7386,2024-01-30 19:45:00,Fulham,Everton,0.0,0.0,2,0.0,0.0,D,T Bramall,25.0,21.0,6.0,4.0,6.0,13.0,15.0,6.0,1.0,2.0,0.0,0.0,2.45,3.2,3.0,2.4,3.25,2.95,2.3,3.4,2.9
7387,2024-01-30 19:45:00,Luton,Brighton,4.0,0.0,1,3.0,0.0,H,R Jones,18.0,9.0,8.0,2.0,13.0,14.0,7.0,4.0,2.0,2.0,0.0,0.0,4.2,4.2,1.75,4.2,4.0,1.77,4.0,4.0,1.73
7388,2024-01-30 19:30:00,Nott'm Forest,Arsenal,1.0,2.0,3,0.0,0.0,D,S Hooper,9.0,19.0,3.0,3.0,6.0,7.0,2.0,11.0,0.0,1.0,0.0,0.0,7.5,5.0,1.4,7.5,5.0,1.39,8.0,4.8,1.35
7389,2024-01-31 20:15:00,Liverpool,Chelsea,4.0,1.0,1,2.0,0.0,H,P Tierney,28.0,4.0,13.0,3.0,15.0,16.0,8.0,1.0,2.0,4.0,0.0,0.0,1.57,4.33,5.25,1.58,4.4,5.0,1.53,4.6,4.8
7390,2024-01-31 19:30:00,Man City,Burnley,3.0,1.0,1,2.0,0.0,H,S Barrott,14.0,8.0,4.0,3.0,3.0,13.0,7.0,3.0,2.0,2.0,0.0,0.0,1.08,12.0,21.0,1.1,11.0,23.0,1.06,11.0,23.0
7391,2024-01-31 19:30:00,Tottenham,Brentford,3.0,2.0,1,0.0,1.0,A,D Coote,19.0,9.0,5.0,5.0,13.0,15.0,5.0,3.0,2.0,3.0,0.0,0.0,1.67,4.2,4.75,1.55,4.5,5.25,1.6,4.33,4.5
7392,2024-02-01 19:30:00,West Ham,Bournemouth,1.0,1.0,2,0.0,1.0,A,T Robinson,9.0,9.0,3.0,4.0,13.0,11.0,1.0,5.0,1.0,3.0,0.0,0.0,2.4,3.75,2.75,2.35,3.7,2.75,2.38,3.7,2.6
7393,2024-02-01 20:15:00,Wolves,Man United,3.0,4.0,3,0.0,2.0,A,J Gillett,16.0,21.0,7.0,8.0,10.0,10.0,4.0,5.0,2.0,5.0,0.0,0.0,2.63,3.6,2.55,2.7,3.6,2.4,2.62,3.6,2.38
7394,2024-02-03 15:00:00,Brighton,Crystal Palace,4.0,1.0,1,3.0,0.0,H,S Hooper,13.0,7.0,6.0,5.0,8.0,14.0,3.0,2.0,1.0,3.0,0.0,0.0,1.7,4.0,4.75,1.66,4.0,4.8,1.6,4.0,5.0
7395,2024-02-03 15:00:00,Burnley,Fulham,2.0,2.0,2,0.0,2.0,A,D Bond,12.0,15.0,4.0,7.0,11.0,7.0,2.0,13.0,2.0,2.0,0.0,0.0,2.9,3.4,2.38,2.87,3.4,2.4,2.88,3.5,2.25
7396,2024-02-03 12:30:00,Everton,Tottenham,2.0,2.0,2,1.0,2.0,A,M Oliver,14.0,9.0,5.0,6.0,8.0,14.0,9.0,5.0,3.0,0.0,0.0,0.0,3.0,3.6,2.25,2.8,3.6,2.37,2.75,3.7,2.25
7397,2024-02-03 15:00:00,Newcastle,Luton,4.0,4.0,2,2.0,2.0,D,T Bramall,19.0,11.0,6.0,8.0,13.0,16.0,8.0,2.0,2.0,2.0,0.0,0.0,1.44,4.75,6.5,1.42,4.8,6.75,1.4,4.8,6.5
7398,2024-02-03 17:30:00,Sheffield United,Aston Villa,0.0,5.0,3,0.0,4.0,A,P Tierney,10.0,14.0,5.0,10.0,10.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,5.25,4.2,1.62,5.0,4.2,1.6,5.0,4.2,1.57
7399,2024-02-04 16:30:00,Arsenal,Liverpool,3.0,1.0,1,1.0,1.0,D,A Taylor,15.0,10.0,7.0,1.0,11.0,11.0,2.0,4.0,6.0,2.0,0.0,1.0,2.2,3.6,3.1,2.25,3.6,2.95,2.15,3.75,2.9
7400,2024-02-04 14:00:00,Bournemouth,Nott'm Forest,1.0,1.0,2,1.0,1.0,D,R Welch,9.0,8.0,2.0,6.0,19.0,12.0,11.0,6.0,3.0,2.0,1.0,0.0,1.7,4.2,4.5,1.68,4.1,4.6,1.65,4.0,4.5
7401,2024-02-04 14:00:00,Chelsea,Wolves,2.0,4.0,3,1.0,2.0,A,T Robinson,15.0,14.0,6.0,7.0,15.0,11.0,10.0,1.0,3.0,2.0,0.0,0.0,1.62,4.0,5.5,1.62,4.2,5.0,1.57,4.2,5.0
7402,2024-02-04 14:00:00,Man United,West Ham,3.0,0.0,1,1.0,0.0,H,A Madley,12.0,22.0,5.0,3.0,10.0,5.0,5.0,8.0,0.0,1.0,0.0,0.0,1.62,4.2,5.0,1.68,4.1,4.75,1.62,4.0,4.75
7403,2024-02-05 20:00:00,Brentford,Man City,1.0,3.0,3,1.0,1.0,D,J Gillett,9.0,25.0,3.0,15.0,2.0,4.0,8.0,13.0,1.0,0.0,0.0,0.0,7.0,4.75,1.4,6.75,4.8,1.43,7.0,5.0,1.36
7404,2024-02-10 15:00:00,Fulham,Bournemouth,3.0,1.0,1,2.0,0.0,H,D England,7.0,25.0,6.0,4.0,11.0,11.0,1.0,14.0,1.0,2.0,0.0,0.0,2.38,3.5,2.8,2.3,3.5,2.9,2.25,3.6,2.8
7405,2024-02-10 15:00:00,Liverpool,Burnley,3.0,1.0,1,1.0,1.0,D,T Robinson,25.0,9.0,10.0,4.0,11.0,13.0,9.0,3.0,3.0,2.0,0.0,0.0,1.17,8.0,17.0,1.17,8.0,15.0,1.14,8.0,15.0
7406,2024-02-10 15:00:00,Luton,Sheffield United,1.0,3.0,3,0.0,2.0,A,C Kavanagh,20.0,7.0,5.0,3.0,7.0,12.0,13.0,1.0,1.0,2.0,0.0,0.0,1.75,3.75,4.75,1.75,3.75,4.5,1.7,3.9,4.4
7407,2024-02-10 12:30:00,Man City,Everton,2.0,0.0,1,0.0,0.0,D,J Brooks,19.0,5.0,3.0,1.0,6.0,11.0,9.0,0.0,0.0,2.0,0.0,0.0,1.18,8.0,13.0,1.22,7.0,11.5,1.18,7.0,12.0
7408,2024-02-10 17:30:00,Nott'm Forest,Newcastle,2.0,3.0,3,2.0,2.0,D,A Taylor,13.0,7.0,3.0,5.0,9.0,6.0,4.0,4.0,1.0,2.0,0.0,0.0,3.3,3.75,2.05,3.3,3.6,2.1,3.2,3.7,2.05
7409,2024-02-10 15:00:00,Tottenham,Brighton,2.0,1.0,1,0.0,1.0,A,S Barrott,16.0,6.0,6.0,3.0,14.0,13.0,9.0,6.0,2.0,3.0,0.0,0.0,1.8,4.2,3.8,1.85,4.1,3.7,1.8,4.2,3.6
7410,2024-02-10 15:00:00,Wolves,Brentford,0.0,2.0,3,0.0,1.0,A,S Hooper,17.0,9.0,5.0,6.0,11.0,9.0,7.0,4.0,2.0,3.0,0.0,0.0,2.1,3.6,3.4,2.15,3.6,3.2,2.0,3.6,3.4
7411,2024-02-11 16:30:00,Aston Villa,Man United,1.0,2.0,3,0.0,1.0,A,R Jones,23.0,17.0,10.0,5.0,9.0,7.0,10.0,8.0,3.0,2.0,0.0,0.0,2.15,3.75,3.1,2.15,3.75,3.1,2.1,3.8,3.0
7412,2024-02-11 14:00:00,West Ham,Arsenal,0.0,6.0,3,0.0,4.0,A,C Pawson,5.0,25.0,1.0,12.0,17.0,11.0,2.0,6.0,4.0,0.0,0.0,0.0,6.0,4.33,1.53,5.5,4.2,1.57,5.5,4.33,1.5
7413,2024-02-12 20:00:00,Crystal Palace,Chelsea,1.0,3.0,3,1.0,0.0,H,M Oliver,13.0,14.0,4.0,5.0,14.0,7.0,1.0,7.0,2.0,2.0,0.0,0.0,4.2,3.8,1.85,4.1,3.6,1.87,3.9,3.7,1.83
7414,2024-02-17 12:30:00,Brentford,Liverpool,1.0,4.0,3,0.0,1.0,A,M Oliver,15.0,15.0,6.0,8.0,4.0,18.0,1.0,6.0,2.0,1.0,0.0,0.0,5.5,4.33,1.57,5.0,4.4,1.6,5.5,4.33,1.5
7415,2024-02-17 15:00:00,Burnley,Arsenal,0.0,5.0,3,0.0,2.0,A,J Gillett,8.0,16.0,0.0,7.0,11.0,8.0,4.0,6.0,2.0,1.0,0.0,0.0,10.0,5.75,1.29,9.25,5.75,1.3,10.0,5.5,1.29
7416,2024-02-17 15:00:00,Fulham,Aston Villa,1.0,2.0,3,0.0,1.0,A,L Smith,15.0,12.0,4.0,3.0,11.0,6.0,4.0,4.0,5.0,2.0,0.0,0.0,2.9,3.75,2.2,2.87,3.7,2.25,2.88,3.7,2.2
7417,2024-02-17 17:30:00,Man City,Chelsea,1.0,1.0,2,0.0,1.0,A,A Madley,31.0,9.0,5.0,6.0,7.0,12.0,12.0,1.0,1.0,3.0,0.0,0.0,1.33,5.5,8.0,1.35,5.5,7.75,1.3,5.5,8.0
7418,2024-02-17 15:00:00,Newcastle,Bournemouth,2.0,2.0,2,0.0,0.0,D,M Salisbury,17.0,12.0,5.0,7.0,9.0,22.0,4.0,2.0,1.0,3.0,0.0,0.0,1.83,4.2,3.75,1.8,4.1,3.9,1.75,4.2,3.7
7419,2024-02-17 15:00:00,Nott'm Forest,West Ham,2.0,0.0,1,1.0,0.0,H,T Bramall,19.0,10.0,8.0,3.0,13.0,15.0,5.0,3.0,4.0,4.0,0.0,1.0,2.38,3.5,2.9,2.4,3.5,2.8,2.3,3.5,2.8
7420,2024-02-17 15:00:00,Tottenham,Wolves,1.0,2.0,3,0.0,1.0,A,A Taylor,15.0,12.0,4.0,7.0,8.0,13.0,10.0,4.0,0.0,1.0,0.0,0.0,1.53,4.75,5.25,1.57,4.5,5.0,1.5,4.6,5.5
7421,2024-02-18 16:30:00,Luton,Man United,1.0,2.0,3,1.0,2.0,A,D Coote,22.0,21.0,4.0,9.0,7.0,21.0,8.0,6.0,3.0,5.0,0.0,0.0,4.0,4.0,1.8,3.8,3.9,1.85,3.9,4.0,1.75
7422,2024-02-18 14:00:00,Sheffield United,Brighton,0.0,5.0,3,0.0,2.0,A,S Attwell,6.0,24.0,1.0,10.0,3.0,5.0,5.0,10.0,1.0,4.0,1.0,0.0,5.0,4.2,1.62,4.75,4.1,1.65,4.5,4.2,1.62
7423,2024-02-19 20:00:00,Everton,Crystal Palace,1.0,1.0,2,0.0,0.0,D,P Tierney,19.0,10.0,4.0,4.0,8.0,12.0,3.0,6.0,0.0,2.0,0.0,0.0,1.7,3.6,5.25,1.75,3.5,5.0,1.67,3.6,5.0
7424,2024-02-20 19:30:00,Man City,Brentford,1.0,0.0,1,0.0,0.0,D,D England,25.0,6.0,11.0,2.0,12.0,6.0,10.0,1.0,2.0,4.0,0.0,0.0,1.18,8.0,13.0,1.19,7.75,13.5,1.15,7.0,15.0
7425,2024-02-21 19:30:00,Liverpool,Luton,4.0,1.0,1,0.0,1.0,A,A Madley,29.0,12.0,13.0,3.0,15.0,14.0,13.0,4.0,1.0,4.0,0.0,0.0,1.2,7.0,13.0,1.19,7.75,13.0,1.14,8.0,13.0
7426,2024-02-24 20:00:00,Arsenal,Newcastle,4.0,1.0,1,2.0,0.0,H,P Tierney,18.0,3.0,8.0,2.0,15.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,1.36,5.25,8.0,1.38,5.25,7.25,1.33,5.5,7.0
7427,2024-02-24 15:00:00,Aston Villa,Nott'm Forest,4.0,2.0,1,3.0,1.0,H,S Barrott,16.0,10.0,6.0,3.0,7.0,16.0,7.0,2.0,1.0,2.0,0.0,0.0,1.53,4.5,5.75,1.55,4.5,5.5,1.44,4.6,5.8
7428,2024-02-24 17:30:00,Bournemouth,Man City,0.0,1.0,3,0.0,1.0,A,J Gillett,13.0,15.0,4.0,6.0,14.0,6.0,3.0,8.0,2.0,2.0,0.0,0.0,7.0,5.25,1.4,6.5,5.0,1.42,6.5,5.0,1.4
7429,2024-02-24 15:00:00,Brighton,Everton,1.0,1.0,2,0.0,0.0,D,T Harrington,23.0,6.0,7.0,3.0,9.0,14.0,11.0,3.0,2.0,3.0,1.0,0.0,1.83,3.8,4.2,1.88,3.75,3.9,1.8,3.9,3.75
7430,2024-02-24 15:00:00,Crystal Palace,Burnley,3.0,0.0,1,0.0,0.0,D,L Smith,15.0,2.0,6.0,0.0,8.0,13.0,12.0,3.0,3.0,1.0,0.0,1.0,1.95,3.5,4.0,2.0,3.4,3.8,1.91,3.5,3.75
7431,2024-02-24 15:00:00,Man United,Fulham,1.0,2.0,3,0.0,0.0,D,M Oliver,21.0,17.0,9.0,5.0,6.0,11.0,10.0,9.0,2.0,5.0,0.0,0.0,1.57,4.33,5.5,1.55,4.4,5.25,1.5,4.4,5.5
7432,2024-02-25 13:30:00,Wolves,Sheffield United,1.0,0.0,1,1.0,0.0,H,D Bond,13.0,12.0,2.0,4.0,8.0,4.0,5.0,6.0,2.0,1.0,0.0,0.0,1.44,4.75,7.0,1.41,4.5,6.25,1.44,4.6,6.0
7433,2024-02-26 20:00:00,West Ham,Brentford,4.0,2.0,1,2.0,1.0,H,S Hooper,17.0,14.0,6.0,8.0,5.0,9.0,1.0,7.0,1.0,2.0,0.0,0.0,2.5,3.5,2.75,2.45,3.6,2.7,2.45,3.5,2.6
7434,2024-03-02 15:00:00,Brentford,Chelsea,2.0,2.0,2,0.0,1.0,A,J Gillett,14.0,17.0,5.0,6.0,10.0,9.0,0.0,6.0,3.0,1.0,0.0,0.0,3.1,3.75,2.15,3.0,3.75,2.2,3.1,3.75,2.2
7435,2024-03-02 15:00:00,Everton,West Ham,1.0,3.0,3,0.0,0.0,D,C Pawson,22.0,12.0,11.0,5.0,9.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,2.05,3.6,3.5,2.05,3.4,3.6,2.1,3.6,3.4
7436,2024-03-02 15:00:00,Fulham,Brighton,3.0,0.0,1,2.0,0.0,H,S Hooper,12.0,15.0,5.0,5.0,16.0,10.0,2.0,6.0,1.0,2.0,0.0,0.0,2.55,3.6,2.63,2.65,3.6,2.5,2.62,3.7,2.62
7437,2024-03-02 17:30:00,Luton,Aston Villa,2.0,3.0,3,0.0,2.0,A,M Oliver,13.0,12.0,5.0,8.0,8.0,19.0,8.0,6.0,1.0,4.0,0.0,0.0,4.33,4.2,1.73,4.1,4.1,1.77,4.2,4.2,1.73
7438,2024-03-02 15:00:00,Newcastle,Wolves,3.0,0.0,1,2.0,0.0,H,T Robinson,14.0,12.0,7.0,3.0,8.0,11.0,3.0,5.0,0.0,1.0,0.0,0.0,1.91,4.0,3.6,1.9,3.8,3.7,1.87,3.9,3.75
7439,2024-03-02 15:00:00,Nott'm Forest,Liverpool,0.0,1.0,3,0.0,0.0,D,P Tierney,8.0,22.0,2.0,2.0,11.0,12.0,3.0,12.0,2.0,2.0,0.0,0.0,6.0,4.33,1.53,5.5,4.6,1.52,5.5,4.6,1.53
7440,2024-03-02 15:00:00,Tottenham,Crystal Palace,3.0,1.0,1,0.0,0.0,D,J Brooks,14.0,4.0,6.0,1.0,7.0,16.0,11.0,1.0,1.0,2.0,0.0,0.0,1.5,4.33,6.5,1.47,4.6,6.25,1.5,4.4,6.0
7441,2024-03-03 13:00:00,Burnley,Bournemouth,0.0,2.0,3,0.0,1.0,A,D Coote,20.0,10.0,6.0,3.0,8.0,13.0,7.0,2.0,2.0,4.0,0.0,0.0,3.75,3.6,1.95,3.7,3.75,1.93,3.6,3.8,1.91
7442,2024-03-03 15:30:00,Man City,Man United,3.0,1.0,1,0.0,1.0,A,A Madley,27.0,3.0,8.0,1.0,5.0,10.0,15.0,2.0,0.0,1.0,0.0,0.0,1.25,5.75,11.0,1.26,6.25,10.0,1.25,6.5,10.0
7443,2024-03-04 20:00:00,Sheffield United,Arsenal,0.0,6.0,3,0.0,5.0,A,S Barrott,4.0,22.0,0.0,10.0,11.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,17.0,7.0,1.18,15.5,7.75,1.18,15.0,8.0,1.15
7444,2024-03-09 17:30:00,Arsenal,Brentford,2.0,1.0,1,1.0,1.0,D,R Jones,17.0,9.0,6.0,4.0,9.0,10.0,10.0,4.0,2.0,4.0,0.0,0.0,1.22,7.0,11.0,1.23,6.75,12.0,1.2,7.0,12.0
7445,2024-03-09 15:00:00,Bournemouth,Sheffield United,2.0,2.0,2,0.0,1.0,A,A Taylor,32.0,13.0,12.0,9.0,12.0,11.0,10.0,3.0,3.0,5.0,0.0,0.0,1.33,5.25,8.0,1.35,5.25,8.0,1.33,5.5,8.5
7446,2024-03-09 15:00:00,Crystal Palace,Luton,1.0,1.0,2,1.0,0.0,H,S Singh,21.0,8.0,4.0,2.0,20.0,11.0,8.0,6.0,2.0,3.0,0.0,0.0,1.75,3.8,4.2,1.77,3.8,4.4,1.73,3.9,4.4
7447,2024-03-09 12:30:00,Man United,Everton,2.0,0.0,1,2.0,0.0,H,S Hooper,15.0,23.0,8.0,6.0,13.0,11.0,5.0,8.0,1.0,2.0,0.0,0.0,1.83,3.6,4.0,1.82,3.9,4.0,1.85,3.9,3.8
7448,2024-03-09 15:00:00,Wolves,Fulham,2.0,1.0,1,0.0,0.0,D,T Harrington,8.0,23.0,3.0,6.0,7.0,11.0,3.0,4.0,2.0,2.0,0.0,0.0,2.5,3.4,2.75,2.5,3.5,2.7,2.6,3.3,2.7
