team,date,match_id,team_1_Average_goals_scored_last5,team_1_Average_HT_goals_scored_last5,team_1_Average_shots_last5,team_1_Average_shots_on_target_last5,team_1_Average_fouls_last5,team_1_Average_corners_last5,team_1_Average_yellow_cards_last5,team_1_Average_red_cards_last5,team_1_Average_B365_odds_last5,team_1_Average_B365_draw_odds_last5,team_1_Average_BW_odds_last5,team_1_Average_BW_draw_odds_last5,team_1_Average_WH_odds_last5,team_1_Average_WH_draw_odds_last5,team_1_Average_goals_conceded_last5,team_1_Average_HT_goals_conceded_last5,team_1_Average_shots_conceded_last5,team_1_Average_shots_on_target_conceded_last5,team_1_Average_fouls_conceded_last5,team_1_Average_corners_conceded_last5,team_1_Average_yellow_cards_conceded_last5,team_1_Average_red_cards_conceded_last5,team_1_Average_B365_odds_against_last5,team_1_Average_BW_odds_against_last5,team_1_Average_WH_odds_against_last5
Arsenal,2004-08-22 12:00:00,19,,,,,,,,,,,,,,,,,,,,,,,,,
Arsenal,2004-08-25 12:00:00,23,5.0,1.0,16.0,11.0,8.0,7.0,1.0,0.0,1.36,4.33,1.35,4.0,1.33,4.0,3.0,1.0,9.0,5.0,14.0,5.0,1.0,0.0,9.0,9.0,8.0
Arsenal,2004-09-18 12:00:00,50,4.0,0.5,15.5,10.0,9.5,6.5,1.5,0.0,1.32,4.665,1.3,4.5,1.275,4.5,1.5,0.5,6.0,2.5,16.0,5.0,2.5,0.0,9.5,9.5,8.75
Arsenal,2004-10-02 12:00:00,70,3.3333333333333335,0.6666666666666666,14.0,8.666666666666666,10.666666666666666,5.333333333333333,1.3333333333333333,0.0,1.2966666666666666,4.776666666666666,1.3,4.5,1.25,4.666666666666667,1.6666666666666667,0.3333333333333333,6.666666666666667,3.3333333333333335,16.333333333333332,6.0,2.6666666666666665,0.0,10.666666666666666,9.333333333333334,9.5
Arsenal,2004-10-16 12:00:00,80,3.5,0.75,14.25,8.75,11.25,5.5,1.75,0.0,1.2925,4.8325,1.275,4.75,1.2425,4.75,1.25,0.25,6.0,2.5,16.0,4.75,2.25,0.0,10.5,9.875,9.5
Arsenal,2004-10-30 12:00:00,100,3.4,1.0,15.0,10.0,11.2,5.6,1.8,0.0,1.294,4.866,1.28,4.7,1.25,4.6659999999999995,1.2,0.4,5.8,2.4,17.2,4.4,2.6,0.0,10.3,9.7,9.3
Arsenal,2004-11-20 12:00:00,130,2.8,0.8,14.6,9.6,11.2,5.6,1.8,0.0,1.254,5.3,1.24,5.2,1.216,4.965999999999999,1.0,0.2,5.4,2.2,18.6,4.8,3.2,0.0,11.5,10.5,10.1
Arsenal,2004-12-04 12:00:00,150,2.4,0.8,13.8,8.6,10.8,6.8,1.4,0.0,1.23,5.6,1.23,5.25,1.204,5.066,1.2,0.2,5.6,2.6,17.4,4.4,2.6,0.0,12.5,11.1,10.6
Arsenal,2004-12-12 12:00:00,167,2.6,0.8,13.0,8.2,9.6,7.0,1.2,0.0,1.246,5.5,1.23,5.25,1.22,4.965999999999999,0.8,0.2,4.4,1.8,17.0,3.2,2.2,0.0,11.8,11.1,10.0
Arsenal,2004-12-26 12:00:00,181,2.2,1.0,12.0,7.4,9.2,6.6,0.8,0.0,1.49,5.12,1.44,4.779999999999999,1.436,4.566,1.2,0.4,5.6,2.8,17.4,4.2,2.6,0.0,10.36,9.39,8.66
Arsenal,2005-01-04 12:00:00,215,2.0,0.8,10.6,6.0,9.4,6.8,0.6,0.0,1.48,5.12,1.43,4.88,1.424,4.7,1.0,0.2,5.0,2.6,14.8,4.8,2.2,0.0,11.059999999999999,9.59,8.86
Arsenal,2005-01-23 12:00:00,239,1.8,0.8,10.4,6.0,9.8,7.8,1.0,0.0,1.504,4.720000000000001,1.46,4.4799999999999995,1.4419999999999997,4.6,0.8,0.4,4.6,2.6,13.2,4.4,2.0,0.0,9.86,8.790000000000001,8.059999999999999
Arsenal,2005-02-01 12:00:00,241,1.8,1.0,10.8,6.8,11.4,7.6,1.4,0.0,1.56,4.220000000000001,1.51,4.15,1.4899999999999998,4.2,0.6,0.4,4.6,2.4,14.6,4.0,2.4,0.0,8.36,7.69,7.26
Arsenal,2005-02-14 12:00:00,267,1.6,1.2,11.6,8.0,14.0,8.0,1.8,0.0,1.7439999999999998,3.9400000000000004,1.65,3.8899999999999997,1.6740000000000002,3.9,1.4,0.6,6.2,4.0,14.8,5.0,3.0,0.2,7.1,6.58,6.26
Arsenal,2005-03-05 12:00:00,277,2.2,1.4,13.0,9.4,13.4,8.2,1.8,0.0,1.488,4.42,1.45,4.260000000000001,1.4460000000000002,4.4,1.2,0.4,5.4,3.6,14.8,4.0,2.8,0.2,9.14,7.99,8.1
Arsenal,2005-04-02 12:00:00,300,2.4,1.4,13.0,9.0,13.4,8.2,1.6,0.0,1.51,4.286,1.46,4.160000000000001,1.4620000000000002,4.24,1.2,0.4,6.0,3.8,16.0,3.4,2.8,0.2,8.34,7.790000000000001,7.9
Arsenal,2005-08-14 12:00:00,344,3.0,1.8,14.6,10.2,13.0,7.8,1.2,0.0,1.494,4.586,1.44,4.360000000000001,1.4440000000000002,4.340000000000001,1.2,0.4,5.6,3.2,15.6,3.0,2.2,0.2,9.14,8.39,8.7
Arsenal,2005-08-24 12:00:00,359,3.2,1.6,15.0,11.0,12.6,7.2,0.8,0.0,1.486,4.6259999999999994,1.42,4.44,1.444,4.390000000000001,1.2,0.4,5.2,3.2,15.2,3.4,1.8,0.4,9.24,8.690000000000001,8.5
Arsenal,2005-09-19 12:00:00,391,3.6,1.4,16.8,11.8,11.8,7.2,1.4,0.0,1.28,5.106,1.27,4.8,1.248,4.790000000000001,0.6,0.4,4.8,2.0,14.2,3.4,1.4,0.2,11.2,10.0,9.8
Arsenal,2005-10-02 12:00:00,407,3.0,1.2,15.6,10.2,12.8,7.0,1.6,0.0,1.316,4.806,1.28,4.76,1.282,4.49,0.4,0.4,4.4,1.8,14.6,3.2,1.6,0.2,10.4,9.6,9.0
Arsenal,2005-10-22 12:00:00,422,2.6,1.0,16.6,11.6,13.0,7.8,1.6,0.0,1.31,4.84,1.28,4.819999999999999,1.278,4.516,0.4,0.4,3.8,1.8,15.0,3.4,1.4,0.4,10.5,9.4,9.0
Arsenal,2005-11-05 12:00:00,442,2.0,0.6,13.2,9.0,16.2,6.6,2.0,0.0,1.3699999999999999,4.39,1.3199999999999998,4.5200000000000005,1.334,4.066,0.2,0.2,4.6,2.4,16.2,3.4,2.4,0.4,9.3,8.45,8.2
Arsenal,2005-11-26 12:00:00,461,2.2,1.0,12.6,8.4,15.4,5.8,2.0,0.0,1.33,4.75,1.29,4.82,1.282,4.516,0.4,0.2,4.4,2.4,15.4,4.0,2.4,0.2,10.3,9.05,9.2
Arsenal,2005-12-18 12:00:00,501,2.0,1.2,11.2,7.6,14.0,6.4,1.2,0.0,1.3579999999999999,4.516,1.3,4.78,1.294,4.4159999999999995,0.2,0.0,5.8,3.6,16.2,4.6,2.4,0.2,9.5,8.65,8.9
Arsenal,2005-12-28 12:00:00,513,1.6,0.8,10.4,7.8,14.0,6.6,1.4,0.0,1.652,4.336,1.5899999999999999,4.43,1.6280000000000001,4.1899999999999995,0.6,0.2,7.2,4.8,16.0,5.6,2.6,0.2,8.2,7.539999999999999,7.75
Arsenal,2006-01-03 12:00:00,538,2.2,1.6,8.4,6.0,13.8,5.0,1.4,0.0,1.6300000000000001,4.536,1.5699999999999998,4.57,1.616,4.324,0.6,0.2,8.0,5.2,15.2,5.0,2.6,0.0,8.9,8.34,7.95
Arsenal,2006-01-14 12:00:00,540,2.0,1.6,9.2,6.6,12.4,5.4,1.2,0.0,1.8539999999999999,4.406000000000001,1.7600000000000002,4.39,1.828,4.2940000000000005,0.6,0.2,9.8,5.6,14.4,6.2,2.2,0.0,8.05,7.459999999999999,6.85
Arsenal,2006-02-01 12:00:00,564,2.8,2.0,11.6,8.2,12.6,5.4,1.4,0.0,1.8800000000000003,4.072,1.78,4.24,1.8659999999999997,3.8940000000000006,0.4,0.2,10.6,5.8,14.6,6.2,2.4,0.2,7.05,6.659999999999999,6.05
Arsenal,2006-02-11 12:00:00,581,2.6,1.8,12.2,8.2,12.0,6.0,1.4,0.0,1.888,4.072,1.7899999999999998,4.08,1.866,3.8939999999999997,1.0,0.6,8.4,4.8,14.6,4.6,2.2,0.2,6.75,6.859999999999999,6.05
Arsenal,2006-03-12 12:00:00,620,2.8,1.8,14.0,9.2,12.2,6.6,1.2,0.0,1.614,4.252000000000001,1.53,4.21,1.5719999999999998,4.0200000000000005,0.8,0.6,7.2,3.8,13.4,4.8,1.8,0.2,7.45,7.7700000000000005,6.7
Arsenal,2006-03-18 12:00:00,624,2.4,1.2,15.0,9.2,11.4,7.0,1.2,0.0,1.8199999999999998,3.7920000000000003,1.7400000000000002,3.7299999999999995,1.768,3.62,1.0,0.6,7.6,3.6,14.4,4.6,2.0,0.4,5.470000000000001,5.970000000000001,5.4
Arsenal,2006-04-01 12:00:00,644,3.0,1.6,16.6,10.0,9.2,7.4,0.8,0.0,1.556,4.072,1.54,3.9299999999999997,1.524,3.9,1.0,0.6,4.8,2.6,13.8,3.0,1.6,0.4,6.82,7.0,6.5
Arsenal,2006-04-15 12:00:00,666,2.6,1.2,15.8,9.8,8.6,8.2,0.6,0.0,1.546,4.206,1.54,3.9299999999999997,1.518,3.94,1.0,0.6,5.6,3.0,13.2,3.4,1.4,0.2,7.220000000000001,7.0699999999999985,6.6
Arsenal,2006-04-22 12:00:00,683,2.8,1.2,15.8,9.8,9.0,6.8,0.8,0.0,1.51,4.4399999999999995,1.516,4.13,1.512,3.94,0.6,0.2,6.4,2.4,11.4,3.2,1.4,0.2,8.32,7.469999999999999,7.0
Arsenal,2006-05-07 12:00:00,706,2.8,1.2,14.4,9.0,8.0,6.2,0.6,0.0,1.5420000000000003,4.32,1.566,4.05,1.528,3.9,0.6,0.0,7.2,3.0,10.8,2.8,1.2,0.4,8.22,7.029999999999999,6.9
Arsenal,2006-08-19 12:00:00,716,3.2,1.4,14.8,9.6,8.8,6.2,0.8,0.0,1.332,4.88,1.366,4.43,1.3379999999999999,4.3,0.8,0.4,7.2,3.0,10.4,3.0,1.0,0.4,10.2,8.43,7.9
Arsenal,2006-09-09 12:00:00,744,2.8,1.0,15.4,10.0,9.6,8.2,1.0,0.0,1.3279999999999998,4.88,1.346,4.609999999999999,1.338,4.3,1.0,0.4,7.8,3.4,12.2,3.0,1.2,0.4,10.9,8.83,7.9
Arsenal,2006-09-23 12:00:00,765,2.0,0.6,15.4,9.2,8.8,9.6,1.2,0.0,1.3379999999999999,4.746,1.346,4.56,1.338,4.3260000000000005,1.2,0.6,6.2,2.8,13.4,1.4,2.2,0.6,10.9,8.959999999999999,7.8
Arsenal,2006-10-14 12:00:00,785,2.0,0.4,15.0,9.4,9.4,10.0,1.2,0.0,1.334,4.746,1.332,4.76,1.3279999999999998,4.426,1.0,0.6,5.6,3.4,13.8,1.6,2.2,0.6,11.7,9.559999999999999,8.0
Arsenal,2006-10-28 12:00:00,805,2.4,0.8,16.2,9.6,8.8,10.6,1.0,0.0,1.234,5.366,1.222,5.4,1.234,4.866,0.8,0.6,5.6,2.8,14.8,1.6,2.2,0.4,13.6,11.2,10.0
Arsenal,2006-11-12 12:00:00,833,1.8,0.4,18.8,10.6,7.6,12.8,1.2,0.0,1.274,4.965999999999999,1.2419999999999998,5.25,1.25,4.6659999999999995,0.6,0.4,4.4,2.6,15.8,2.0,2.6,0.2,12.8,10.76,10.0
Arsenal,2006-11-18 12:00:00,835,2.2,0.6,16.4,9.8,7.0,9.6,1.4,0.0,1.418,4.7059999999999995,1.382,4.9,1.394,4.34,0.4,0.4,5.4,2.8,14.4,3.0,2.8,0.2,10.95,9.48,9.120000000000001
Arsenal,2006-12-02 12:00:00,860,2.2,0.6,17.0,9.4,8.0,8.8,1.6,0.0,1.402,4.84,1.3820000000000001,4.95,1.3900000000000001,4.314,0.4,0.4,5.6,2.8,12.8,3.2,2.6,0.0,11.55,9.36,9.32
Arsenal,2006-12-16 12:00:00,885,2.2,1.0,15.4,8.2,8.8,8.0,1.4,0.0,1.494,4.4399999999999995,1.46,4.470000000000001,1.464,3.9739999999999993,0.4,0.4,6.0,2.8,14.2,3.2,2.8,0.0,9.15,7.709999999999999,8.22
Arsenal,2006-12-23 12:00:00,895,2.0,0.6,15.2,8.4,10.2,7.8,1.4,0.0,1.542,4.006,1.51,4.07,1.502,3.6740000000000004,0.8,0.6,5.6,3.2,14.0,3.2,3.0,0.0,7.65,6.3100000000000005,6.82
Arsenal,2007-01-02 12:00:00,932,3.0,1.2,13.6,8.4,11.8,6.0,1.6,0.0,1.528,4.106,1.5,4.17,1.496,3.714,1.0,0.6,7.4,4.2,12.6,3.8,3.0,0.0,7.75,6.4,6.92
Arsenal,2007-01-21 12:00:00,952,3.2,1.4,15.4,9.0,13.0,7.2,1.2,0.0,1.3719999999999999,4.566000000000001,1.354,4.5600000000000005,1.328,4.24,1.0,0.6,6.2,3.8,12.0,3.0,2.6,0.2,9.6,8.080000000000002,8.6
Arsenal,2007-02-11 12:00:00,981,3.4,1.4,14.4,9.2,13.6,6.6,1.0,0.0,1.6219999999999999,4.186,1.594,4.24,1.546,4.0,1.0,0.4,7.8,4.8,12.4,4.0,2.2,0.2,7.56,6.919999999999999,7.339999999999999
Arsenal,2007-03-03 12:00:00,993,3.2,1.0,15.2,8.8,12.4,8.0,2.0,0.0,1.5399999999999998,4.486,1.524,4.720000000000001,1.476,4.3,1.2,0.6,8.0,4.4,12.4,3.8,2.4,0.2,9.16,7.7700000000000005,8.24
Arsenal,2007-04-07 12:00:00,1027,3.2,1.0,15.6,9.0,11.4,9.8,2.2,0.0,1.56,4.37,1.534,4.6,1.49,4.25,1.0,0.4,8.0,4.2,12.6,4.4,2.2,0.2,9.059999999999999,7.87,8.040000000000001
Arsenal,2007-04-14 12:00:00,1041,2.0,0.4,17.8,9.6,10.6,11.2,1.6,0.0,1.574,4.336,1.5539999999999998,4.45,1.51,4.276,0.8,0.4,7.0,3.8,12.8,3.4,1.8,0.2,8.66,7.67,7.44
Arsenal,2007-04-17 12:00:00,1049,1.6,0.2,18.4,9.4,9.4,10.0,2.0,0.0,1.6620000000000001,3.9560000000000004,1.64,4.11,1.6,3.836,1.0,0.6,7.4,3.8,14.6,4.0,2.2,0.2,7.06,6.220000000000001,6.04
Arsenal,2007-04-29 12:00:00,1072,1.8,0.4,17.2,9.2,8.4,9.8,1.8,0.0,1.442,4.202,1.42,4.33,1.406,3.9859999999999998,1.0,0.8,7.2,3.8,14.0,3.4,1.6,0.2,8.0,7.019999999999999,6.9
Arsenal,2007-05-06 12:00:00,1082,2.0,0.6,17.2,9.6,7.8,9.2,1.0,0.0,1.4579999999999997,4.101999999999999,1.45,3.9299999999999997,1.434,3.8259999999999996,1.0,0.6,7.0,3.6,13.0,4.4,1.8,0.2,7.3,6.8199999999999985,6.3
Arsenal,2007-11-03 12:00:00,1203,1.8,0.8,15.4,8.6,10.0,6.6,1.0,0.0,1.6979999999999997,4.002,1.72,3.78,1.6740000000000002,3.7359999999999998,1.0,0.6,7.4,3.6,12.8,4.4,2.0,0.4,6.4,5.99,5.36
Arsenal,2007-11-24 12:00:00,1223,2.2,0.8,12.8,6.8,11.0,4.4,1.2,0.0,1.918,3.7560000000000002,1.92,3.6100000000000003,1.8439999999999999,3.47,1.2,0.6,8.2,3.4,12.8,5.0,2.2,0.4,5.5,5.090000000000001,4.836
Arsenal,2007-12-16 12:00:00,1263,2.2,0.6,11.6,6.2,11.4,5.4,1.0,0.0,1.818,4.436,1.8199999999999998,4.21,1.75,3.91,1.0,0.4,8.4,3.4,12.6,4.6,2.4,0.2,7.9,6.640000000000001,6.836
Arsenal,2007-12-22 12:00:00,1265,1.8,0.6,11.4,5.2,13.6,4.6,2.0,0.0,2.0380000000000003,4.17,2.02,3.97,1.92,3.7600000000000002,0.8,0.2,8.6,3.6,13.4,5.0,3.4,0.2,7.0200000000000005,5.89,6.012
Arsenal,2008-01-01 12:00:00,1295,1.6,0.4,11.2,5.2,14.4,4.2,1.8,0.0,2.072,4.07,2.04,3.9299999999999997,1.948,3.6399999999999997,0.8,0.2,9.2,4.4,13.4,4.0,3.2,0.2,6.62,5.4399999999999995,5.811999999999999
Arsenal,2008-01-12 12:00:00,1305,1.8,0.6,14.0,7.0,11.6,4.6,1.6,0.0,1.798,4.42,1.7399999999999998,4.2,1.686,3.88,0.6,0.2,10.4,5.0,12.2,4.0,3.4,0.0,8.120000000000001,6.769999999999999,6.952
Arsenal,2008-01-29 12:00:00,1326,1.6,0.8,14.0,7.6,10.2,6.8,1.6,0.0,1.538,5.0,1.494,4.869999999999999,1.47,4.38,0.4,0.0,8.8,4.6,11.2,3.8,3.4,0.0,10.92,8.419999999999998,8.776
Arsenal,2008-02-11 12:00:00,1354,1.8,1.0,13.4,7.2,10.6,6.2,1.6,0.0,1.562,4.6,1.524,4.47,1.492,4.18,0.4,0.0,8.8,4.8,10.8,3.6,3.2,0.0,10.120000000000001,7.719999999999999,7.775999999999999
Arsenal,2008-03-01 12:00:00,1364,2.0,1.0,13.8,8.0,9.2,7.0,0.8,0.0,1.328,4.95,1.314,4.709999999999999,1.308,4.38,0.4,0.0,8.0,3.8,9.6,3.6,2.2,0.0,11.7,8.75,8.8
Arsenal,2008-03-15 12:00:00,1384,1.8,1.0,15.2,8.4,8.8,7.6,0.8,0.0,1.342,4.91,1.324,4.67,1.308,4.38,0.4,0.2,7.0,3.6,10.2,4.8,2.0,0.0,11.5,8.669999999999998,8.8
Arsenal,2008-04-05 12:00:00,1416,1.6,0.6,14.4,7.6,9.2,8.8,0.8,0.0,1.326,5.01,1.314,4.7700000000000005,1.294,4.4399999999999995,0.6,0.4,4.8,2.4,10.8,3.6,1.8,0.2,12.1,8.87,9.2
Arsenal,2008-04-19 12:00:00,1437,1.6,0.4,12.8,7.0,9.6,7.0,0.8,0.0,1.506,4.45,1.5,4.1,1.45,3.96,0.6,0.6,6.6,2.8,10.8,3.6,1.8,0.2,9.45,7.3199999999999985,7.5
Arsenal,2008-05-04 12:00:00,1463,1.4,0.6,14.6,8.6,8.8,8.6,0.6,0.0,1.516,4.45,1.49,4.25,1.458,3.9599999999999995,0.6,0.6,6.0,2.6,10.8,4.0,1.8,0.2,8.85,7.32,7.1
Arsenal,2008-08-16 12:00:00,1476,1.2,0.4,14.2,7.2,8.4,8.8,0.4,0.0,1.582,4.220000000000001,1.5399999999999998,4.08,1.526,3.8,0.6,0.6,6.4,3.0,10.4,3.6,2.0,0.2,7.75,6.82,6.459999999999999
Arsenal,2008-08-30 12:00:00,1496,1.2,0.6,15.8,8.6,9.0,8.6,0.2,0.0,1.5080000000000002,4.76,1.484,4.46,1.46,4.22,0.4,0.4,6.4,3.0,9.4,3.2,1.6,0.2,9.45,7.55,7.659999999999999
Arsenal,2008-09-27 12:00:00,1525,1.6,1.0,16.4,9.6,10.0,8.8,0.6,0.0,1.546,4.459999999999999,1.5139999999999998,4.26,1.504,4.06,0.2,0.2,6.4,3.2,9.6,3.2,1.6,0.0,8.65,7.05,7.26
Arsenal,2008-10-18 12:00:00,1545,1.6,1.0,18.4,10.2,9.6,10.8,0.8,0.0,1.366,5.0200000000000005,1.334,4.73,1.3539999999999999,4.59,0.4,0.0,5.6,3.4,9.0,3.4,1.4,0.0,11.3,8.8,9.959999999999999
Arsenal,2008-10-29 12:00:00,1566,1.8,0.6,19.0,10.6,9.8,9.8,1.2,0.0,1.3719999999999999,4.92,1.3539999999999999,4.529999999999999,1.3679999999999999,4.59,0.6,0.2,6.2,3.6,8.6,3.4,1.6,0.0,11.3,8.6,10.26
Arsenal,2008-11-08 12:00:00,1585,2.4,0.8,20.8,12.6,9.4,10.0,1.4,0.0,1.3279999999999998,5.1,1.314,4.65,1.306,4.75,1.4,0.4,6.4,4.0,11.2,3.0,2.2,0.0,11.7,9.0,10.7
Arsenal,2008-11-15 12:00:00,1595,2.6,0.8,18.2,11.2,10.4,9.6,2.0,0.0,1.738,4.45,1.6299999999999997,4.18,1.6920000000000002,4.2700000000000005,1.6,0.4,8.8,5.0,11.0,3.2,2.6,0.0,9.16,7.470000000000001,8.780000000000001
Arsenal,2008-12-06 12:00:00,1625,2.0,0.4,16.4,10.0,9.8,8.8,2.0,0.0,1.75,4.45,1.64,4.13,1.7100000000000002,4.220000000000001,2.0,0.4,9.8,5.8,13.2,4.0,3.0,0.0,8.76,7.369999999999999,8.580000000000002
Arsenal,2008-12-21 12:00:00,1650,2.0,0.6,15.0,9.0,10.8,7.4,1.8,0.0,1.7759999999999998,4.2,1.65,4.029999999999999,1.73,4.07,1.6,0.4,10.4,5.6,14.4,3.8,3.2,0.0,7.56,6.969999999999999,7.38
Arsenal,2008-12-28 12:00:00,1664,1.6,0.8,11.8,6.8,12.0,6.4,2.0,0.2,1.984,3.95,1.8399999999999999,3.81,1.934,3.7900000000000005,1.6,0.4,11.0,6.2,15.2,3.2,3.0,0.0,6.16,5.9399999999999995,6.1
Arsenal,2009-01-10 12:00:00,1674,1.0,0.6,10.0,5.8,12.2,6.8,1.8,0.2,1.9760000000000002,3.95,1.83,3.85,1.9420000000000002,3.8560000000000003,0.8,0.2,10.0,5.6,13.6,3.4,2.4,0.0,6.659999999999999,6.090000000000001,6.4
Arsenal,2009-01-31 12:00:00,1703,0.8,0.4,10.6,6.2,11.6,6.8,1.6,0.2,1.598,4.1659999999999995,1.53,4.17,1.5939999999999999,4.101999999999999,0.6,0.2,7.0,4.2,15.4,2.2,2.4,0.0,8.4,7.2700000000000005,7.92
Arsenal,2009-02-21 12:00:00,1725,0.8,0.4,11.4,6.2,12.2,7.8,1.6,0.2,1.598,4.206,1.51,4.3,1.568,4.218,0.2,0.2,5.6,3.4,13.4,1.8,2.0,0.0,8.4,7.35,8.120000000000001
Arsenal,2009-02-28 12:00:00,1735,0.6,0.2,12.4,7.2,10.8,7.8,1.8,0.2,1.612,4.122,1.54,4.12,1.5879999999999999,4.058,0.2,0.2,4.2,3.0,13.2,1.8,2.0,0.0,8.0,6.75,7.720000000000001
Arsenal,2009-03-14 12:00:00,1755,0.4,0.0,14.4,8.2,9.2,9.6,1.2,0.0,1.412,4.338,1.3599999999999999,4.29,1.392,4.2780000000000005,0.0,0.0,4.6,2.4,12.6,2.8,1.4,0.0,9.2,7.68,8.9
Arsenal,2009-04-04 12:00:00,1775,1.0,0.2,15.8,9.2,9.0,8.8,1.2,0.0,1.42,4.304,1.3699999999999999,4.25,1.392,4.252000000000001,0.0,0.0,5.2,2.4,13.6,3.2,2.0,0.0,8.8,7.529999999999999,9.0
Arsenal,2009-04-26 12:00:00,1812,1.2,0.4,16.4,9.2,8.6,9.2,1.0,0.0,1.454,4.188,1.41,4.05,1.408,4.186,0.0,0.0,6.6,2.8,12.2,3.6,2.2,0.0,8.1,7.089999999999999,8.6
Arsenal,2009-05-10 12:00:00,1832,1.6,0.6,16.4,9.8,7.8,8.2,0.6,0.0,1.454,4.188,1.42,3.97,1.428,4.12,0.0,0.0,7.2,3.2,12.4,3.2,1.8,0.0,8.2,7.109999999999999,8.4
Arsenal,2009-05-24 12:00:00,1846,1.8,0.6,16.2,9.4,10.4,7.8,0.4,0.0,1.6940000000000002,3.972,1.6299999999999997,3.78,1.672,3.9200000000000004,0.8,0.4,9.8,4.4,12.4,3.0,1.4,0.0,6.959999999999999,6.24,7.140000000000001
Arsenal,2009-08-22 12:00:00,1872,2.6,1.4,17.8,10.0,11.0,6.8,0.6,0.0,1.6800000000000002,4.106,1.6059999999999999,3.97,1.658,4.04,1.0,0.6,8.0,4.0,11.8,1.8,1.4,0.0,7.159999999999999,6.44,7.24
Arsenal,2009-09-19 12:00:00,1902,2.6,1.6,18.0,10.8,11.2,7.0,0.8,0.0,1.6260000000000001,4.640000000000001,1.5559999999999998,4.37,1.612,4.5,1.2,0.8,8.4,4.2,11.0,1.8,0.6,0.0,9.36,7.94,9.24
Arsenal,2009-10-04 12:00:00,1927,3.0,1.6,19.2,11.2,10.2,6.8,1.0,0.0,1.5699999999999998,4.99,1.5059999999999998,4.62,1.568,4.8,1.2,0.8,8.2,4.4,12.8,2.2,0.4,0.0,10.459999999999999,8.73,10.64
Arsenal,2009-10-17 12:00:00,1932,3.8,2.0,21.0,12.6,10.4,6.8,1.2,0.0,1.51,5.45,1.4620000000000002,5.029999999999999,1.508,5.0,1.6,1.2,8.6,5.0,12.2,2.2,0.6,0.0,11.959999999999999,9.430000000000001,11.440000000000001
Arsenal,2009-10-31 12:00:00,1952,4.2,2.4,22.0,13.6,8.2,7.0,1.2,0.0,1.2239999999999998,6.2,1.204,5.7,1.218,5.76,1.0,1.0,6.0,3.8,13.0,2.4,1.0,0.0,15.2,11.9,14.3
Arsenal,2009-11-29 12:00:00,1992,4.0,2.0,20.8,13.8,8.4,7.0,1.2,0.0,1.2719999999999998,6.0,1.2479999999999998,5.51,1.266,5.5600000000000005,0.8,0.8,6.8,4.6,12.8,2.8,1.2,0.0,14.4,11.4,13.6
Arsenal,2009-12-05 12:00:00,1995,3.2,1.6,18.0,11.2,10.0,6.2,1.4,0.0,1.5779999999999998,5.24,1.538,4.93,1.556,4.9,1.2,1.0,6.4,4.8,13.2,2.6,1.6,0.0,11.14,8.94,10.34
Arsenal,2009-12-19 12:00:00,2023,2.8,1.6,15.8,10.6,9.4,7.0,1.0,0.0,1.586,5.140000000000001,1.538,4.93,1.562,4.9,1.2,1.0,5.8,4.6,11.0,2.2,1.2,0.0,11.14,9.34,9.74
Arsenal,2009-12-27 12:00:00,2040,2.2,1.2,14.6,8.8,9.4,7.0,1.0,0.0,1.59,5.040000000000001,1.5379999999999998,4.970000000000001,1.562,5.1,0.8,0.6,5.6,3.6,11.8,2.0,2.0,0.0,11.14,9.74,10.540000000000001
Arsenal,2010-01-09 12:00:00,2053,2.2,0.8,14.4,8.8,10.6,7.6,1.0,0.0,1.702,4.340000000000001,1.6260000000000001,4.42,1.6420000000000001,4.4,0.6,0.4,6.4,3.8,12.2,2.2,2.2,0.0,8.34,7.790000000000001,8.14
Arsenal,2010-01-20 12:00:00,2065,2.0,0.6,12.0,7.4,10.6,7.6,1.0,0.0,1.668,4.44,1.6060000000000003,4.45,1.6079999999999999,4.54,1.0,0.6,6.8,3.8,12.4,3.4,2.2,0.0,8.84,8.190000000000001,8.540000000000001
Arsenal,2010-01-31 12:00:00,2083,2.8,0.8,15.0,9.6,10.4,8.6,0.8,0.0,1.3719999999999999,4.9,1.326,4.93,1.324,5.1,0.8,0.6,6.8,3.6,13.4,3.4,2.2,0.0,11.7,10.65,11.4
Arsenal,2010-02-10 12:00:00,2102,2.6,0.6,16.2,9.4,11.6,8.2,1.0,0.0,1.634,4.55,1.5559999999999998,4.59,1.5939999999999999,4.65,1.4,1.0,8.0,3.8,14.4,4.0,2.2,0.0,9.66,8.8,9.540000000000001
Arsenal,2010-02-20 12:00:00,2110,2.2,0.4,14.8,8.8,13.6,7.2,1.4,0.0,1.81,4.01,1.72,4.0,1.754,4.11,1.4,1.0,8.6,4.8,14.2,5.2,1.6,0.0,7.38,6.909999999999999,7.290000000000001
Arsenal,2010-03-06 12:00:00,2129,2.0,0.6,14.2,8.4,12.4,6.6,1.4,0.0,1.7079999999999997,4.51,1.64,4.45,1.6799999999999997,4.51,1.4,1.0,8.4,5.0,12.6,4.6,2.0,0.0,9.379999999999999,8.26,8.690000000000001
Arsenal,2010-03-20 12:00:00,2148,2.2,0.6,17.0,9.6,11.4,7.0,1.2,0.0,1.6560000000000001,5.109999999999999,1.59,4.92,1.6239999999999999,5.21,1.2,0.8,8.2,5.0,12.8,3.4,2.6,0.0,11.879999999999999,10.059999999999999,11.290000000000001
