date,match_id,team,home_away,GoalsScored,HTGoalsScored,Shots,ShotsOnTarget,Fouls,Corners,YellowCards,RedCards,B365Odds,B365DrawOdds,BWOdds,BWDrawOdds,WHOdds,WHDrawOdds,FullTimeResult,GoalsConceded,HTGoalsConceded,shotsConceded,shotsOnTargetConceded,foulsConceded,cornersConceded,yellowCardsConceded,redCardsConceded,B365OddsAgainst,BWOddsAgainst,WHOddsAgainst
2004-10-17 12:00:00,88,Charlton,H,1.0,0.0,11.0,6.0,15.0,8.0,1.0,0.0,2.75,3.2,2.5,3.15,2.62,2.9,2,1.0,1.0,15.0,8.0,7.0,9.0,1.0,0.0,2.5,2.6,2.5
2004-10-23 12:00:00,93,Charlton,A,0.0,0.0,3.0,1.0,11.0,0.0,1.0,0.0,7.5,3.6,6.0,3.45,6.5,3.6,1,2.0,0.0,17.0,7.0,9.0,12.0,0.0,0.0,1.5,1.55,1.44
2004-10-30 12:00:00,103,Charlton,H,1.0,0.0,8.0,7.0,14.0,3.0,3.0,0.0,2.6,3.2,2.4,3.2,2.37,3.0,3,2.0,1.0,11.0,7.0,8.0,4.0,0.0,0.0,2.62,2.7,2.7
2004-11-06 12:00:00,116,Charlton,A,3.0,2.0,3.0,3.0,13.0,1.0,2.0,1.0,4.33,3.1,4.75,3.3,3.75,3.2,3,2.0,0.0,19.0,11.0,6.0,5.0,0.0,0.0,1.9,1.7,1.83
2004-11-13 12:00:00,122,Charlton,H,4.0,2.0,16.0,11.0,14.0,1.0,0.0,0.0,1.8,3.1,1.75,3.1,1.8,3.1,1,0.0,0.0,8.0,4.0,11.0,5.0,3.0,0.0,5.0,4.75,4.0
2004-11-20 12:00:00,134,Charlton,A,0.0,0.0,5.0,2.0,13.0,3.0,0.0,0.0,9.5,4.5,9.0,4.0,8.0,3.75,1,2.0,1.0,20.0,11.0,8.0,6.0,0.0,0.0,1.33,1.35,1.36
2004-11-27 12:00:00,142,Charlton,H,0.0,0.0,8.0,4.0,13.0,7.0,0.0,0.0,6.5,3.5,6.0,3.45,6.0,3.25,3,4.0,1.0,16.0,12.0,11.0,10.0,1.0,0.0,1.57,1.55,1.53
2004-12-05 12:00:00,158,Charlton,A,1.0,0.0,11.0,7.0,14.0,3.0,3.0,0.0,2.9,3.2,2.7,3.2,2.75,3.1,3,0.0,0.0,5.0,3.0,16.0,5.0,2.0,0.0,2.37,2.4,2.3
2004-12-11 12:00:00,166,Charlton,A,1.0,1.0,8.0,2.0,13.0,6.0,0.0,0.0,2.8,3.1,3.0,3.2,2.5,3.1,3,0.0,0.0,7.0,4.0,16.0,6.0,0.0,0.0,2.5,2.2,2.5
2004-12-20 12:00:00,180,Charlton,H,2.0,1.0,8.0,5.0,14.0,5.0,1.0,0.0,2.0,3.2,2.0,3.15,1.9,3.2,1,1.0,0.0,6.0,4.0,16.0,3.0,2.0,0.0,3.75,3.5,3.5
2004-12-26 12:00:00,189,Charlton,A,0.0,0.0,15.0,5.0,12.0,11.0,0.0,0.0,2.6,3.25,3.0,3.1,2.62,3.1,2,0.0,0.0,12.0,4.0,7.0,5.0,1.0,0.0,2.6,2.25,2.37
2004-12-28 12:00:00,193,Charlton,H,2.0,0.0,12.0,8.0,13.0,8.0,0.0,0.0,2.62,3.2,2.5,3.2,2.5,3.1,1,0.0,0.0,5.0,3.0,11.0,2.0,0.0,1.0,2.6,2.55,2.5
2005-01-01 12:00:00,203,Charlton,H,1.0,1.0,7.0,4.0,13.0,1.0,1.0,0.0,6.0,3.4,7.0,3.7,5.5,3.3,3,3.0,1.0,8.0,5.0,15.0,2.0,1.0,0.0,1.61,1.45,1.57
2005-01-03 12:00:00,211,Charlton,A,0.0,0.0,9.0,6.0,14.0,8.0,3.0,0.0,2.7,3.2,3.1,3.0,2.62,3.2,1,1.0,1.0,16.0,11.0,11.0,6.0,2.0,0.0,2.3,2.25,2.3
2005-01-15 12:00:00,223,Charlton,H,3.0,1.0,10.0,6.0,11.0,4.0,0.0,0.0,2.2,3.1,2.05,3.2,1.9,3.2,1,1.0,0.0,10.0,6.0,10.0,4.0,2.0,0.0,3.4,3.3,3.5
2005-01-22 12:00:00,234,Charlton,A,1.0,1.0,4.0,3.0,10.0,5.0,2.0,0.0,4.33,3.3,4.0,3.2,3.8,3.25,3,0.0,0.0,12.0,7.0,13.0,9.0,1.0,0.0,1.83,1.85,1.8
2005-02-01 12:00:00,243,Charlton,H,1.0,1.0,4.0,3.0,11.0,3.0,0.0,0.0,2.87,3.2,2.9,3.1,2.62,3.2,3,2.0,0.0,19.0,7.0,15.0,7.0,0.0,0.0,2.4,2.3,2.3
2005-02-05 12:00:00,256,Charlton,A,1.0,0.0,8.0,2.0,12.0,2.0,1.0,0.0,4.5,3.4,4.0,3.2,3.75,3.3,2,1.0,0.0,21.0,10.0,10.0,7.0,1.0,0.0,1.8,1.85,1.8
2005-02-27 12:00:00,274,Charlton,A,2.0,1.0,5.0,2.0,15.0,1.0,3.0,0.0,4.33,3.1,4.6,3.2,3.5,3.2,2,2.0,0.0,21.0,18.0,10.0,10.0,0.0,0.0,1.9,1.75,1.9
2005-03-05 12:00:00,280,Charlton,A,0.0,0.0,9.0,6.0,12.0,5.0,2.0,0.0,3.0,3.25,2.9,3.2,2.75,3.1,2,0.0,0.0,10.0,5.0,9.0,5.0,3.0,0.0,2.3,2.25,2.3
2005-03-16 12:00:00,288,Charlton,H,2.0,1.0,5.0,2.0,15.0,5.0,1.0,0.0,2.37,3.25,2.45,3.15,2.2,3.2,1,0.0,0.0,7.0,4.0,16.0,2.0,4.0,0.0,2.87,2.65,2.8
2005-03-19 12:00:00,292,Charlton,H,1.0,1.0,8.0,5.0,11.0,3.0,0.0,1.0,1.66,3.4,1.6,3.4,1.57,3.5,3,4.0,1.0,14.0,9.0,8.0,9.0,0.0,0.0,5.5,5.5,5.0
2005-04-02 12:00:00,302,Charlton,H,2.0,1.0,9.0,3.0,6.0,6.0,1.0,0.0,2.0,3.2,1.95,3.2,2.0,3.2,2,2.0,2.0,16.0,8.0,8.0,7.0,0.0,0.0,3.75,3.6,3.2
2005-04-09 12:00:00,316,Charlton,A,2.0,2.0,8.0,4.0,14.0,4.0,3.0,0.0,3.0,3.25,2.7,3.2,2.62,3.2,1,4.0,2.0,13.0,9.0,11.0,5.0,1.0,0.0,2.3,2.4,2.3
2005-04-16 12:00:00,321,Charlton,H,1.0,1.0,18.0,10.0,10.0,8.0,0.0,0.0,2.4,3.2,2.3,3.1,2.3,3.2,3,2.0,1.0,11.0,5.0,14.0,2.0,1.0,0.0,2.87,2.9,2.62
2005-04-20 12:00:00,328,Charlton,A,0.0,0.0,12.0,3.0,9.0,5.0,1.0,0.0,4.33,3.1,4.0,3.1,3.6,3.3,2,0.0,0.0,13.0,5.0,14.0,6.0,0.0,0.0,1.9,1.9,1.83
2005-08-13 12:00:00,342,Charlton,A,3.0,1.0,14.0,4.0,17.0,5.0,0.0,1.0,2.9,3.2,2.85,3.25,2.62,3.2,3,1.0,1.0,12.0,8.0,15.0,5.0,2.0,0.0,2.37,2.25,2.3
2005-08-20 12:00:00,348,Charlton,H,1.0,1.0,21.0,10.0,10.0,4.0,0.0,0.0,1.8,3.4,1.7,3.2,1.7,3.2,1,0.0,0.0,4.0,0.0,11.0,4.0,1.0,0.0,4.33,5.0,4.5
2005-08-28 12:00:00,370,Charlton,A,3.0,1.0,12.0,8.0,15.0,1.0,1.0,0.0,4.33,3.3,3.9,3.3,3.75,3.2,3,0.0,0.0,10.0,6.0,18.0,6.0,2.0,0.0,1.83,1.85,1.83
2005-09-10 12:00:00,372,Charlton,A,1.0,1.0,8.0,4.0,10.0,4.0,2.0,0.0,2.87,3.25,2.8,3.2,2.75,3.2,3,0.0,0.0,18.0,5.0,9.0,13.0,0.0,0.0,2.37,2.3,2.25
2005-09-17 12:00:00,383,Charlton,H,0.0,0.0,11.0,4.0,11.0,2.0,0.0,0.0,6.0,3.6,5.5,3.6,6.5,3.6,3,2.0,0.0,16.0,11.0,10.0,7.0,2.0,0.0,1.57,1.55,1.44
2005-09-24 12:00:00,398,Charlton,A,2.0,2.0,8.0,4.0,12.0,3.0,1.0,0.0,2.5,3.2,2.4,3.2,2.37,3.0,3,1.0,0.0,18.0,10.0,10.0,6.0,0.0,0.0,2.75,2.7,2.7
2005-10-01 12:00:00,403,Charlton,H,2.0,1.0,9.0,4.0,15.0,1.0,3.0,0.0,2.5,3.2,2.3,3.2,2.3,3.2,3,3.0,0.0,13.0,7.0,17.0,6.0,2.0,0.0,2.75,2.8,2.62
2005-10-17 12:00:00,421,Charlton,H,1.0,0.0,14.0,3.0,19.0,6.0,2.0,0.0,1.83,3.25,1.6,3.55,1.72,3.2,2,1.0,1.0,13.0,1.0,19.0,1.0,3.0,0.0,4.5,5.15,4.33
2005-10-22 12:00:00,427,Charlton,A,2.0,0.0,11.0,7.0,15.0,5.0,3.0,0.0,2.6,3.25,2.35,3.2,2.4,3.1,3,1.0,1.0,15.0,6.0,10.0,6.0,2.0,0.0,2.6,2.75,2.6
2005-10-29 12:00:00,433,Charlton,H,0.0,0.0,7.0,4.0,11.0,4.0,1.0,0.0,2.1,3.2,2.05,3.15,2.1,3.1,3,1.0,0.0,11.0,7.0,13.0,2.0,0.0,0.0,3.5,3.4,3.1
2005-11-05 12:00:00,444,Charlton,A,1.0,1.0,10.0,9.0,15.0,9.0,2.0,0.0,3.1,3.1,2.9,3.1,2.6,3.1,1,4.0,2.0,9.0,3.0,9.0,7.0,0.0,0.0,2.3,2.3,2.4
2005-11-19 12:00:00,452,Charlton,H,1.0,0.0,18.0,11.0,13.0,4.0,0.0,0.0,4.0,3.25,3.5,3.3,4.33,3.2,3,3.0,1.0,13.0,7.0,11.0,3.0,2.0,0.0,1.9,1.95,1.72
2005-11-26 12:00:00,462,Charlton,A,0.0,0.0,5.0,3.0,12.0,3.0,2.0,0.0,3.1,3.2,3.1,3.1,2.87,3.1,1,1.0,0.0,16.0,10.0,9.0,10.0,2.0,0.0,2.25,2.2,2.2
2005-12-04 12:00:00,480,Charlton,H,2.0,1.0,10.0,4.0,20.0,8.0,2.0,0.0,2.4,3.2,2.1,3.1,2.3,3.1,3,5.0,2.0,17.0,9.0,14.0,4.0,3.0,0.0,2.87,3.3,2.75
2005-12-10 12:00:00,485,Charlton,H,2.0,1.0,14.0,8.0,11.0,3.0,0.0,0.0,1.66,3.4,1.6,3.4,1.66,3.1,1,0.0,0.0,14.0,6.0,16.0,6.0,2.0,0.0,5.5,5.5,5.0
2005-12-17 12:00:00,500,Charlton,A,0.0,0.0,5.0,2.0,8.0,3.0,1.0,0.0,3.0,3.25,3.3,3.1,2.9,3.2,1,3.0,1.0,18.0,12.0,8.0,12.0,0.0,0.0,2.3,2.1,2.15
2005-12-26 12:00:00,504,Charlton,H,0.0,0.0,8.0,0.0,16.0,4.0,3.0,1.0,5.0,3.4,4.65,3.35,5.5,3.3,3,1.0,0.0,18.0,11.0,10.0,10.0,2.0,0.0,1.72,1.7,1.57
2005-12-31 12:00:00,521,Charlton,H,2.0,1.0,14.0,7.0,15.0,6.0,1.0,0.0,2.2,3.25,2.15,3.1,2.15,3.1,1,0.0,0.0,8.0,3.0,8.0,13.0,0.0,0.0,3.2,3.2,3.0
2006-01-02 12:00:00,533,Charlton,A,1.0,1.0,11.0,4.0,14.0,2.0,2.0,0.0,3.0,3.25,3.0,3.1,2.75,3.1,1,3.0,2.0,13.0,6.0,13.0,5.0,0.0,0.0,2.3,2.25,2.3
2006-01-14 12:00:00,543,Charlton,H,2.0,1.0,11.0,4.0,16.0,2.0,0.0,0.0,2.0,3.2,1.85,3.15,1.95,3.0,1,0.0,0.0,14.0,5.0,12.0,7.0,0.0,0.0,3.75,4.1,3.6
2006-01-22 12:00:00,557,Charlton,A,1.0,0.0,9.0,5.0,13.0,0.0,1.0,0.0,15.0,6.5,16.0,6.5,12.0,6.0,2,1.0,1.0,12.0,7.0,10.0,6.0,2.0,1.0,1.16,1.13,1.14
2006-01-31 12:00:00,560,Charlton,H,0.0,0.0,12.0,9.0,8.0,3.0,2.0,1.0,1.83,3.3,1.8,3.2,1.7,3.2,2,0.0,0.0,12.0,6.0,18.0,5.0,4.0,0.0,4.33,4.4,4.5
2006-02-05 12:00:00,579,Charlton,A,1.0,0.0,7.0,5.0,13.0,2.0,3.0,0.0,4.75,3.2,5.25,3.3,5.0,3.3,1,3.0,2.0,14.0,10.0,13.0,5.0,0.0,0.0,1.8,1.65,1.61
2006-02-08 12:00:00,580,Charlton,H,2.0,2.0,6.0,2.0,12.0,1.0,2.0,0.0,4.5,3.3,4.65,3.15,5.0,3.3,1,0.0,0.0,13.0,5.0,13.0,10.0,2.0,0.0,1.8,1.75,1.61
2006-02-12 12:00:00,588,Charlton,A,2.0,0.0,12.0,7.0,15.0,1.0,0.0,0.0,4.0,3.25,4.1,3.15,3.75,3.3,1,3.0,1.0,16.0,10.0,12.0,11.0,0.0,0.0,1.9,1.85,1.8
2006-02-22 12:00:00,594,Charlton,A,0.0,0.0,7.0,4.0,13.0,6.0,2.0,0.0,4.0,3.25,4.35,3.15,4.0,3.1,2,0.0,0.0,13.0,8.0,13.0,5.0,1.0,0.0,1.9,1.8,1.8
2006-02-25 12:00:00,597,Charlton,H,0.0,0.0,13.0,6.0,9.0,1.0,0.0,0.0,2.1,3.25,2.2,3.1,2.05,3.1,2,0.0,0.0,11.0,7.0,9.0,8.0,1.0,0.0,3.4,3.1,3.2
2006-03-04 12:00:00,605,Charlton,A,0.0,0.0,3.0,1.0,14.0,5.0,1.0,0.0,7.0,3.75,6.95,3.4,7.0,3.75,2,0.0,0.0,21.0,10.0,5.0,12.0,1.0,0.0,1.5,1.5,1.4
2006-03-12 12:00:00,621,Charlton,H,2.0,0.0,5.0,3.0,16.0,0.0,2.0,0.0,2.2,3.2,2.3,3.1,1.95,3.25,1,1.0,0.0,9.0,7.0,20.0,4.0,1.0,0.0,3.2,2.9,3.3
2006-03-18 12:00:00,624,Charlton,A,0.0,0.0,2.0,1.0,10.0,1.0,1.0,0.0,9.5,4.5,8.0,4.1,8.0,4.5,1,3.0,2.0,16.0,9.0,6.0,8.0,0.0,0.0,1.3,1.35,1.28
2006-03-26 12:00:00,639,Charlton,H,3.0,2.0,11.0,5.0,12.0,5.0,1.0,0.0,2.3,3.25,2.3,3.1,2.1,3.1,1,1.0,1.0,15.0,8.0,13.0,5.0,1.0,0.0,3.0,2.9,3.1
2006-04-02 12:00:00,652,Charlton,A,0.0,0.0,8.0,2.0,6.0,8.0,1.0,0.0,3.5,3.2,3.25,3.15,3.6,3.1,2,0.0,0.0,16.0,7.0,9.0,12.0,0.0,0.0,2.1,2.1,1.9
2006-04-08 12:00:00,655,Charlton,H,0.0,0.0,9.0,4.0,16.0,6.0,0.0,0.0,2.3,3.1,2.1,3.2,2.3,3.2,2,0.0,0.0,7.0,3.0,16.0,4.0,2.0,0.0,3.1,3.2,2.62
2006-04-15 12:00:00,669,Charlton,A,1.0,1.0,10.0,7.0,16.0,12.0,0.0,0.0,3.75,3.25,3.35,3.2,3.0,3.2,1,2.0,2.0,6.0,4.0,12.0,2.0,0.0,0.0,2.0,2.05,2.1
2006-04-17 12:00:00,675,Charlton,H,2.0,0.0,16.0,9.0,10.0,6.0,1.0,0.0,2.25,3.25,2.3,3.2,2.4,3.4,1,1.0,1.0,11.0,5.0,17.0,9.0,1.0,0.0,2.8,2.85,2.4
2006-04-22 12:00:00,684,Charlton,A,1.0,0.0,5.0,3.0,12.0,1.0,0.0,0.0,4.33,3.3,4.15,3.3,3.6,3.3,1,4.0,3.0,13.0,11.0,14.0,9.0,0.0,0.0,1.83,1.8,1.83
2006-04-29 12:00:00,692,Charlton,H,0.0,0.0,7.0,3.0,10.0,4.0,3.0,0.0,2.75,3.2,2.65,3.25,2.5,3.3,3,2.0,1.0,10.0,4.0,6.0,4.0,4.0,0.0,2.5,2.4,2.37
2006-05-07 12:00:00,712,Charlton,A,0.0,0.0,8.0,3.0,6.0,2.0,0.0,0.0,13.0,6.0,12.0,5.5,11.0,5.0,1,4.0,3.0,20.0,11.0,9.0,8.0,1.0,0.0,1.2,1.2,1.2
2006-08-19 12:00:00,723,Charlton,A,1.0,1.0,4.0,2.0,14.0,0.0,2.0,1.0,3.75,3.2,3.2,3.2,3.6,3.1,1,3.0,0.0,16.0,5.0,14.0,6.0,2.0,0.0,2.0,2.1,1.9
2006-08-23 12:00:00,730,Charlton,H,0.0,0.0,8.0,2.0,14.0,4.0,1.0,0.0,7.5,3.6,6.25,3.4,5.5,3.3,3,3.0,0.0,21.0,11.0,11.0,11.0,1.0,0.0,1.5,1.55,1.57
2006-08-26 12:00:00,734,Charlton,H,2.0,0.0,9.0,5.0,11.0,6.0,1.0,1.0,2.5,3.1,2.3,3.1,2.37,3.1,1,0.0,0.0,7.0,2.0,17.0,5.0,4.0,1.0,2.8,2.9,2.62
2006-09-09 12:00:00,746,Charlton,A,1.0,0.0,3.0,2.0,7.0,3.0,1.0,0.0,17.0,5.5,13.0,6.5,12.0,5.5,1,2.0,1.0,19.0,6.0,12.0,6.0,2.0,0.0,1.2,1.15,1.16
2006-09-16 12:00:00,755,Charlton,H,0.0,0.0,18.0,5.0,6.0,9.0,0.0,0.0,2.3,3.25,2.45,3.15,2.5,3.1,3,1.0,0.0,12.0,5.0,10.0,4.0,2.0,0.0,3.0,2.65,2.5
2006-09-23 12:00:00,766,Charlton,A,0.0,0.0,8.0,3.0,14.0,4.0,1.0,0.0,4.33,3.4,4.9,3.4,5.0,3.3,1,2.0,1.0,12.0,5.0,10.0,4.0,0.0,0.0,1.8,1.65,1.61
2006-09-30 12:00:00,776,Charlton,H,1.0,1.0,10.0,6.0,19.0,4.0,4.0,0.0,6.5,3.6,5.8,3.5,6.0,3.4,3,2.0,1.0,21.0,12.0,8.0,7.0,4.0,0.0,1.53,1.55,1.5
2006-10-16 12:00:00,794,Charlton,A,1.0,0.0,10.0,3.0,12.0,6.0,3.0,0.0,3.6,3.1,3.55,3.15,3.5,3.2,1,2.0,0.0,11.0,6.0,9.0,3.0,1.0,0.0,2.1,2.0,1.9
2006-10-21 12:00:00,796,Charlton,H,0.0,0.0,16.0,8.0,13.0,9.0,2.0,0.0,1.9,3.25,1.9,3.15,1.9,3.1,2,0.0,0.0,8.0,3.0,17.0,9.0,0.0,0.0,4.0,3.85,3.6
2006-10-28 12:00:00,809,Charlton,A,0.0,0.0,8.0,4.0,9.0,3.0,1.0,0.0,4.5,3.3,5.0,3.4,4.33,3.2,2,0.0,0.0,20.0,10.0,12.0,10.0,1.0,0.0,1.8,1.65,1.72
2006-11-04 12:00:00,816,Charlton,H,1.0,1.0,18.0,11.0,10.0,5.0,1.0,0.0,2.3,3.1,2.3,3.15,2.3,3.1,1,0.0,0.0,15.0,9.0,9.0,12.0,2.0,0.0,3.1,2.85,2.75
2006-11-11 12:00:00,832,Charlton,A,2.0,0.0,7.0,4.0,11.0,3.0,0.0,0.0,4.0,3.25,3.95,3.25,3.75,3.2,1,3.0,2.0,8.0,5.0,18.0,2.0,2.0,0.0,1.9,1.85,1.83
2006-11-18 12:00:00,841,Charlton,A,0.0,0.0,4.0,2.0,11.0,9.0,3.0,0.0,4.0,3.25,3.75,3.25,3.75,3.2,1,2.0,1.0,11.0,4.0,6.0,4.0,0.0,0.0,1.9,1.9,1.83
2006-11-25 12:00:00,847,Charlton,H,1.0,0.0,16.0,8.0,16.0,6.0,2.0,0.0,2.7,3.25,2.6,3.15,2.5,3.1,2,1.0,0.0,9.0,6.0,13.0,7.0,0.0,0.0,2.5,2.5,2.5
2006-12-02 12:00:00,865,Charlton,A,1.0,1.0,8.0,4.0,14.0,3.0,1.0,0.0,3.3,3.1,3.15,3.15,3.0,3.0,1,2.0,0.0,26.0,10.0,11.0,12.0,1.0,0.0,2.2,2.15,2.2
2006-12-05 12:00:00,869,Charlton,H,1.0,0.0,13.0,10.0,10.0,5.0,1.0,0.0,2.5,3.1,2.45,3.15,2.5,3.1,1,0.0,0.0,5.0,3.0,12.0,4.0,2.0,0.0,2.8,2.65,2.5
2006-12-09 12:00:00,879,Charlton,A,1.0,1.0,12.0,3.0,11.0,9.0,4.0,0.0,6.0,4.0,6.25,4.0,6.5,3.6,1,5.0,2.0,13.0,9.0,7.0,5.0,2.0,0.0,1.53,1.45,1.44
2006-12-16 12:00:00,887,Charlton,H,0.0,0.0,7.0,2.0,9.0,2.0,1.0,0.0,6.0,3.8,5.5,3.4,5.5,3.3,3,3.0,1.0,22.0,10.0,5.0,8.0,1.0,0.0,1.53,1.6,1.57
2006-12-23 12:00:00,900,Charlton,A,0.0,0.0,8.0,6.0,9.0,4.0,1.0,0.0,5.0,3.4,4.75,3.3,4.2,3.25,1,2.0,1.0,16.0,9.0,1.0,11.0,0.0,0.0,1.72,1.7,1.72
2006-12-27 12:00:00,914,Charlton,H,2.0,2.0,12.0,7.0,14.0,4.0,0.0,0.0,2.5,3.25,2.4,3.2,2.37,3.3,2,2.0,1.0,15.0,9.0,15.0,9.0,0.0,0.0,2.7,2.7,2.5
2006-12-30 12:00:00,917,Charlton,H,2.0,0.0,14.0,8.0,10.0,7.0,2.0,0.0,2.6,3.2,2.65,3.1,2.75,3.2,1,1.0,1.0,6.0,2.0,10.0,4.0,1.0,1.0,2.62,2.5,2.25
2007-01-02 12:00:00,932,Charlton,A,0.0,0.0,4.0,2.0,9.0,2.0,1.0,1.0,13.0,5.5,12.0,5.2,12.0,5.5,1,4.0,2.0,16.0,10.0,13.0,8.0,0.0,0.0,1.22,1.22,1.16
2007-01-13 12:00:00,936,Charlton,H,1.0,1.0,16.0,9.0,12.0,5.0,3.0,0.0,2.5,3.2,2.4,3.15,2.3,3.1,3,3.0,1.0,12.0,9.0,15.0,3.0,1.0,0.0,2.75,2.75,2.75
2007-01-20 12:00:00,950,Charlton,A,1.0,0.0,8.0,5.0,11.0,7.0,3.0,0.0,5.5,3.8,6.7,3.5,5.5,3.3,3,0.0,0.0,9.0,3.0,9.0,10.0,0.0,0.0,1.57,1.5,1.57
2007-01-31 12:00:00,959,Charlton,A,1.0,1.0,4.0,2.0,11.0,0.0,1.0,0.0,6.0,4.0,6.25,3.65,6.0,3.4,2,1.0,1.0,12.0,7.0,7.0,10.0,0.0,0.0,1.5,1.5,1.5
2007-02-03 12:00:00,965,Charlton,H,0.0,0.0,8.0,5.0,7.0,6.0,0.0,0.0,8.0,4.5,8.0,4.25,7.0,4.0,3,1.0,1.0,17.0,8.0,8.0,5.0,1.0,0.0,1.36,1.36,1.36
2007-02-10 12:00:00,975,Charlton,A,0.0,0.0,8.0,2.0,8.0,3.0,1.0,0.0,19.0,7.0,13.0,6.5,15.0,5.5,1,2.0,1.0,18.0,11.0,11.0,5.0,0.0,0.0,1.14,1.15,1.14
2007-02-24 12:00:00,985,Charlton,H,4.0,3.0,12.0,5.0,13.0,7.0,3.0,0.0,2.3,3.25,2.3,3.15,2.25,3.1,1,0.0,0.0,11.0,8.0,7.0,6.0,2.0,0.0,3.0,2.85,2.8
2007-03-03 12:00:00,1000,Charlton,A,2.0,0.0,13.0,5.0,10.0,1.0,2.0,0.0,2.8,3.1,2.65,3.15,2.62,3.1,2,2.0,2.0,14.0,10.0,18.0,8.0,2.0,0.0,2.5,2.45,2.37
2007-03-18 12:00:00,1013,Charlton,H,2.0,0.0,10.0,4.0,14.0,5.0,1.0,0.0,2.4,3.25,2.45,3.15,2.25,3.2,1,0.0,0.0,12.0,6.0,20.0,5.0,2.0,0.0,2.8,2.65,2.75
2007-03-31 12:00:00,1016,Charlton,H,1.0,0.0,4.0,1.0,10.0,4.0,1.0,0.0,2.1,3.25,2.2,3.15,2.1,3.1,1,0.0,0.0,6.0,1.0,15.0,9.0,3.0,0.0,3.4,3.05,3.1
2007-04-06 12:00:00,1026,Charlton,A,0.0,0.0,3.0,1.0,11.0,7.0,0.0,0.0,3.5,3.2,3.8,3.2,3.3,3.25,2,0.0,0.0,13.0,6.0,12.0,14.0,0.0,0.0,2.1,1.9,1.95
2007-04-09 12:00:00,1037,Charlton,H,0.0,0.0,8.0,5.0,13.0,1.0,1.0,0.0,2.25,3.25,2.35,3.15,2.2,3.3,2,0.0,0.0,14.0,6.0,13.0,11.0,0.0,0.0,3.1,2.8,2.7
2007-04-15 12:00:00,1047,Charlton,A,1.0,0.0,7.0,4.0,15.0,4.0,3.0,0.0,4.75,3.5,5.0,3.4,4.5,3.5,1,2.0,0.0,18.0,11.0,7.0,7.0,0.0,0.0,1.72,1.65,1.61
2007-04-21 12:00:00,1055,Charlton,H,1.0,0.0,10.0,2.0,16.0,8.0,5.0,0.0,2.05,3.25,2.1,3.15,2.0,3.3,2,1.0,0.0,15.0,10.0,13.0,3.0,3.0,0.0,3.6,3.25,3.1
2007-04-28 12:00:00,1064,Charlton,A,1.0,0.0,8.0,3.0,5.0,2.0,1.0,1.0,3.4,3.25,3.55,3.15,2.8,3.4,1,4.0,0.0,16.0,9.0,14.0,7.0,1.0,0.0,2.1,2.0,2.1
2007-05-07 12:00:00,1083,Charlton,H,0.0,0.0,7.0,4.0,7.0,11.0,0.0,0.0,2.87,3.25,2.85,3.15,2.9,3.4,3,2.0,1.0,9.0,6.0,4.0,5.0,0.0,0.0,2.37,2.3,2.05
2007-05-13 12:00:00,1089,Charlton,A,2.0,1.0,8.0,4.0,12.0,2.0,0.0,0.0,8.0,4.5,7.4,4.0,7.0,4.0,2,2.0,0.0,22.0,7.0,5.0,9.0,0.0,0.0,1.36,1.4,1.36
2004-08-15 12:00:00,9,Chelsea,H,1.0,1.0,8.0,5.0,17.0,2.0,0.0,0.0,2.1,3.25,2.15,3.1,2.0,3.2,1,0.0,0.0,11.0,3.0,8.0,3.0,0.0,0.0,3.4,3.2,3.2
2004-08-21 12:00:00,11,Chelsea,A,1.0,0.0,7.0,3.0,16.0,2.0,0.0,0.0,1.83,3.2,1.75,3.4,1.83,2.87,3,0.0,0.0,9.0,3.0,10.0,8.0,0.0,0.0,4.5,4.25,4.33
2004-08-24 12:00:00,22,Chelsea,A,2.0,1.0,16.0,10.0,12.0,6.0,1.0,0.0,1.44,3.75,1.45,3.6,1.44,3.6,3,0.0,0.0,7.0,4.0,9.0,1.0,1.0,0.0,8.5,7.5,6.5
2004-08-28 12:00:00,31,Chelsea,H,2.0,2.0,16.0,7.0,11.0,9.0,0.0,0.0,1.28,5.0,1.3,4.5,1.3,4.2,1,1.0,1.0,6.0,2.0,12.0,0.0,4.0,0.0,10.0,9.0,8.5
2004-09-11 12:00:00,40,Chelsea,A,0.0,0.0,18.0,10.0,12.0,9.0,1.0,0.0,1.909,3.1,1.9,3.2,1.9,3.2,2,0.0,0.0,11.0,5.0,9.0,2.0,0.0,0.0,4.333,3.8,3.5
2004-09-19 12:00:00,56,Chelsea,H,0.0,0.0,20.0,8.0,16.0,9.0,1.0,0.0,1.5,3.6,1.5,3.6,1.44,3.5,2,0.0,0.0,6.0,3.0,13.0,6.0,2.0,0.0,7.5,6.25,7.0
2004-09-25 12:00:00,65,Chelsea,A,1.0,0.0,17.0,12.0,15.0,7.0,1.0,0.0,2.1,3.2,2.1,3.2,2.1,3.1,3,0.0,0.0,8.0,4.0,10.0,3.0,0.0,0.0,3.5,3.2,3.1
2004-10-03 12:00:00,77,Chelsea,H,1.0,0.0,13.0,5.0,14.0,11.0,0.0,0.0,1.8,3.1,1.8,3.2,1.8,3.1,1,0.0,0.0,5.0,3.0,20.0,2.0,1.0,0.0,5.0,4.3,4.0
2004-10-16 12:00:00,86,Chelsea,A,0.0,0.0,9.0,3.0,7.0,12.0,2.0,0.0,1.72,3.2,1.75,3.25,1.66,3.3,1,1.0,1.0,4.0,1.0,6.0,0.0,1.0,0.0,5.5,4.5,4.5
